day,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
192,58.583,79.442,53.146,38.687,93.425,107.588,60.279,24.029,78.425,39.329,69.083,37.775,87.375,72.300,80.341,35.050,39.842,17.433,20.417,28.842,32.325,48.092,37.700,41.004,45.738,72.650,56.258,69.683,65.792,53.696,42.967,26.000,43.125,37.004,33.350,38.850,46.488,33.904,61.963,50.138,52.883,95.725,51.321,35.329,50.654,29.054,28.575,54.683,42.275,45.813,56.367,26.521,45.963,
193,49.738,79.354,57.046,29.292,90.175,96.658,51.029,35.802,74.529,31.567,58.304,34.421,88.746,84.825,68.213,36.396,34.042,19.692,19.233,29.842,23.571,49.063,28.700,46.879,45.150,73.975,49.938,57.217,67.821,54.538,44.692,28.971,42.283,36.671,36.888,38.167,47.046,33.304,57.313,50.696,45.133,91.338,55.404,30.292,49.904,28.708,31.154,46.550,43.633,40.475,51.283,30.650,44.371,
194,48.466,73.404,51.631,23.771,81.533,90.096,52.071,19.175,64.221,28.025,38.529,36.835,90.950,78.138,69.448,31.454,27.642,22.208,20.554,31.779,27.479,44.992,23.800,48.813,42.813,71.742,55.363,53.833,60.471,51.213,43.229,26.929,41.038,28.467,37.967,36.946,44.513,34.663,48.954,47.054,49.863,90.754,51.429,36.417,48.442,31.838,35.646,47.846,39.600,42.125,52.129,27.300,42.238,
195,47.194,75.048,52.150,20.804,76.171,88.883,56.600,25.013,42.323,30.550,26.625,35.900,84.458,72.404,66.942,18.571,36.329,21.185,15.208,24.792,23.663,37.017,16.800,48.129,43.458,66.963,51.758,54.179,62.738,53.667,48.204,27.200,37.646,29.808,39.379,39.871,40.096,32.571,43.754,49.004,40.908,89.796,48.671,24.038,42.821,27.792,35.325,50.608,38.608,39.763,49.058,28.646,42.863,
196,45.921,52.963,42.404,16.708,69.513,86.725,56.625,26.138,70.354,15.504,35.504,41.788,87.942,74.492,73.375,18.600,41.925,19.083,14.663,33.008,21.825,39.821,17.600,49.383,41.325,56.946,53.325,60.079,61.275,53.225,42.758,23.279,35.263,32.392,40.988,33.829,42.254,34.142,48.383,54.446,55.183,87.271,40.775,35.875,43.871,25.238,33.583,47.517,37.517,37.217,43.108,26.371,44.379,
197,44.649,57.642,48.996,27.704,65.746,89.992,55.942,15.250,49.458,25.148,39.921,24.258,83.200,55.667,46.152,17.375,30.013,18.217,24.133,34.863,23.571,36.617,31.100,55.533,45.917,56.150,46.508,62.850,58.825,51.450,43.404,26.483,35.538,41.379,37.904,39.096,36.529,34.613,48.283,47.183,45.704,85.929,42.029,32.233,41.317,25.788,34.238,45.471,37.921,35.454,45.021,25.279,41.129,
198,43.377,59.708,46.496,17.421,66.325,71.763,52.104,13.246,47.133,32.879,44.688,36.246,77.279,66.613,55.923,18.842,23.942,15.496,20.246,29.242,18.954,26.792,35.100,52.525,42.692,51.213,55.021,62.975,54.846,52.438,41.525,28.850,38.408,30.842,39.179,34.158,39.433,28.788,41.629,47.204,47.563,82.804,47.975,31.058,38.833,28.000,33.054,45.146,40.758,37.158,43.383,26.196,38.229,
199,42.105,54.321,45.913,21.700,64.083,65.075,38.354,20.063,49.694,39.998,35.831,38.463,72.513,69.788,60.390,24.175,26.583,14.175,17.492,32.275,20.271,22.825,35.900,54.721,43.675,56.146,56.029,62.717,55.371,55.838,41.204,25.842,36.254,34.021,35.358,34.733,41.675,29.833,46.975,46.967,43.167,79.592,46.592,30.638,39.704,30.967,27.908,43.038,37.529,37.417,40.450,21.704,36.371,
200,40.411,51.771,47.842,23.238,58.563,60.613,29.450,20.233,50.373,31.432,38.229,28.099,67.925,58.192,49.150,29.429,24.842,15.925,17.904,32.177,21.421,24.908,28.500,50.967,46.625,52.479,50.833,65.000,53.654,51.342,40.029,27.113,32.804,31.458,33.150,34.721,37.579,28.563,46.792,48.838,44.038,79.004,44.427,28.613,36.033,30.642,30.300,44.133,36.367,39.079,42.763,26.750,36.163,
201,35.029,49.321,41.046,21.579,53.138,60.654,43.021,21.058,49.504,31.984,33.279,31.474,59.596,57.325,40.638,29.617,25.321,22.015,16.996,25.071,22.692,21.754,17.300,53.496,45.517,50.104,48.246,68.150,56.667,52.963,38.813,26.658,31.117,30.971,33.188,36.296,34.942,29.963,45.942,45.283,43.554,70.867,44.279,31.754,37.950,28.346,32.129,46.313,32.746,34.625,41.463,25.071,38.167,
202,32.525,50.463,39.004,19.813,48.971,51.254,49.175,20.358,42.617,20.088,26.300,33.475,58.625,49.413,44.088,22.804,32.246,22.696,14.571,39.463,20.483,22.829,15.200,52.571,43.754,48.879,45.979,60.527,53.667,51.479,41.583,28.296,32.308,32.142,36.575,37.158,44.788,31.463,44.813,44.696,46.075,76.329,39.650,28.092,38.400,28.208,31.954,40.567,30.933,32.592,42.858,21.771,37.217,
203,33.879,50.817,33.679,12.521,53.658,55.458,35.488,20.454,30.860,13.454,32.650,31.369,53.088,43.042,46.525,22.663,36.073,20.629,14.579,38.625,19.500,22.354,16.300,49.317,42.000,48.733,44.246,61.079,51.863,52.300,37.390,25.429,32.600,35.208,32.042,34.046,38.204,26.313,44.475,41.663,40.600,68.408,44.367,27.971,32.404,30.421,31.667,40.754,29.404,35.771,42.842,23.317,37.925,
204,31.721,50.400,43.429,19.658,55.771,47.679,44.833,19.683,25.696,27.392,36.904,26.473,53.000,41.004,36.825,17.133,45.140,21.883,14.933,32.246,19.533,25.800,15.900,48.229,43.871,46.808,44.692,58.967,56.875,52.475,35.300,25.754,31.046,31.025,38.292,35.563,38.900,24.954,41.492,38.858,37.579,69.771,40.904,26.825,32.767,32.213,31.417,35.833,31.825,39.054,38.617,23.758,32.992,
205,32.671,44.700,32.554,18.621,45.006,45.927,42.729,17.108,33.692,24.983,35.967,33.417,39.521,36.738,38.115,17.946,22.271,29.329,13.888,29.800,19.567,20.713,17.000,50.621,44.292,46.238,43.258,60.404,50.929,48.525,38.063,31.933,32.217,32.150,34.467,28.825,39.788,28.500,41.752,40.713,38.208,69.292,36.725,28.450,36.483,26.996,27.767,39.842,33.258,36.958,39.604,19.029,35.650,
206,29.933,40.283,38.517,17.921,47.283,57.153,41.650,21.354,37.642,25.283,61.035,19.042,38.508,35.550,33.483,21.146,26.263,29.800,12.908,23.571,19.617,22.442,18.900,49.096,43.763,49.958,40.408,61.292,53.713,48.200,35.675,31.400,31.408,29.233,32.442,28.442,34.517,24.600,44.138,33.979,38.854,59.992,37.479,29.600,28.221,26.663,30.092,40.750,34.763,37.417,35.492,22.867,33.700,
207,28.296,43.571,44.604,24.221,50.058,43.138,34.658,19.417,39.600,23.269,31.625,17.021,42.329,38.979,38.817,22.021,20.996,28.388,13.075,25.546,19.929,20.821,17.800,50.533,41.521,51.108,42.046,59.096,51.504,47.825,39.192,32.896,30.813,25.679,31.100,31.908,31.150,26.283,43.100,41.646,39.208,61.142,37.096,26.571,32.071,26.600,30.763,38.588,32.346,33.704,42.767,21.350,36.108,
208,27.050,39.817,32.067,21.954,33.229,27.704,36.638,14.946,33.779,17.521,22.250,28.933,40.292,34.813,40.858,20.688,17.550,26.879,18.217,28.454,25.679,22.292,16.600,60.025,41.267,50.267,40.017,57.704,52.225,48.496,38.288,29.463,25.375,31.154,32.192,29.167,33.442,29.358,44.721,36.238,39.279,55.138,40.088,23.779,31.483,27.542,30.175,36.225,35.054,33.867,39.433,23.008,33.125,
209,26.438,38.808,29.146,23.471,36.513,36.713,42.304,14.329,30.888,17.060,17.017,28.902,48.754,43.498,41.542,19.442,20.092,27.892,18.404,26.879,24.146,18.683,15.500,52.529,43.521,48.288,40.104,59.513,52.779,44.342,37.967,26.450,30.738,27.229,29.908,31.796,29.267,29.546,40.754,39.071,40.779,57.988,41.529,26.517,36.121,27.492,30.300,39.529,31.996,31.492,33.146,25.421,34.642,
210,29.738,36.092,35.363,20.083,42.225,41.213,41.275,20.779,24.033,11.000,26.742,25.442,43.938,35.138,48.379,21.438,22.154,17.908,19.729,23.921,22.183,17.538,15.100,51.367,44.758,50.971,39.163,58.554,49.958,41.900,37.908,25.075,28.863,28.300,28.425,35.325,33.929,27.258,41.163,38.488,36.271,55.317,36.204,24.371,36.154,26.596,28.513,40.196,35.313,31.883,39.846,22.321,31.833,
211,30.417,39.454,32.375,21.183,47.308,41.517,36.091,21.292,29.213,16.783,35.321,19.608,35.546,29.563,45.988,25.104,22.613,15.771,22.296,22.108,19.921,20.338,14.500,46.108,33.413,45.975,38.900,54.925,51.513,46.633,30.454,23.279,27.600,27.350,28.025,36.475,30.492,28.608,46.233,39.746,36.300,50.204,33.504,25.338,33.608,31.500,27.863,37.175,31.992,32.142,37.650,23.633,35.413,
212,29.696,37.113,30.904,22.508,34.758,37.108,40.755,8.654,31.592,21.706,32.271,21.150,32.927,29.879,41.513,22.425,27.213,19.775,15.275,21.246,19.104,18.513,14.300,37.750,20.171,46.688,36.942,55.879,50.517,48.225,21.446,23.958,30.775,31.563,29.513,31.863,29.638,27.071,39.979,39.513,36.450,51.396,33.817,25.175,32.204,28.646,27.325,39.533,35.050,32.421,38.492,20.183,32.417,
213,29.433,32.392,34.058,21.492,33.825,33.842,28.750,10.846,30.332,29.023,32.642,25.383,26.567,40.185,43.446,24.329,26.979,17.283,14.196,15.567,19.733,17.858,14.300,48.550,14.058,45.846,38.675,56.450,51.413,47.875,33.071,25.971,26.350,28.492,26.317,32.354,26.425,30.754,43.025,38.200,36.750,45.913,39.867,25.333,29.200,31.325,27.000,39.225,35.429,30.683,36.717,22.521,30.225,
214,27.825,30.046,37.358,22.367,34.950,33.392,13.325,20.519,30.160,19.560,32.100,9.208,35.204,29.694,50.338,30.508,21.596,12.254,14.683,19.463,19.579,18.250,14.070,48.525,13.529,46.408,38.013,54.967,37.996,48.167,28.071,26.375,27.446,29.304,26.583,34.383,24.583,28.021,45.404,36.092,37.158,54.138,34.029,27.663,31.050,30.479,25.342,39.733,29.558,31.854,40.504,23.692,27.788,
215,26.054,32.196,21.783,23.079,24.000,30.171,22.875,22.238,30.061,25.550,24.654,16.019,32.425,36.888,43.571,25.563,22.683,11.992,13.971,22.450,21.746,19.808,13.946,50.346,12.746,44.813,40.433,56.883,32.325,48.354,31.821,27.221,24.921,25.817,27.925,28.808,27.421,24.721,41.825,33.725,38.313,52.267,34.913,28.075,32.038,30.863,25.496,38.158,32.238,33.213,34.446,25.838,31.854,
216,26.879,32.704,23.171,16.921,20.879,29.175,29.958,17.879,17.617,15.638,12.850,14.675,33.667,35.508,35.488,30.775,20.775,19.971,14.229,29.188,21.813,15.442,13.265,47.838,13.400,44.317,36.600,55.958,46.813,45.496,29.725,28.050,26.279,24.021,27.900,29.083,28.608,26.029,45.029,36.833,40.250,53.825,32.133,26.046,29.192,24.354,25.063,35.054,30.396,36.033,33.288,27.238,26.575,
217,28.758,30.633,29.442,12.554,27.888,31.885,34.883,13.413,20.779,9.392,19.479,16.575,31.117,38.721,38.800,43.271,20.221,15.046,13.908,23.867,19.383,14.717,13.226,47.542,13.554,44.783,37.600,53.321,39.838,43.604,26.925,25.392,27.025,28.842,26.475,30.275,30.904,25.750,39.942,33.633,34.550,40.008,32.800,27.488,26.238,26.442,24.692,33.275,31.175,30.467,35.463,24.358,28.842,
218,37.375,27.179,25.213,22.446,32.992,28.936,41.577,8.925,27.867,14.663,27.433,22.383,38.946,26.871,38.946,30.654,22.754,17.338,15.338,19.729,20.105,17.067,13.088,48.000,13.313,41.329,35.321,52.425,43.217,39.763,27.738,24.229,29.863,27.746,29.417,36.204,30.413,25.992,39.254,30.933,31.875,42.733,29.142,26.704,26.271,24.383,25.646,31.479,28.063,33.238,36.250,23.579,31.504,
219,24.933,23.558,26.875,21.846,31.325,19.388,41.140,6.375,26.338,27.429,28.321,32.592,39.633,16.842,38.350,22.017,19.971,18.242,18.267,25.129,22.571,16.600,12.845,45.096,12.517,44.917,37.775,54.196,38.838,42.129,28.913,27.842,27.838,29.154,26.992,33.813,29.338,24.817,46.046,30.421,26.642,42.046,28.683,25.133,28.196,22.846,26.542,31.971,30.746,33.013,31.829,23.108,25.667,
220,25.504,26.963,25.771,18.246,32.083,23.494,41.698,14.946,27.942,25.300,20.646,20.871,35.658,24.008,29.625,22.571,21.754,19.188,16.404,21.783,20.017,17.050,12.526,43.900,11.683,42.329,36.779,51.454,39.058,43.258,27.396,28.146,25.283,31.192,26.454,29.104,28.296,24.971,42.921,30.346,26.458,42.292,34.108,25.204,26.633,18.983,25.067,30.829,32.388,30.738,28.588,22.621,31.083,
221,24.108,28.958,25.917,18.171,29.246,28.375,33.746,19.488,25.308,22.254,27.721,13.958,34.825,25.946,31.854,23.042,19.663,14.296,16.600,23.963,18.875,21.300,12.938,41.304,12.000,40.842,36.225,50.638,31.425,37.021,27.617,29.525,28.363,30.225,25.775,32.879,29.721,27.100,41.850,33.721,30.417,44.942,29.213,25.292,29.579,19.525,24.667,29.254,33.496,29.704,28.267,24.296,29.038,
222,19.125,26.946,27.996,16.488,24.229,21.463,37.167,11.296,19.617,18.963,21.715,18.138,29.442,29.092,35.933,18.821,13.079,13.558,15.471,25.550,20.367,13.458,12.615,40.275,12.121,42.342,33.821,52.938,38.088,40.713,26.800,24.213,29.558,30.725,26.508,26.871,31.796,25.379,34.563,33.738,24.821,46.354,29.458,25.038,29.742,18.154,25.142,28.871,31.617,27.904,25.479,24.463,31.592,
223,22.104,27.288,33.142,20.317,21.817,27.108,34.317,13.700,17.688,12.346,14.308,14.750,34.105,28.667,39.288,14.496,18.608,17.067,13.463,26.908,15.196,12.688,12.481,34.042,11.838,34.146,34.246,48.079,39.017,36.388,28.104,29.854,30.896,29.146,27.404,30.700,30.613,26.321,36.992,33.704,29.008,36.404,30.354,22.550,28.617,16.442,24.813,29.400,32.238,25.996,26.454,21.929,30.938,
224,22.304,25.771,29.321,12.017,30.058,31.292,37.125,15.525,16.892,12.463,29.496,17.271,17.420,26.404,35.146,22.892,19.758,19.125,13.421,33.350,12.346,12.446,12.809,28.079,11.438,35.329,33.996,53.042,38.546,36.121,29.429,25.204,30.058,30.604,26.004,23.817,26.246,25.525,34.342,33.729,30.092,40.008,30.325,24.017,29.717,19.829,24.450,28.483,26.642,25.904,31.429,25.829,26.883,
225,19.142,26.238,17.446,16.042,32.638,28.158,32.746,10.221,22.821,14.842,23.158,14.721,25.302,24.238,29.504,21.838,20.700,17.371,14.975,26.325,14.050,12.371,12.700,28.829,12.321,33.183,33.583,48.042,41.638,39.725,27.933,23.863,29.338,25.188,28.800,25.379,23.763,22.500,32.688,33.642,30.029,39.467,28.383,24.958,27.950,20.742,24.213,29.104,27.542,27.471,28.783,25.921,31.563,
226,20.638,27.579,19.192,17.871,30.375,28.692,33.988,9.013,30.929,13.471,19.350,16.683,25.950,23.788,27.129,25.825,22.017,16.246,16.813,16.250,14.500,12.275,12.567,26.933,11.229,34.108,33.788,52.446,27.248,34.638,26.158,24.763,35.054,29.083,22.642,25.504,24.496,23.404,37.621,26.900,28.950,37.025,27.375,22.733,29.821,21.392,24.346,27.796,28.792,27.725,30.117,28.308,24.496,
227,22.208,25.800,24.379,18.417,27.333,23.679,21.529,14.667,23.496,14.833,26.346,21.642,21.558,29.721,27.879,24.808,23.658,15.446,19.642,12.500,17.467,13.029,13.067,21.042,11.683,35.025,34.317,49.375,41.133,39.421,30.363,24.529,30.775,24.442,24.296,24.763,26.400,23.592,32.754,28.713,28.083,36.900,26.838,23.050,29.113,21.846,22.225,30.033,28.913,28.058,30.325,19.771,24.500,
228,22.575,25.496,29.121,18.446,32.179,37.152,24.067,15.250,24.763,17.071,20.675,6.592,25.329,34.788,28.917,24.446,18.408,13.071,23.650,25.950,16.225,15.467,13.026,32.900,12.196,33.833,38.583,45.317,36.075,38.208,24.908,23.421,37.050,25.963,24.450,21.925,30.417,22.521,34.508,29.317,28.863,39.508,27.975,22.375,25.650,21.146,19.558,29.517,27.171,27.379,28.542,19.388,30.200,
229,19.833,21.863,21.125,16.338,24.338,22.875,29.013,17.990,27.494,17.446,24.546,20.688,27.679,31.225,24.654,26.742,14.242,15.988,22.321,22.433,16.904,22.225,12.900,37.142,14.263,34.833,43.642,43.471,31.492,40.079,28.458,26.813,31.504,21.588,23.913,22.238,25.050,22.738,32.850,28.533,29.963,38.800,26.650,24.038,25.496,18.092,27.021,26.988,25.750,24.496,28.921,18.529,31.871,
230,15.188,21.533,17.738,19.992,21.971,23.104,20.996,19.254,30.238,13.792,15.735,22.773,29.896,34.217,25.358,20.446,17.146,17.071,20.792,23.354,14.329,24.329,12.774,34.679,13.029,38.538,40.996,43.546,33.096,37.700,25.500,25.688,33.371,25.258,24.463,26.129,26.458,21.208,29.996,33.658,30.488,36.250,28.700,20.654,25.546,17.929,26.783,24.338,25.454,24.383,29.129,19.621,29.288,
231,16.688,29.029,20.417,16.350,25.963,21.633,40.692,20.521,17.825,12.071,16.771,19.708,27.996,37.713,21.479,24.613,19.554,16.688,17.471,21.204,11.967,21.258,12.632,31.846,12.892,37.758,42.700,43.167,35.550,35.071,27.275,23.475,24.996,29.292,22.988,23.004,25.121,18.517,32.142,34.288,32.300,36.200,25.592,21.546,23.817,18.046,23.808,26.383,24.121,24.621,27.725,23.746,30.104,
232,19.138,26.063,25.767,19.279,27.538,25.413,34.808,13.504,15.883,18.204,19.296,16.175,29.779,50.850,22.996,25.558,21.017,14.958,20.858,16.008,13.421,23.675,12.529,33.088,14.096,36.058,41.908,41.771,38.108,37.608,28.363,21.658,29.083,25.196,25.433,19.792,33.496,22.767,35.438,35.721,29.054,36.058,25.179,20.954,23.346,19.321,29.383,25.546,21.954,27.804,30.100,19.467,27.029,
233,19.475,22.925,23.413,19.738,24.275,27.321,31.142,6.546,27.558,18.279,28.975,13.438,28.775,29.692,22.679,25.154,21.642,15.188,19.817,15.038,19.171,24.492,12.667,32.842,13.150,34.775,39.000,43.633,33.775,38.242,29.858,21.404,29.371,20.550,25.729,21.625,24.788,24.429,35.017,37.588,33.446,37.083,24.529,19.192,23.442,17.517,23.438,25.017,23.613,30.521,31.454,18.654,23.129,
234,19.613,17.904,21.833,20.775,30.271,34.271,29.663,18.954,30.196,16.433,23.421,14.504,21.533,21.225,27.688,21.921,22.958,17.838,16.204,23.950,21.442,17.329,12.429,25.046,10.946,34.138,38.842,40.258,27.446,33.346,25.746,23.271,25.667,21.133,26.263,19.063,34.475,22.342,31.300,34.292,25.975,36.333,27.542,20.104,23.350,15.896,22.642,28.438,27.808,26.154,25.638,18.438,22.554,
235,16.196,19.642,24.633,20.517,29.229,31.404,31.431,27.388,27.892,19.388,20.767,14.525,22.613,15.363,28.417,23.288,22.125,16.521,19.754,25.058,20.142,15.275,12.575,23.358,12.929,34.729,39.958,42.954,24.896,32.774,23.700,24.646,38.075,19.417,25.496,22.283,26.558,18.796,36.958,32.404,28.496,39.038,26.113,19.833,23.208,16.713,21.433,29.283,25.621,25.338,26.092,18.142,26.667,
236,15.858,22.529,22.304,21.254,24.267,31.871,34.929,20.017,31.267,21.079,19.008,17.329,35.400,29.542,34.833,22.042,19.692,15.525,19.196,27.938,23.183,16.600,12.522,15.729,10.975,35.704,39.808,41.833,26.742,33.935,24.754,22.663,32.658,20.383,24.804,20.746,25.308,24.767,34.688,31.254,27.621,38.708,25.650,19.779,24.213,21.096,21.154,30.292,23.713,25.475,22.004,21.454,29.583,
237,22.021,28.475,24.779,17.004,24.263,47.090,32.750,19.458,30.202,21.658,10.758,17.758,38.425,31.042,41.092,19.817,28.404,19.529,19.975,30.188,22.558,12.500,12.746,25.213,16.588,34.438,37.575,42.217,22.800,31.063,24.954,23.713,28.692,22.704,26.617,22.550,24.279,20.629,30.733,25.604,27.383,41.013,23.892,20.842,29.200,18.546,20.329,26.575,25.942,25.579,28.058,20.171,25.633,
238,22.063,20.450,27.529,15.396,29.117,48.204,31.265,20.188,21.223,17.638,19.721,21.746,25.746,41.310,30.721,28.175,27.904,18.292,20.288,32.196,18.125,12.383,14.529,32.521,15.079,34.708,38.808,42.938,24.475,33.392,23.029,21.858,26.992,29.592,29.400,21.088,19.571,22.442,26.421,28.350,26.946,36.667,27.083,21.517,24.375,14.963,19.879,26.358,27.417,25.804,27.971,21.833,25.979,
239,22.371,23.038,27.338,19.350,26.033,44.704,34.298,17.729,32.773,19.346,21.838,23.042,24.871,47.571,28.071,24.146,25.613,19.842,23.729,26.004,22.354,12.533,12.856,20.442,14.150,33.733,35.867,41.363,19.429,32.567,23.329,19.958,30.833,30.121,30.963,22.179,20.725,23.446,29.879,29.567,25.442,37.438,26.388,21.967,24.521,18.004,20.679,29.054,25.233,25.267,22.438,19.625,25.108,
240,22.338,18.404,24.138,14.371,26.863,41.038,14.239,9.088,36.940,26.333,27.571,26.083,19.754,45.625,18.692,24.554,19.333,23.338,24.179,29.913,20.679,12.413,12.500,22.792,12.013,31.858,39.679,32.267,22.054,33.075,21.075,25.383,27.450,17.204,31.542,21.246,25.317,22.267,30.700,31.104,23.721,32.725,23.933,21.554,24.496,19.625,23.129,28.467,23.746,26.508,25.950,19.442,22.429,
241,22.925,21.392,33.896,20.304,20.025,41.390,41.700,16.346,33.238,16.379,23.025,22.148,12.900,34.721,26.835,24.158,21.567,15.483,19.004,28.846,29.125,13.196,14.392,20.971,11.858,34.904,40.083,33.913,25.267,29.025,22.996,18.871,30.638,20.863,32.517,21.367,20.921,20.483,28.721,26.246,23.733,35.917,23.371,21.038,24.046,19.425,22.454,25.892,29.900,24.150,26.021,22.038,23.521,
242,15.125,21.713,22.517,19.392,26.221,38.015,26.629,11.225,33.454,26.067,23.633,3.417,18.217,42.258,29.308,19.133,20.533,13.621,24.008,32.296,20.946,16.342,12.738,17.625,12.721,34.325,40.633,28.446,20.571,27.775,19.521,16.292,29.700,31.404,29.408,20.938,28.546,18.879,34.229,25.633,24.667,37.983,24.133,20.100,24.283,17.792,20.388,28.013,28.033,21.708,22.375,21.300,26.138,
243,16.342,22.988,28.221,19.058,24.838,30.658,22.734,11.771,14.729,18.979,11.242,15.433,24.325,24.742,34.333,21.325,17.217,16.621,25.742,33.692,25.633,20.479,12.800,24.838,11.183,33.333,40.358,29.900,17.783,27.217,16.671,14.004,31.413,17.492,28.113,20.292,24.188,22.050,33.904,23.154,24.771,37.713,27.450,20.583,24.150,18.092,19.867,29.658,29.958,23.025,22.483,21.388,22.529,
244,19.171,22.938,35.700,18.008,23.017,20.842,30.977,11.788,24.971,19.288,12.058,19.821,27.633,33.454,27.729,19.592,18.763,16.379,18.000,32.125,22.388,14.200,12.542,22.508,12.617,33.900,45.246,28.763,23.188,29.617,19.325,13.625,24.258,16.396,33.025,21.308,21.729,17.417,29.083,27.008,25.671,32.408,27.229,13.133,21.613,17.175,20.033,22.596,26.079,22.746,20.217,16.654,24.367,
245,18.958,25.979,29.663,12.096,15.713,30.221,29.721,18.996,21.113,16.888,13.000,19.579,34.113,23.925,31.588,25.508,23.171,16.642,24.150,31.158,22.329,15.125,12.575,24.158,12.242,30.363,33.171,18.463,24.096,26.946,19.683,13.533,13.525,21.121,21.979,23.375,22.546,20.138,26.425,23.883,25.933,28.254,20.450,17.104,24.179,16.283,24.421,22.067,23.708,23.408,22.438,20.242,22.008,
246,18.717,27.379,17.571,15.571,25.388,39.563,28.504,21.067,9.875,12.583,21.821,31.225,36.054,26.042,27.417,22.233,34.338,23.133,27.321,28.654,21.163,18.592,12.779,23.246,13.513,27.825,25.075,25.417,25.742,31.954,15.600,13.175,25.538,26.371,27.708,21.388,13.979,20.150,28.217,27.771,26.404,29.000,22.425,19.600,19.813,12.804,22.421,19.846,21.775,21.421,21.038,18.617,23.925,
247,21.817,30.683,12.142,20.025,28.296,37.525,28.900,10.683,25.073,13.779,29.288,32.254,27.838,29.158,27.029,27.058,32.854,16.854,15.208,26.225,23.388,17.200,12.613,22.638,12.992,25.179,22.217,28.308,24.313,29.988,15.438,13.279,27.188,26.217,23.071,17.292,19.175,20.838,31.067,26.692,18.025,32.817,12.892,17.217,20.042,15.704,19.842,19.958,22.342,24.967,22.050,21.567,20.883,
248,22.575,29.363,20.188,24.613,26.213,35.733,35.921,12.454,38.896,22.388,29.125,29.600,28.271,21.979,29.771,28.938,29.475,15.996,12.238,26.858,29.088,23.183,12.683,23.113,11.825,24.038,22.396,29.867,25.954,24.146,14.988,15.796,28.821,32.738,24.654,21.613,27.171,20.675,28.467,18.904,22.513,33.192,17.654,20.367,20.733,17.746,17.150,19.638,23.233,21.967,29.221,21.354,21.496,
249,19.421,28.238,20.129,28.992,28.413,40.242,24.463,21.321,55.508,24.938,27.317,20.546,25.017,26.821,33.933,19.588,27.979,14.108,10.358,31.921,30.421,24.971,12.854,20.608,12.608,26.767,23.892,32.333,18.192,19.429,14.958,16.075,25.921,18.592,21.129,19.254,26.342,18.925,36.263,24.429,22.521,35.988,22.658,20.717,20.608,18.992,15.521,23.538,20.779,26.279,21.833,28.071,26.688,
250,20.275,24.475,22.125,33.021,28.913,35.075,16.679,20.371,46.771,16.608,25.317,13.896,24.296,27.958,38.242,23.183,26.446,16.979,16.117,26.413,25.546,25.042,12.750,24.171,13.908,28.421,23.988,22.654,17.279,13.950,22.738,17.108,22.738,21.246,20.225,22.021,25.517,13.225,31.571,24.933,28.313,28.879,33.883,19.250,22.354,16.488,20.233,20.938,22.079,26.629,24.904,23.642,31.261,
251,22.471,29.104,14.721,29.285,18.263,34.196,22.921,13.760,37.642,17.200,19.746,29.763,34.838,36.150,39.708,33.492,30.488,17.150,14.575,33.921,29.988,28.954,12.967,23.800,18.129,27.829,23.754,31.804,15.929,17.379,25.563,13.267,21.542,27.213,23.179,20.900,22.663,26.213,30.900,24.158,22.788,39.513,30.583,21.563,23.600,20.488,17.179,33.446,23.896,20.583,18.308,15.554,19.911,
252,27.654,31.921,19.258,17.092,26.288,28.654,32.008,17.104,17.842,15.592,23.238,28.050,36.033,42.767,44.308,31.446,30.546,22.163,13.983,39.850,27.804,26.673,12.475,22.396,13.075,25.275,21.088,27.450,14.938,22.079,23.304,13.538,25.317,17.675,23.371,18.467,21.171,16.971,25.471,24.800,14.721,40.500,21.388,23.079,24.096,21.213,21.188,24.800,21.146,20.513,24.767,17.450,22.344,
253,40.138,30.092,26.067,19.154,20.279,18.172,32.079,6.079,21.288,17.125,25.725,29.831,34.242,46.854,35.013,34.429,33.046,29.796,23.767,34.542,23.783,31.244,13.796,25.004,12.929,25.300,24.704,27.317,26.958,23.033,22.950,13.138,22.100,20.338,26.888,21.838,23.879,24.379,27.842,27.192,25.488,40.000,26.492,20.633,22.121,16.958,20.579,24.225,23.104,22.817,21.000,15.125,22.717,
254,37.375,27.146,22.700,21.742,26.096,31.649,28.335,7.025,26.775,22.646,23.542,33.167,34.063,31.771,38.763,40.558,38.092,27.746,23.167,31.038,29.304,33.550,16.225,23.471,11.325,24.500,26.108,27.592,33.667,22.600,17.100,14.596,21.321,19.588,29.217,20.729,23.208,22.063,26.621,29.521,31.763,29.900,25.571,22.433,21.946,20.433,14.767,27.829,22.733,24.150,21.338,18.608,16.639,
255,27.071,26.542,23.296,24.756,28.254,38.358,21.454,15.275,37.571,20.463,24.196,33.042,23.521,31.242,33.508,38.750,40.921,29.421,21.692,27.529,30.054,33.842,21.758,20.338,11.671,25.029,25.663,28.208,28.125,18.550,16.050,17.513,20.346,19.554,25.371,21.413,24.033,23.463,22.821,25.975,21.117,42.029,27.138,20.542,26.817,18.813,18.138,27.508,24.954,30.667,24.138,15.513,22.339,
