day,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
307,34.321,36.963,28.796,20.371,27.663,17.483,22.192,41.875,39.813,44.379,29.425,35.604,18.288,17.721,25.538,19.208,11.892,17.708,16.467,22.096,21.133,17.879,30.717,17.558,28.358,18.996,23.479,13.179,16.263,18.529,19.142,12.942,16.583,14.264,25.613,19.050,24.004,23.825,17.940,20.784,21.867,33.158,17.829,28.796,17.392,19.313,17.517,17.546,
308,36.946,30.463,25.258,25.129,16.533,22.679,25.783,25.425,41.538,40.704,30.442,34.983,21.146,19.296,17.163,22.138,17.554,17.467,17.671,17.329,19.350,17.688,28.475,17.554,20.954,20.342,23.675,15.283,15.863,18.600,19.117,12.025,16.936,16.638,14.854,22.958,23.508,26.075,19.367,23.063,21.267,26.325,19.121,29.628,20.504,20.842,17.121,20.018,
309,43.842,29.571,19.704,33.613,19.008,25.783,24.592,37.417,35.700,42.108,33.129,34.592,22.338,19.979,17.354,18.446,19.558,17.883,17.775,15.100,18.388,17.813,27.904,17.692,20.654,19.104,19.454,14.704,15.217,19.100,18.371,12.517,19.371,20.958,18.642,23.479,26.733,24.396,23.942,22.875,20.983,24.883,18.488,25.208,15.646,19.279,19.238,24.971,
310,41.871,30.904,15.025,25.125,22.533,27.967,19.583,35.729,47.025,47.104,33.858,31.883,20.829,19.492,16.188,25.133,17.025,18.113,17.671,16.233,18.879,18.542,27.346,19.475,22.208,19.896,18.400,14.079,14.829,20.808,18.808,22.042,13.388,20.167,19.921,16.400,25.325,20.246,17.304,19.067,20.588,21.796,19.158,26.213,18.813,18.933,16.679,27.350,
311,47.908,31.200,23.029,25.317,21.554,23.704,21.433,37.358,48.192,43.504,32.054,33.263,20.138,20.192,31.054,29.063,19.608,17.333,13.892,17.038,20.242,17.629,25.638,17.596,22.925,18.729,19.096,15.700,14.346,17.342,16.504,28.454,18.842,20.958,20.821,15.988,21.113,22.258,17.079,22.608,19.329,22.248,16.133,24.933,18.883,21.691,18.996,23.056,
312,47.733,30.979,25.538,28.017,22.754,28.933,24.725,37.238,43.775,43.029,34.567,33.300,21.263,22.646,23.704,25.683,21.054,17.342,16.154,16.629,23.229,18.321,27.092,18.983,23.821,21.888,17.667,17.271,14.246,19.338,19.313,55.725,17.096,17.629,17.700,20.583,27.192,21.033,16.058,22.363,13.629,25.313,20.663,26.650,19.363,16.650,19.296,20.344,
313,45.925,32.033,24.667,26.383,24.717,31.292,21.488,50.063,43.158,45.896,31.363,34.450,21.746,22.196,25.117,22.833,21.000,17.433,20.883,17.188,21.500,16.775,27.567,18.621,22.808,18.779,16.908,15.992,13.150,18.725,18.863,48.658,16.283,18.492,24.533,24.463,25.813,23.871,24.117,20.983,20.938,24.642,16.504,22.279,16.504,21.246,18.446,17.470,
314,40.338,27.138,23.096,28.342,16.404,41.642,22.363,28.108,39.454,43.725,35.633,37.950,18.721,25.629,28.300,22.367,18.617,18.458,14.979,17.963,25.496,18.871,26.783,18.796,22.392,19.613,16.333,16.817,13.875,18.604,21.196,38.333,16.433,23.913,15.946,20.333,22.596,25.042,19.642,23.671,18.258,20.367,18.708,20.650,19.246,22.188,16.096,14.100,
315,42.008,31.263,19.308,19.608,16.363,41.254,18.054,37.108,37.879,44.242,37.558,33.296,16.779,22.092,22.938,21.088,21.496,18.358,12.367,19.275,21.883,18.017,26.338,18.917,20.783,17.238,15.513,18.013,16.942,19.200,18.092,30.088,17.946,20.779,15.758,20.450,25.467,17.892,20.675,23.975,19.521,26.258,24.017,21.125,17.008,19.700,19.413,22.233,
316,39.342,29.454,22.579,32.925,20.054,34.354,22.421,39.354,44.700,44.917,29.392,31.975,26.717,20.725,21.513,21.338,20.625,18.142,19.671,12.238,30.371,20.846,26.129,18.763,21.646,17.671,15.588,17.433,15.792,17.192,20.313,28.463,17.829,21.258,19.038,18.600,18.621,16.988,21.567,25.533,19.983,21.908,21.950,19.608,19.854,17.421,19.358,21.622,
317,35.163,27.783,18.908,22.688,26.163,43.183,22.338,33.513,44.667,43.667,37.392,34.121,24.013,20.721,24.663,18.913,20.150,17.475,18.000,13.692,41.842,18.329,23.738,17.671,23.521,19.050,17.308,16.192,16.508,19.742,16.954,28.608,16.733,23.083,24.371,21.263,20.871,20.100,22.142,19.633,15.413,18.113,18.988,20.142,20.108,24.179,21.146,18.250,
318,38.292,27.308,21.800,29.696,31.475,43.342,22.467,35.908,44.617,46.263,33.633,33.946,25.171,20.213,28.367,21.621,22.567,17.063,14.067,19.642,36.450,17.692,23.546,19.408,18.967,17.504,13.988,16.917,19.092,18.396,20.346,21.546,14.417,26.933,16.542,18.313,28.896,20.567,20.200,18.671,23.683,18.658,18.038,19.608,20.558,20.617,23.642,16.594,
319,31.925,22.275,19.617,29.325,26.233,35.558,17.204,38.467,50.646,41.638,34.192,30.158,21.883,22.325,24.800,23.838,24.696,16.888,16.508,17.267,46.629,18.996,23.463,21.596,17.817,18.321,13.963,16.458,13.996,18.708,21.479,28.100,17.896,44.942,16.504,25.375,24.688,22.421,19.263,19.754,17.725,22.633,19.013,18.413,17.417,19.663,26.279,17.383,
320,33.413,29.667,22.367,30.900,23.450,31.375,28.346,32.129,45.550,48.071,30.508,31.963,22.596,17.688,23.575,23.979,22.792,17.058,17.938,20.525,43.988,16.879,23.296,21.121,18.671,17.054,15.496,16.546,14.788,18.933,15.988,23.700,17.775,33.417,24.529,25.846,25.442,21.229,21.263,17.725,18.450,20.667,19.108,16.500,16.779,17.179,25.000,17.317,
321,34.483,30.329,22.892,21.400,21.350,36.417,38.146,38.858,47.667,39.092,29.567,36.225,28.746,26.971,23.146,20.850,21.029,18.325,12.950,18.754,48.658,11.325,20.938,21.188,17.388,17.546,15.554,15.879,15.638,18.513,17.175,24.071,18.017,28.733,21.213,22.221,19.417,20.467,16.988,17.983,14.979,22.154,15.625,19.917,20.471,17.942,21.046,16.606,
322,41.692,28.692,37.413,29.467,27.738,29.871,42.263,39.046,51.383,50.508,36.488,36.925,32.321,31.158,23.800,19.850,17.458,19.325,16.533,19.346,51.125,14.275,21.992,22.696,16.875,16.963,15.117,16.600,17.988,18.967,20.500,26.054,22.713,25.763,20.188,18.058,22.867,18.704,20.138,21.471,18.779,23.167,20.617,19.663,20.621,19.246,23.879,17.044,
323,49.346,34.696,29.838,36.258,32.138,29.058,34.367,44.321,47.617,46.113,39.963,42.983,30.808,18.171,21.646,21.796,22.283,17.567,16.725,11.992,49.963,20.296,26.829,19.833,28.083,18.067,18.329,17.288,13.958,17.438,17.125,22.288,25.225,25.163,12.900,21.108,24.058,18.525,19.342,15.621,19.275,26.579,17.338,21.046,17.504,20.117,19.821,18.339,
324,48.775,31.129,35.025,31.896,28.317,32.729,38.425,46.296,49.000,45.858,35.633,40.725,24.713,15.196,24.663,23.179,25.529,19.575,15.867,12.146,48.883,23.808,24.408,19.975,18.463,18.271,17.008,16.229,16.729,19.329,18.083,24.488,28.229,25.108,15.546,21.342,28.738,24.042,21.413,18.154,19.779,23.675,17.946,19.479,23.196,24.600,21.779,15.089,
325,38.854,27.988,33.925,37.496,34.554,31.242,30.867,39.233,56.375,39.904,36.254,45.221,28.779,16.488,24.717,21.613,25.567,16.250,16.071,15.479,37.800,29.771,28.121,14.992,21.138,17.367,16.483,15.550,16.100,16.904,19.779,24.108,27.142,21.033,15.382,18.925,23.271,19.542,22.463,17.113,21.329,22.117,23.313,18.517,26.904,23.429,20.225,14.689,
326,36.300,31.771,40.092,29.254,29.050,35.329,30.838,44.638,53.967,44.792,28.175,44.733,26.421,21.175,24.125,22.454,25.721,14.713,15.471,15.113,38.221,32.708,28.992,20.308,23.008,15.838,16.858,16.717,15.933,18.650,17.121,27.083,24.038,18.954,16.796,20.454,25.288,25.217,18.088,20.242,15.233,21.429,21.879,15.117,19.833,23.988,19.696,14.794,
327,42.838,32.917,32.654,33.025,33.354,41.867,27.742,46.429,49.292,38.979,39.479,43.842,23.938,21.921,21.896,18.888,27.329,16.300,17.579,14.896,41.775,33.075,26.525,27.396,19.525,17.263,17.963,14.567,16.083,20.138,16.213,23.096,21.779,24.646,21.354,20.196,23.117,24.763,20.192,25.292,18.554,22.071,32.008,15.258,21.042,19.700,19.163,15.722,
328,29.842,31.583,30.225,35.358,30.858,38.371,35.238,39.013,49.408,50.625,36.700,46.467,26.925,22.867,21.579,19.971,21.529,17.971,19.442,11.654,43.575,30.738,25.896,24.175,22.958,16.671,18.596,17.104,15.425,18.238,16.863,26.679,20.158,19.883,17.317,23.821,21.996,25.821,20.458,21.946,17.717,25.821,38.688,22.408,16.450,20.250,18.317,15.933,
329,48.638,35.421,24.096,29.467,27.217,27.496,34.467,32.333,51.463,47.154,25.413,45.400,29.979,24.471,19.546,19.829,18.854,16.825,13.142,11.238,37.929,25.883,26.221,22.342,18.521,17.379,21.858,18.113,14.696,17.588,18.046,27.300,20.338,22.679,18.058,18.654,20.871,23.817,17.392,20.388,19.250,18.575,47.108,19.950,21.583,19.896,19.346,19.428,
330,43.333,34.254,38.504,32.467,25.708,39.604,33.746,39.046,53.725,49.854,29.517,40.992,32.958,24.383,19.796,33.413,22.538,22.196,14.683,15.913,54.608,30.425,28.975,26.354,28.558,16.254,17.104,18.038,15.650,18.196,14.433,23.571,23.567,17.517,16.825,13.946,22.054,22.492,17.021,27.933,15.717,25.671,43.508,19.408,21.675,18.517,18.121,18.339,
331,48.350,33.738,35.029,35.633,34.996,32.813,36.163,35.721,47.196,48.675,34.083,34.483,25.542,24.271,21.450,28.563,30.992,16.433,11.692,16.763,59.858,26.829,23.013,26.629,41.929,17.138,17.388,16.475,11.175,28.663,19.925,22.304,17.379,20.500,17.629,15.654,23.554,23.704,16.579,28.054,15.171,17.346,40.963,17.033,17.796,19.204,18.746,16.939,
332,42.146,34.917,32.408,35.933,38.258,31.917,34.854,36.642,51.433,47.942,33.450,28.688,21.229,27.113,19.958,31.425,24.521,11.913,12.117,17.546,50.967,27.758,24.963,27.179,31.871,18.425,17.858,12.667,13.892,23.317,20.371,23.129,17.808,18.525,19.525,14.913,23.725,25.654,20.017,27.996,18.046,22.171,35.288,19.213,18.579,20.038,18.671,19.306,
333,43.913,34.650,42.725,35.525,35.192,34.308,39.150,42.046,51.017,49.992,28.217,26.892,20.692,27.554,25.513,34.913,24.696,14.179,16.388,14.346,80.104,21.350,24.283,27.083,30.367,17.796,17.138,13.446,14.079,21.708,13.575,22.142,19.596,18.492,19.783,23.508,19.446,23.142,22.229,35.058,18.229,22.563,40.842,22.042,19.167,19.854,19.354,22.294,
334,39.975,37.433,37.942,35.004,35.592,30.650,31.521,38.671,54.050,51.167,36.650,34.504,23.313,25.746,23.679,33.254,25.350,16.700,23.571,19.529,93.467,24.133,22.613,27.138,23.971,19.025,15.388,12.763,14.096,23.388,16.333,20.767,20.804,19.283,15.608,18.350,20.296,21.883,17.596,31.146,14.558,19.271,34.675,20.600,16.075,17.854,21.558,17.161,
335,44.429,37.413,38.479,31.025,31.308,28.729,32.796,42.017,42.167,40.638,34.142,32.558,29.113,25.604,18.779,28.183,23.375,18.413,15.038,16.558,112.167,27.254,26.021,23.175,23.517,17.954,15.463,10.967,16.567,19.054,17.904,24.150,18.050,22.250,22.192,20.204,25.163,18.896,14.813,29.008,13.446,17.679,31.054,20.325,16.921,18.088,21.575,17.400,
336,52.192,36.521,37.646,42.838,32.638,36.558,31.363,54.146,42.975,46.571,41.517,42.571,27.792,26.025,21.963,26.154,22.625,16.183,17.792,19.954,108.317,23.583,27.446,29.113,24.913,18.483,17.658,23.063,18.600,18.208,16.138,25.750,17.308,18.033,22.600,19.271,20.321,25.150,27.692,27.371,14.225,23.533,31.325,19.179,18.858,19.342,21.833,14.522,
337,90.867,36.838,69.692,39.546,29.517,34.375,36.183,48.704,54.404,54.296,37.708,46.483,27.671,18.625,20.925,28.050,26.583,15.625,19.204,17.042,86.083,28.108,23.971,28.625,28.325,15.700,18.188,12.417,14.100,17.913,16.388,23.296,20.238,24.267,15.983,21.008,21.050,24.508,34.621,24.046,12.725,20.304,33.358,20.675,17.275,18.658,22.046,15.522,
338,82.567,41.200,70.563,42.021,22.650,36.692,36.146,41.088,41.921,47.875,37.221,43.433,28.975,18.883,21.317,29.296,27.146,16.921,16.921,18.654,72.708,25.558,19.113,31.025,19.875,17.417,16.500,13.725,17.558,18.721,16.542,18.279,20.658,24.513,12.354,16.708,19.242,38.488,29.388,24.433,15.300,20.621,31.817,19.725,19.938,19.071,21.704,18.294,
339,81.517,30.579,53.092,35.463,30.000,30.542,42.150,46.883,50.938,41.733,38.342,36.188,28.696,20.013,24.200,27.529,26.267,17.592,18.129,21.129,62.267,27.396,22.788,27.421,21.963,18.325,16.213,15.267,17.896,20.925,16.263,15.158,30.450,24.992,12.567,17.792,26.567,45.642,25.950,22.575,18.742,20.254,32.092,17.017,20.346,17.779,23.775,16.728,
340,79.929,30.283,49.283,42.121,42.033,37.479,34.079,48.996,48.900,40.513,37.596,50.113,24.800,17.546,28.663,30.600,27.888,15.567,17.154,17.758,59.813,21.858,16.888,27.888,22.583,19.771,17.079,15.779,15.579,15.288,17.725,15.229,26.446,20.108,14.329,21.533,21.342,36.238,22.333,24.779,18.671,16.971,29.246,21.167,22.146,17.208,22.363,16.956,
341,74.571,37.250,42.225,50.356,43.058,42.079,34.804,50.729,47.558,50.054,35.517,39.354,28.288,21.408,33.913,42.208,29.667,11.921,17.975,16.854,62.504,28.300,15.671,25.833,21.867,22.008,17.258,12.213,17.513,23.858,16.550,18.713,26.167,18.288,18.554,21.471,20.379,37.667,17.988,26.929,18.138,20.771,31.150,15.158,19.638,14.929,20.958,15.456,
342,95.371,36.504,49.446,37.375,34.117,38.554,37.704,52.708,46.267,40.513,29.600,40.967,30.242,21.642,23.800,33.233,33.650,14.104,16.108,16.404,52.588,26.246,22.242,23.296,21.167,19.217,15.163,14.638,22.871,18.388,14.225,18.154,23.317,19.883,18.367,19.063,20.763,43.304,19.808,27.433,21.954,18.883,31.925,16.704,18.029,16.792,22.279,20.061,
343,101.592,39.046,51.021,29.296,32.950,43.275,41.821,46.379,50.188,46.350,35.204,42.458,30.654,14.321,18.717,32.613,29.536,14.888,17.500,16.404,43.188,21.533,24.604,35.142,22.225,19.117,16.821,15.258,22.721,19.533,12.629,20.575,20.613,23.863,15.879,20.371,26.992,44.029,22.558,28.675,28.271,20.771,31.283,16.558,19.213,19.525,22.833,18.272,
344,93.771,37.804,48.404,30.454,32.700,35.250,35.263,41.029,47.988,43.054,34.246,49.567,32.917,19.838,23.408,38.325,30.378,16.163,17.108,19.179,34.917,26.358,29.238,31.746,24.254,18.075,17.488,16.621,19.892,18.467,12.683,22.696,27.650,18.138,19.029,27.858,20.879,39.125,20.563,27.042,28.900,18.004,30.000,18.129,22.242,19.271,23.729,17.372,
345,83.925,36.796,42.833,41.808,27.346,38.967,37.738,50.300,48.458,36.663,40.488,35.279,32.904,18.221,24.146,30.042,26.771,16.488,17.746,14.708,46.379,41.575,31.217,31.225,24.625,17.708,18.338,15.021,16.681,20.838,12.608,24.154,23.579,17.904,26.275,18.429,21.996,30.158,19.779,28.913,32.496,15.675,35.050,24.867,20.446,19.495,22.663,18.683,
346,83.900,39.029,43.838,41.446,33.433,37.288,32.213,46.088,51.071,48.104,35.496,38.408,35.067,20.171,23.021,37.822,21.421,18.179,16.354,15.233,62.288,45.888,29.254,29.371,20.713,23.596,15.529,13.938,18.277,22.175,12.975,20.658,27.942,21.567,18.892,15.600,21.592,36.600,18.588,28.754,32.567,16.829,32.308,20.688,18.813,22.963,18.238,18.317,
347,92.492,33.763,43.871,35.946,34.904,41.404,32.367,42.600,49.029,49.929,33.650,25.892,28.758,20.096,32.479,38.688,23.321,16.988,19.204,12.850,94.325,50.763,26.029,32.654,24.183,27.925,19.321,15.688,14.229,24.450,18.633,22.500,19.413,19.158,18.683,25.558,24.683,31.567,19.042,28.388,22.575,22.875,36.663,23.188,20.496,22.025,22.850,21.939,
348,94.483,33.871,56.650,41.096,33.650,31.621,37.375,41.083,46.804,49.258,31.050,31.788,30.979,22.063,30.146,34.567,22.650,18.179,17.829,14.079,83.767,49.321,27.029,39.038,29.025,22.625,21.021,16.188,15.504,28.158,18.008,35.988,19.592,20.675,25.679,39.858,25.204,32.508,21.738,28.150,28.538,21.017,31.883,18.025,22.125,20.058,21.475,24.350,
349,87.067,31.608,76.446,39.088,33.321,42.121,33.996,49.404,49.117,43.679,20.263,35.375,32.133,23.771,20.117,32.629,19.929,17.946,16.488,18.496,84.096,35.642,24.150,35.950,30.096,20.458,23.317,13.767,16.642,24.788,20.108,30.017,20.338,20.933,20.700,37.375,19.333,32.879,18.738,27.088,29.204,23.508,31.025,23.700,21.225,22.288,21.663,20.278,
350,66.800,44.671,83.829,33.604,32.925,34.238,32.767,41.217,53.683,43.146,25.475,40.325,35.438,22.654,22.567,28.421,19.092,16.563,17.129,19.796,75.692,38.121,29.517,41.983,24.875,17.608,20.813,18.371,22.175,30.117,24.383,40.233,20.592,18.854,20.021,39.992,23.442,24.792,22.688,28.525,24.783,17.371,30.679,20.117,26.396,23.542,21.379,22.472,
351,59.879,39.038,77.829,40.925,34.104,35.892,36.767,53.408,48.658,35.867,28.354,39.083,30.646,17.767,22.121,29.871,23.371,16.104,16.796,16.146,75.738,35.583,27.817,43.071,29.813,16.875,20.496,18.983,19.354,29.700,23.063,32.354,19.667,19.642,21.017,37.133,22.975,27.200,21.083,31.342,24.021,21.588,29.179,22.208,28.808,21.842,20.688,20.267,
352,58.017,30.483,67.763,37.558,29.425,39.071,40.104,41.638,41.950,40.471,35.508,44.079,29.788,21.063,21.038,27.013,19.029,13.863,15.908,16.467,67.867,33.938,33.579,37.496,33.750,19.167,27.850,15.621,17.088,24.346,14.638,30.463,18.938,18.229,22.508,24.000,22.713,30.204,23.229,26.738,24.408,21.058,30.671,23.017,24.338,27.769,20.863,16.433,
353,47.417,14.375,54.471,38.642,29.171,38.567,41.667,54.025,54.413,40.650,35.517,41.054,31.754,13.471,24.808,29.783,21.000,18.500,16.400,24.096,59.650,30.554,29.221,36.063,38.063,21.542,26.321,19.638,16.150,18.467,16.683,28.575,23.067,22.363,19.633,30.454,22.346,29.483,18.513,27.125,21.883,19.983,31.383,24.796,21.250,22.946,16.721,26.289,
354,62.217,17.538,54.158,34.850,35.942,35.533,34.175,47.613,45.204,39.550,42.533,33.363,22.742,18.108,26.504,31.908,23.721,15.221,21.346,18.079,54.804,29.321,33.525,30.579,32.208,20.583,25.521,13.088,18.042,22.492,23.125,25.533,20.671,21.654,22.458,33.625,20.538,22.421,22.229,27.333,22.650,19.783,33.100,22.154,19.900,22.867,20.027,23.767,
355,58.975,28.938,48.325,32.929,33.825,31.825,51.079,47.767,54.413,36.492,38.104,32.671,27.917,17.013,24.958,33.242,24.996,13.650,19.421,20.713,60.421,24.983,29.863,38.363,34.879,18.996,15.713,16.658,11.417,23.863,18.138,24.138,25.371,23.729,20.121,34.025,24.254,25.842,17.333,28.350,28.538,24.042,30.038,22.946,22.658,21.183,19.892,23.839,
356,53.796,28.571,48.254,35.546,31.758,36.475,47.475,48.317,45.438,28.500,29.725,39.696,28.571,20.083,24.950,41.733,18.367,16.413,19.221,17.192,56.729,33.308,28.550,41.896,30.854,17.321,22.479,16.492,21.763,27.004,15.975,25.996,21.404,24.258,20.058,29.621,22.425,26.788,17.917,38.158,25.583,20.725,33.717,25.671,20.650,28.117,21.725,18.850,
357,54.588,29.533,43.429,32.742,16.375,37.175,50.600,63.558,51.404,37.321,28.796,40.446,28.475,22.375,21.388,29.933,19.571,14.358,18.675,20.783,52.804,32.225,24.463,28.788,33.400,16.150,19.758,14.913,19.292,23.829,20.292,25.121,22.133,19.842,22.154,25.163,25.633,28.092,19.250,43.288,23.442,22.750,31.621,23.879,21.533,29.667,20.708,25.017,
358,39.954,32.433,43.292,29.858,16.917,42.033,48.450,65.642,43.000,26.746,28.100,40.833,30.788,25.833,19.671,27.938,22.429,16.621,18.738,19.021,45.346,31.713,26.671,30.142,22.900,16.088,18.346,15.704,14.054,25.433,23.563,29.054,21.954,23.475,22.563,21.721,22.408,30.513,19.617,34.854,23.025,26.154,33.696,22.554,27.654,31.629,21.379,23.539,
359,52.142,31.421,36.871,35.558,13.221,42.608,47.304,52.413,42.621,25.679,29.313,34.554,30.029,25.542,17.021,30.588,19.467,16.050,16.388,15.196,37.913,31.258,26.775,27.563,23.529,17.433,20.342,15.779,18.017,23.317,23.621,23.492,20.392,24.333,17.704,22.871,19.938,24.371,21.717,37.254,23.475,12.883,34.683,20.967,21.971,30.042,20.563,21.100,
360,48.688,31.404,40.992,36.004,23.442,41.233,43.842,38.638,42.167,33.196,18.888,30.896,25.729,21.667,20.588,30.488,17.058,17.588,15.679,16.383,40.692,33.342,23.671,28.446,18.579,16.929,14.750,16.496,18.508,22.813,21.442,19.904,20.183,14.988,18.492,25.383,20.746,19.396,21.221,33.250,21.346,18.025,36.638,21.858,22.608,26.992,20.867,19.939,
361,61.763,26.671,51.046,37.638,27.179,30.113,37.175,41.563,53.829,36.967,29.558,37.042,22.200,20.908,19.521,28.450,22.792,16.796,18.063,18.708,51.800,34.458,25.858,33.329,27.588,18.096,16.292,13.638,17.550,24.742,25.333,29.829,26.142,18.558,18.025,28.329,25.713,23.038,17.713,35.950,21.946,19.854,33.779,22.654,22.263,25.513,17.371,30.289,
362,63.000,26.342,47.933,53.942,21.592,81.746,41.475,47.217,45.475,40.408,31.579,31.479,25.371,24.479,22.388,27.354,21.175,14.508,18.408,20.692,44.579,36.575,22.033,43.138,23.975,16.592,16.542,13.725,15.371,23.204,30.892,32.308,19.825,20.846,17.725,23.621,24.175,26.117,18.233,31.704,24.771,21.450,35.033,24.704,21.146,23.525,22.371,44.117,
363,63.942,29.546,50.479,43.983,21.921,82.446,45.875,45.883,54.200,45.004,32.167,30.013,27.638,27.346,23.071,29.842,18.683,15.971,18.192,22.238,48.338,43.133,21.021,62.513,25.946,18.454,18.208,16.708,22.975,19.779,54.838,38.258,23.542,19.900,16.267,28.675,33.250,25.363,18.713,29.825,19.646,23.383,36.788,21.971,20.313,27.150,20.696,38.000,
364,51.454,28.679,49.650,31.625,14.750,70.221,39.725,46.700,57.767,43.492,27.904,33.363,30.246,20.467,22.167,24.346,17.438,17.113,18.579,21.458,44.129,47.954,28.300,55.904,18.413,15.529,16.608,19.738,24.800,17.108,61.404,37.363,20.008,19.454,18.917,34.579,33.488,28.829,21.917,29.779,24.129,21.067,50.254,20.871,21.696,24.571,20.183,38.072,
365,50.246,27.746,48.471,37.563,18.496,68.604,42.367,45.088,56.075,46.121,28.529,34.271,29.983,21.858,19.071,36.808,23.254,17.483,21.383,22.146,47.225,59.613,30.021,59.179,17.517,15.833,16.988,16.125,15.708,16.029,55.500,27.621,22.367,20.250,18.750,32.954,34.825,24.367,18.054,29.129,21.550,19.275,50.596,23.663,23.758,23.233,19.892,28.728,
366,,30.300,,,,63.346,,,,45.783,,,,18.513,,,,16.229,,,,109.738,,,,16.546,,,,20.054,,,,24.558,,,,27.546,,,,19.775,,,,25.421,,,
Notes:
1975-2023 Lower Granite Daily Average Outflow (KCFS)
Generated 03 Apr 2023 10:30:47 PDT. DART Columbia Basin Conditions All Years www.cbr.washington.edu/dart/query/basin_conditions_hist.

"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2023). Columbia Basin Conditions All Years. Available from https://www.cbr.washington.edu/dart/query/basin_conditions_hist."
