day,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
14,,,,,,,,,,,,3.733,4.265,4.267,4.180,3.870,,4.412,4.556,4.532,3.799,1.403,4.510,5.295,5.388,5.695,3.049,3.700
15,,,,,,,,,,,,3.606,4.134,4.134,4.237,3.911,,4.345,4.512,4.619,3.925,1.344,4.581,5.032,5.205,5.615,3.087,3.761
16,,,,,,,,,,,,3.443,4.026,4.195,4.285,3.966,,4.283,4.382,4.695,4.056,1.312,4.664,4.914,5.093,5.585,3.106,3.766
17,,,,,,,,,,,,3.320,4.081,4.426,4.374,4.219,4.140,4.144,4.329,4.753,4.123,1.200,4.818,4.908,4.976,5.592,3.183,3.772
18,,,,,,,,,,,,3.318,4.128,4.457,4.431,4.244,3.961,4.024,4.330,4.826,4.207,1.042,4.995,4.925,4.897,5.599,3.287,3.834
19,,,,,,,,,,,,3.273,4.199,4.238,4.438,4.253,3.801,3.898,4.387,4.968,4.324,1.143,5.038,4.920,4.868,5.477,3.350,3.834
20,,,,,,,,,,,,3.109,4.179,3.936,4.438,4.215,3.563,3.691,4.418,4.907,4.356,1.256,5.039,4.920,4.811,5.434,3.365,3.859
21,,,,,,,,,,,,2.880,3.893,3.734,4.401,4.277,3.417,3.464,4.423,4.850,4.491,1.277,5.035,4.861,4.624,5.444,3.524,3.898
22,,,,,,,,,,,,2.685,3.547,3.645,4.345,4.621,3.426,3.272,4.471,4.861,4.616,1.281,5.010,4.844,4.416,5.437,3.496,3.952
23,,,,,,,,,,,,2.570,3.372,3.577,4.369,4.814,3.366,3.096,4.463,4.853,4.760,1.269,5.004,4.928,4.239,5.301,3.472,4.030
24,,,,,,,,,,,,2.500,3.203,3.401,4.349,5.076,3.135,3.014,4.376,4.905,4.816,1.298,4.998,5.061,4.136,5.161,3.469,4.097
25,,,,,,,,,,,,2.439,3.012,3.256,4.287,5.089,3.075,3.038,4.305,4.981,4.797,1.416,4.983,5.070,4.055,5.036,3.514,4.164
26,,,,,,,,,,,,2.414,2.822,3.110,4.383,4.982,3.241,3.069,4.269,4.847,4.839,1.573,4.888,5.018,4.053,4.881,3.532,4.197
27,,,,,,,,,,,,2.372,2.709,2.919,4.542,4.770,3.184,3.051,4.153,4.744,4.959,1.659,4.870,5.005,4.007,4.753,3.486,4.328
28,,,,,,,,,,,,2.366,2.537,3.014,4.700,4.636,2.953,3.054,4.075,4.779,5.125,1.705,4.934,5.032,3.993,4.689,3.437,4.352
29,,,,,,,,,,,,2.363,2.462,3.073,4.792,4.649,2.873,3.124,4.042,4.638,5.246,1.805,4.938,5.013,4.017,4.573,3.473,4.045
30,,,,,,,,,,,,2.342,2.434,2.971,4.863,4.628,2.962,3.331,4.035,4.486,5.281,1.884,4.957,4.911,4.049,4.502,3.460,3.768
31,,,,,0.400,,,,,,,2.355,2.420,2.958,4.969,4.565,3.081,3.507,4.047,4.391,5.160,1.953,4.911,4.885,4.167,4.485,3.440,3.723
32,,,,,0.200,,,,,,,2.365,2.357,2.911,5.027,4.426,2.994,3.577,3.968,4.344,5.054,1.954,4.903,4.944,4.316,4.519,3.349,3.666
33,,,,,,,,,,,,2.355,2.284,2.829,5.081,4.239,3.042,3.530,3.828,4.356,4.986,1.888,5.020,5.005,4.443,4.580,3.231,3.553
34,,,,,,,,,,,,2.312,2.009,2.804,5.143,4.120,3.018,3.678,3.683,4.402,4.938,1.891,5.221,5.092,4.376,4.507,3.250,3.462
35,,,,,,,,,,,,2.335,1.957,2.811,5.161,4.094,2.986,3.719,3.548,4.386,4.896,1.949,5.409,4.982,4.348,4.479,3.185,3.376
36,,,,,,,,,,,,2.458,1.911,2.802,5.190,4.197,2.953,3.810,3.305,4.435,4.921,2.088,5.485,4.733,4.483,4.588,3.217,3.388
37,,,,,,,,,,,,2.528,1.928,2.805,5.201,4.171,2.931,3.943,2.984,4.500,4.932,2.171,5.461,4.553,4.923,4.758,3.213,3.346
38,,,,,,,,,,,,2.528,2.097,2.861,5.203,4.173,3.053,4.037,2.763,4.631,4.917,2.215,5.519,4.287,5.185,4.793,3.223,3.201
39,,,,,,,,,,,,2.585,2.281,2.782,5.202,3.985,3.191,4.060,2.624,4.734,4.925,2.044,5.619,3.989,5.100,4.761,3.286,3.139
40,,,,,,,,,,,,2.654,2.547,2.620,5.251,3.815,3.290,4.030,2.501,4.799,4.865,1.951,5.663,3.738,4.925,4.597,3.361,3.216
41,,,,,,,,,,,,2.681,2.535,2.564,5.213,3.781,3.339,4.026,2.498,4.971,4.888,2.052,5.600,3.513,5.067,4.523,3.549,3.197
42,,,,,,,,,,,,2.667,2.762,2.556,5.189,3.792,3.709,4.084,2.459,5.043,4.898,2.134,5.516,3.460,5.218,4.503,3.517,3.116
43,,,,,,,,,,,,2.783,2.904,2.583,5.210,3.853,3.475,4.309,2.487,5.143,4.933,2.112,5.349,3.330,5.256,4.352,3.386,3.020
44,,,,,,,,,,,,2.847,2.955,2.597,5.241,4.041,3.605,4.548,2.593,5.218,4.938,2.117,5.197,3.282,5.067,4.267,3.327,3.069
45,,,,,,,,,,,,2.863,3.009,2.672,5.253,4.021,3.634,4.642,2.718,5.487,5.014,1.985,5.138,3.047,4.980,4.195,3.415,3.092
46,,,,,,,,,,,,2.958,3.112,2.672,5.245,4.038,3.572,4.566,2.470,5.638,5.314,2.043,5.032,2.783,4.986,4.045,3.527,3.080
47,,,,,,,,,,,,3.317,3.333,2.676,5.395,3.955,3.581,4.537,2.374,5.582,5.453,2.063,4.881,2.710,4.947,4.013,3.680,3.150
48,,,,,,,,,,,,3.512,3.525,2.782,5.420,3.903,3.657,4.516,2.709,5.572,5.486,2.116,4.814,2.511,4.943,3.957,3.656,3.224
49,,,,,,,,,,,,3.652,3.521,2.831,5.328,3.957,3.783,4.459,2.850,5.580,5.496,2.209,4.637,2.339,4.809,3.531,3.709,3.404
50,,,,,,,,,,,,3.795,3.491,2.869,5.248,4.027,3.863,4.432,2.755,5.687,5.427,2.435,4.377,2.230,4.703,3.180,3.876,3.565
51,,,,,,,,,,,,3.924,3.607,2.884,5.234,4.064,3.857,4.438,2.892,5.760,5.440,2.742,4.214,2.289,4.681,3.203,4.072,3.771
52,,,,,,,,,,,,3.963,3.765,2.957,5.251,4.178,3.910,4.461,3.045,5.716,5.450,2.937,4.149,2.352,4.713,3.248,4.079,3.968
53,,,,,,,,,,,,3.959,4.004,3.047,5.269,4.240,4.311,4.453,3.190,5.608,5.501,3.009,4.068,2.339,4.846,3.287,3.910,3.834
54,,,,,,,,,,,,4.074,4.132,3.148,5.283,4.163,4.377,4.470,3.262,5.502,5.594,3.031,3.836,2.282,4.990,3.336,3.635,3.453
55,,,,,,,,,,,,4.087,4.297,3.280,5.383,4.036,4.282,4.522,3.400,5.493,5.781,3.129,3.777,2.247,4.998,3.374,3.627,3.263
56,,,,,,,,,,,,4.140,4.442,3.420,5.508,3.785,4.372,4.619,3.419,5.586,5.890,3.339,3.834,2.205,4.968,3.348,3.610,3.316
57,,,,,,,,,,,,4.248,4.492,3.530,5.620,3.585,4.343,4.710,3.536,5.631,5.894,3.466,3.669,2.210,5.019,3.532,3.628,3.465
58,,,,,,,,,,,,4.294,4.515,3.433,5.657,3.462,4.357,4.767,3.744,5.585,5.952,3.449,3.600,2.194,5.097,3.673,3.716,3.605
59,,,,,,,,,,,,4.288,4.553,3.352,5.694,3.427,4.352,4.914,3.975,5.517,6.061,3.534,3.617,2.131,5.072,3.781,3.697,3.655
60,,,,,,,,,,,,4.339,4.641,3.437,5.794,3.281,4.440,5.025,4.179,5.516,6.029,3.695,3.731,2.233,5.071,4.001,3.730,3.647
61,,,,,,,,,,,,4.383,4.741,3.581,5.861,3.217,4.617,5.119,4.090,5.571,6.022,3.832,3.848,2.298,5.010,4.174,3.862,3.693
62,,,,,,,,,,,,4.469,4.830,3.771,5.956,3.197,4.685,5.120,4.094,5.562,5.970,3.828,3.797,2.305,5.033,4.325,3.894,3.672
63,,,,,,,,,,,,4.641,4.846,3.900,6.083,3.192,4.802,5.018,4.342,5.517,6.039,3.872,3.762,2.268,5.223,4.487,3.830,3.547
64,,,,,,,,,,,,4.667,4.947,4.040,6.099,3.237,4.998,4.947,4.539,5.495,6.158,4.042,3.919,2.115,5.474,4.610,3.790,3.382
65,,,,,,,,,,,,4.757,4.955,4.114,6.093,3.304,5.057,5.013,4.504,5.571,6.261,4.178,3.990,1.995,5.485,4.867,3.908,3.475
66,,,,,,,,,,,,4.827,5.040,4.109,6.204,3.399,4.887,5.063,4.588,5.737,6.388,4.180,4.041,2.010,5.559,5.105,4.140,3.657
67,,,,,,,,,,,4.804,4.804,5.086,4.171,6.388,3.658,4.840,5.167,4.390,5.862,6.458,4.344,4.174,2.184,5.644,5.206,4.419,3.719
68,,,,,,,,,,,4.742,4.751,5.224,4.166,6.263,3.992,4.932,5.301,4.505,5.963,6.523,4.523,4.476,2.275,5.690,5.292,4.442,3.634
69,,,,,,,,,,,4.850,4.850,5.431,4.136,6.178,4.230,5.069,5.380,4.719,6.043,6.589,4.682,4.628,2.224,5.755,5.531,4.597,3.501
70,,,,,,,,,6.072,,4.950,5.135,5.570,4.159,6.294,4.399,5.281,5.533,4.762,6.085,6.723,4.768,4.800,2.252,5.933,5.732,4.963,3.627
71,,,,,,,,,5.964,,5.050,5.589,5.635,4.224,6.359,4.456,5.397,5.695,4.959,6.269,6.703,4.935,5.001,2.429,6.158,5.868,5.200,3.670
72,,,,,,,,,6.030,,5.123,5.577,5.711,4.326,6.433,4.538,5.223,5.902,5.323,6.421,6.758,5.043,5.241,2.785,6.308,6.025,5.429,3.817
73,,,,,,,,,6.277,,5.245,5.403,5.783,4.409,6.511,4.664,5.127,6.051,5.804,6.615,6.777,5.178,5.435,3.086,6.266,6.116,5.493,3.969
74,,,,,,,,,6.370,,5.237,5.376,5.854,4.553,6.621,4.856,5.251,6.247,6.162,6.865,6.825,5.166,5.593,3.275,6.117,6.160,5.501,4.141
75,,,,,,,,,6.562,,5.164,5.555,5.973,4.621,6.779,4.896,5.502,6.491,6.462,6.986,6.913,5.342,5.783,3.399,5.929,6.129,5.656,4.426
76,,,,,,,,,6.655,,5.249,5.800,6.044,4.703,6.951,4.997,5.731,6.508,6.577,7.176,7.048,5.640,5.983,3.626,6.041,6.286,5.727,4.608
77,,,,,,,,,6.689,,5.452,6.142,6.152,4.760,7.078,5.109,5.815,6.431,6.515,7.447,7.054,5.993,6.131,3.779,6.216,6.416,5.900,4.883
78,,,,,,,,,6.871,,5.551,6.269,6.315,4.915,7.087,5.159,5.683,6.536,6.715,7.651,6.931,6.070,6.262,3.980,6.332,6.548,6.131,5.079
79,,,,,,,,,6.924,,5.581,6.489,6.347,5.206,7.106,5.279,5.663,6.565,6.684,7.865,6.957,6.265,6.390,4.230,6.427,6.690,6.172,5.344
80,,,,,,,,7.817,6.993,,5.734,6.708,6.258,5.466,7.255,5.303,5.807,6.587,6.689,8.045,7.025,6.526,6.476,4.585,6.539,6.775,6.196,5.531
81,,,,,,,,7.921,7.308,,5.979,7.187,6.281,5.575,7.446,5.460,5.735,6.471,6.709,8.207,6.946,6.647,6.532,4.886,6.604,6.728,6.381,5.751
82,,,,,,,,7.953,7.675,7.189,6.150,7.272,6.362,5.538,7.489,5.537,5.798,6.496,6.862,8.268,7.029,6.738,6.475,5.146,6.735,6.806,6.761,5.799
83,,,,,7.085,,,7.969,7.925,7.214,6.357,7.193,6.537,5.633,7.569,5.646,5.909,6.554,7.000,8.377,7.257,6.716,6.570,5.454,6.677,6.900,6.982,5.852
84,,7.275,,6.896,6.994,,,8.063,8.042,7.214,6.618,7.281,6.642,5.827,7.705,5.723,6.041,6.683,6.991,8.394,7.362,6.533,6.701,5.639,6.445,6.940,7.100,5.855
85,,7.346,8.255,6.947,7.115,,6.308,8.123,7.998,7.303,6.646,7.285,6.701,5.951,7.835,5.939,6.099,6.858,6.908,8.455,7.530,6.550,6.718,5.833,6.476,7.081,7.315,5.922
86,,7.142,8.065,7.167,7.231,,6.166,8.226,8.085,7.342,6.763,7.427,6.725,6.156,7.922,6.087,6.140,7.061,6.869,8.668,7.655,6.669,6.784,6.082,6.684,7.303,7.460,
87,,7.296,7.980,7.313,7.381,7.595,6.292,8.257,8.201,7.376,7.084,7.260,6.538,6.337,7.866,6.260,6.211,7.288,6.862,8.850,7.831,6.675,7.022,6.189,6.879,7.566,7.689,
88,,7.421,8.105,7.403,7.426,7.791,6.330,8.425,8.310,7.459,7.382,7.261,6.406,6.288,7.912,6.477,6.273,7.537,6.784,8.819,7.888,6.760,7.108,6.574,7.042,7.555,7.852,
89,,7.488,8.167,7.443,7.441,7.983,6.311,8.553,8.570,7.347,7.483,7.256,6.380,6.324,7.889,6.530,6.261,7.712,6.816,8.988,8.037,7.028,7.299,6.855,7.190,7.522,7.798,
90,,7.371,8.225,7.496,7.625,8.073,6.433,8.651,8.801,7.288,7.704,7.193,6.503,6.461,7.859,6.881,6.469,7.831,6.798,9.028,8.286,7.110,7.370,7.071,7.273,7.700,7.707,
91,,7.321,8.287,7.442,7.809,8.086,6.648,8.544,8.667,7.473,7.943,7.091,6.557,6.459,7.945,7.156,6.478,8.163,6.943,8.888,8.476,7.238,7.330,7.259,7.286,7.951,7.765,
92,,7.383,8.306,7.527,8.073,8.074,6.724,8.570,8.700,7.555,7.894,7.230,6.604,6.537,8.063,7.462,6.698,8.515,7.028,8.921,8.674,7.340,7.320,7.465,7.397,8.225,7.988,
93,,7.413,8.382,7.451,8.378,8.059,6.814,8.582,8.834,7.583,8.047,7.327,6.653,6.650,8.179,7.534,6.822,8.628,7.177,9.036,8.957,7.421,7.387,7.632,7.510,8.279,8.164,
94,,7.417,8.470,7.374,8.450,8.168,7.090,8.616,9.059,7.595,8.164,7.501,6.698,6.630,8.175,7.794,6.941,8.776,7.420,9.172,9.159,7.696,7.522,7.826,7.659,8.335,8.336,
95,,7.513,8.521,7.409,8.709,8.275,7.323,8.557,9.394,7.640,8.313,7.578,6.752,6.781,8.228,7.983,6.857,8.892,7.506,9.292,9.312,7.901,7.631,7.980,7.812,8.425,8.338,
96,,7.596,8.576,7.474,8.666,8.328,7.636,8.555,9.498,7.686,8.328,7.765,6.708,7.001,8.373,7.947,6.841,9.080,7.698,9.402,9.391,8.109,7.744,8.049,7.960,8.535,8.343,
97,,7.883,8.687,7.611,8.682,8.268,7.951,8.637,9.533,7.897,8.414,7.927,6.838,7.196,8.492,7.900,6.825,9.329,8.079,9.492,9.497,8.296,7.884,8.255,8.201,8.579,8.571,
98,,7.950,8.806,7.581,8.771,8.249,8.071,8.824,9.707,7.956,8.561,8.029,6.923,7.376,8.530,8.000,6.976,9.324,8.298,9.544,9.777,8.237,7.941,8.320,8.459,8.641,8.859,
99,,7.913,9.008,7.530,9.020,8.346,8.323,9.093,9.801,8.171,8.490,8.233,7.011,7.454,8.558,7.963,7.318,9.288,8.539,9.651,10.044,8.219,7.880,8.501,8.632,8.786,8.837,
100,,7.963,9.130,7.739,9.280,8.366,8.515,9.179,9.884,8.343,8.540,8.315,7.060,7.557,8.612,7.778,7.518,9.486,8.636,9.740,10.384,8.380,8.060,8.725,8.649,8.936,8.732,
101,,8.042,9.151,7.925,9.459,8.257,8.822,9.359,10.154,8.629,8.464,8.295,7.212,7.805,8.766,7.892,7.722,9.572,8.957,9.768,10.617,8.322,8.138,8.983,8.933,8.971,8.472,
102,,8.208,9.131,8.119,9.734,8.204,9.147,9.580,10.489,8.720,8.634,8.382,7.430,8.001,8.981,7.881,7.836,9.475,9.266,9.656,10.888,8.308,8.156,9.092,9.243,9.097,8.430,
103,,8.500,9.130,8.138,10.103,8.216,9.584,9.826,10.824,8.835,8.881,8.500,7.641,8.084,9.218,7.953,7.881,9.446,9.397,9.689,11.219,8.334,8.237,9.120,9.292,9.180,8.606,
104,,8.538,9.109,8.095,10.157,8.237,9.772,9.940,10.870,9.007,8.934,8.791,7.950,8.129,9.265,7.990,7.987,9.390,9.538,9.610,11.199,8.396,8.428,9.045,9.474,9.304,8.649,
105,,8.658,9.353,8.333,10.076,8.414,9.575,9.926,10.604,9.117,8.786,8.835,8.241,8.483,9.444,8.013,8.220,9.306,9.656,9.540,11.108,8.510,8.638,9.096,9.806,9.513,8.718,
106,,8.833,9.562,8.631,10.286,8.570,9.641,10.145,10.635,9.222,8.757,9.006,7.994,8.848,9.613,8.013,8.389,9.164,9.733,9.775,11.093,8.610,8.768,9.456,9.938,9.806,8.747,
107,,9.021,9.762,8.861,10.491,8.861,9.783,10.253,10.671,9.384,8.842,9.200,8.084,9.061,9.800,8.105,8.354,9.044,9.905,10.035,11.263,8.784,8.748,9.812,10.043,10.038,8.708,
108,,8.967,10.063,8.956,10.669,9.009,9.829,10.215,10.935,9.484,8.838,9.266,8.570,9.069,9.941,8.109,8.277,9.047,9.867,10.324,11.469,8.980,8.813,10.080,10.239,10.278,8.711,
109,,9.063,10.149,9.066,10.736,8.909,9.846,10.347,11.130,9.662,8.845,9.317,8.693,9.195,10.089,8.206,8.525,9.190,9.765,10.395,11.662,8.973,9.034,10.418,10.408,10.408,8.670,
110,,9.354,10.285,9.295,10.833,9.063,9.917,10.597,11.200,9.916,8.955,9.511,8.623,9.371,10.346,8.258,8.750,9.249,9.833,10.598,11.808,9.199,9.315,10.612,10.493,10.342,8.636,
111,,9.471,10.512,9.500,11.018,9.307,9.924,10.756,11.353,10.158,9.163,9.654,8.611,9.548,10.250,8.275,8.909,9.274,9.945,10.735,11.783,9.376,9.643,10.654,10.810,10.643,8.739,
112,,9.658,10.755,9.738,11.143,9.446,9.850,10.828,11.391,10.291,9.244,9.708,8.663,9.687,10.381,8.356,9.269,9.384,9.919,10.711,11.859,9.614,9.662,10.721,11.020,10.716,9.043,
113,,9.758,10.919,9.936,11.203,9.645,9.643,10.636,11.312,10.543,9.471,9.796,8.681,9.582,10.725,8.647,9.585,9.484,9.838,10.523,11.841,9.838,9.852,10.883,11.263,10.683,9.183,
114,,9.908,10.830,10.291,11.070,9.799,9.621,10.585,11.515,10.571,9.586,9.927,8.843,9.767,10.972,8.962,9.898,9.610,9.930,10.649,11.882,9.992,10.038,10.944,11.513,10.837,9.287,
115,,10.246,10.901,10.547,10.906,10.284,9.716,10.462,11.546,10.636,9.607,10.105,9.057,9.725,11.044,9.047,10.301,9.902,9.896,10.887,11.939,10.020,10.331,11.186,11.702,11.103,9.345,
116,,10.238,11.209,10.534,10.997,10.778,9.718,10.425,11.644,10.925,9.780,10.232,9.136,9.705,11.308,9.062,10.518,10.253,9.845,11.086,11.783,10.158,10.578,11.513,11.818,11.320,9.410,
117,,10.208,11.584,10.589,10.956,11.125,9.735,10.437,11.812,11.207,9.884,10.363,9.215,9.803,11.396,9.260,10.658,10.457,9.937,11.516,11.784,10.221,10.793,11.679,12.013,11.533,9.325,
118,,10.083,11.841,10.701,11.016,11.028,9.859,10.641,12.015,11.229,10.129,10.698,9.524,9.941,11.455,9.323,10.727,10.582,9.963,11.902,11.912,10.255,10.804,11.758,12.149,11.828,9.555,
119,,10.223,12.070,10.734,10.818,10.855,10.022,10.938,11.738,11.278,10.568,10.864,9.905,9.826,11.450,9.353,10.801,10.767,10.210,12.125,11.972,10.347,10.936,11.863,12.243,12.210,9.707,
120,,10.192,12.294,10.907,10.689,11.018,10.211,10.965,11.827,11.372,10.702,10.903,10.032,9.773,11.440,9.522,10.890,10.716,10.349,11.946,12.049,10.482,11.125,11.888,12.479,12.420,10.065,
121,,10.121,12.616,11.038,10.950,11.276,10.283,11.019,12.033,11.744,10.944,11.126,9.849,9.863,11.498,9.706,11.039,10.841,10.521,12.207,12.117,10.429,11.331,11.830,12.634,12.573,10.336,
122,,10.000,12.921,10.965,11.134,11.495,10.446,11.221,12.246,12.178,11.185,11.393,10.061,9.991,11.554,9.881,11.058,10.992,10.694,12.497,12.389,10.638,11.532,11.674,12.632,12.545,10.685,
123,,10.050,13.103,10.972,11.194,11.855,10.413,11.291,12.503,12.382,11.438,11.352,10.331,10.073,11.575,9.830,11.229,11.246,10.875,12.723,12.676,11.056,11.762,11.608,12.789,12.574,10.724,
124,,10.208,13.534,10.844,11.457,12.144,10.391,11.270,12.701,12.564,11.644,11.454,10.455,10.122,11.340,9.995,11.308,11.501,11.035,13.059,12.819,11.431,12.056,11.783,12.671,12.759,10.890,
125,,10.583,13.820,10.778,11.623,12.241,10.422,11.285,12.778,12.675,11.668,11.490,10.607,10.180,11.233,10.294,11.041,11.748,11.364,13.062,12.851,11.697,12.231,11.924,12.680,12.925,11.148,
126,,10.733,14.045,10.978,11.829,12.185,10.494,11.411,12.833,12.809,11.687,11.598,10.751,10.249,11.141,10.374,10.789,12.022,11.690,12.941,13.064,11.678,12.441,12.076,12.787,13.153,11.272,
127,,10.817,14.153,10.885,12.023,12.371,10.427,11.613,13.121,13.042,11.652,11.913,10.898,10.200,11.311,10.333,10.680,12.403,11.937,12.984,13.344,11.875,12.455,12.242,12.686,13.073,11.429,
128,,10.861,14.241,10.693,12.147,12.627,10.512,11.515,13.373,13.116,11.614,12.035,10.940,10.321,11.409,10.506,10.756,12.556,12.123,13.465,13.667,12.031,12.513,12.455,12.574,12.899,11.368,
129,,11.192,14.070,10.641,12.337,12.780,10.723,11.519,13.570,13.187,11.766,11.968,11.047,10.594,11.590,10.757,10.794,12.838,12.199,13.800,13.852,12.007,12.523,12.612,12.988,13.054,11.379,
130,,11.529,13.809,10.774,12.285,12.739,10.862,11.688,13.663,13.336,12.026,12.201,11.137,10.818,11.614,10.939,10.795,13.173,12.209,14.102,13.751,12.095,12.483,12.872,13.175,13.315,11.470,
131,,11.721,13.451,10.948,12.171,13.043,11.072,11.808,13.724,13.309,12.228,12.319,11.390,11.007,11.591,11.322,10.821,13.692,12.284,14.105,14.082,12.312,12.445,12.978,13.193,13.472,11.518,
132,,11.979,13.256,10.938,12.081,13.429,11.252,11.953,13.640,13.431,12.275,12.451,11.367,11.000,11.905,11.453,11.152,14.006,12.393,13.803,14.397,12.313,12.530,13.203,13.174,13.591,11.553,
133,,12.446,13.292,10.906,12.143,13.566,11.481,12.133,13.686,13.431,12.362,12.459,11.330,11.122,12.327,11.659,11.437,14.017,12.446,13.851,14.515,12.460,12.491,13.393,13.024,13.665,11.488,
134,,12.854,13.127,11.074,12.398,13.482,11.525,12.284,13.746,13.501,12.574,12.830,11.665,11.421,12.666,11.840,11.791,14.006,12.714,13.971,14.619,12.455,12.895,13.462,12.979,13.792,11.640,
135,,13.179,12.976,11.210,12.525,13.325,11.643,12.186,13.968,13.785,12.753,13.184,12.012,11.650,12.805,11.776,12.247,14.036,13.028,14.330,14.932,12.264,13.244,13.433,12.966,13.949,11.980,
136,,13.317,12.878,11.288,12.592,13.543,11.874,12.152,13.939,13.901,13.010,13.306,12.309,11.953,12.835,12.019,12.511,14.053,13.195,14.408,14.732,11.942,13.295,13.464,12.873,14.025,12.297,
137,,13.408,12.460,11.469,12.683,13.767,12.255,12.125,13.700,13.851,13.352,13.428,12.513,12.197,12.994,12.022,12.656,13.961,13.281,14.504,14.609,11.787,13.360,13.507,12.748,14.223,12.424,
138,,13.383,12.320,11.641,12.721,13.998,12.474,12.105,13.800,13.932,13.812,13.672,12.786,12.478,13.244,12.119,12.901,13.902,13.533,14.613,14.869,11.960,13.430,13.695,12.774,14.171,12.513,
139,,13.554,12.452,11.998,12.890,14.379,12.642,12.392,14.098,13.966,14.194,13.819,12.993,12.681,13.332,12.157,13.144,13.729,13.738,14.833,15.186,12.146,13.552,13.855,12.798,14.103,12.446,
140,,13.363,12.390,12.237,13.306,14.420,12.953,12.514,13.870,13.992,14.536,13.674,13.308,12.699,13.324,12.188,13.473,13.892,13.938,14.903,15.033,12.422,13.619,13.598,12.886,14.024,12.396,
141,,13.238,12.318,12.456,13.574,14.738,13.012,12.563,13.835,13.799,14.743,13.594,13.495,13.068,13.235,12.303,13.678,13.861,13.961,15.102,14.943,12.597,13.672,13.391,12.833,13.935,12.523,
142,,13.033,12.459,12.786,13.850,15.098,12.817,12.668,13.994,13.771,14.868,13.611,13.536,13.438,13.043,12.411,13.725,13.528,13.984,15.152,15.037,12.817,13.832,13.353,12.885,13.998,12.603,
143,,12.938,12.678,13.228,14.234,15.485,13.056,12.824,14.181,13.684,14.869,13.696,13.303,13.538,12.931,12.406,13.725,13.525,14.141,15.028,14.778,13.034,14.185,13.391,12.868,13.908,12.644,
144,,12.796,12.923,13.578,14.547,15.731,13.326,13.251,14.249,13.771,14.975,13.750,12.916,13.740,13.049,12.262,13.581,13.513,14.119,15.239,14.874,13.125,14.473,13.725,12.863,13.963,12.700,
145,,12.663,13.050,13.703,14.765,15.659,13.440,13.260,14.280,13.868,14.889,13.954,12.772,14.008,13.257,12.090,13.414,13.382,14.219,15.573,14.967,13.396,14.500,13.622,12.848,14.230,12.774,
146,,12.746,13.008,13.838,14.769,15.825,13.423,13.196,14.579,14.053,14.630,14.235,12.793,14.097,13.258,11.917,13.171,13.453,14.307,15.994,15.155,13.687,14.458,13.644,12.850,14.440,12.848,
147,,12.925,13.058,14.159,14.817,15.878,13.546,13.557,14.626,14.296,14.255,14.324,13.049,14.232,13.293,11.997,12.982,13.387,14.451,16.231,15.126,13.894,14.594,13.872,12.993,14.602,13.006,
