day,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
277,,,,,,,17.533,,,,17.475,16.991,18.422,17.625,18.496,18.563,18.319,17.356,18.851,18.081,17.398,17.618,17.628,17.711,18.614,18.513,19.369,
278,,,,,,,17.496,,,,17.529,16.714,18.209,17.404,17.969,18.314,18.020,17.152,18.928,18.084,17.216,17.525,17.379,17.568,18.567,18.453,19.344,
279,,,,,,,17.350,,,,17.469,16.559,17.920,17.248,18.046,17.984,17.939,17.027,18.957,18.121,17.242,17.416,17.190,17.298,18.462,18.189,19.243,
280,,,,,,,17.188,,,,17.286,16.379,17.733,17.312,18.322,17.447,17.792,16.863,19.102,18.115,17.331,17.181,17.040,17.136,18.389,17.790,19.176,
281,,,,,,,17.174,,,,17.117,16.363,17.536,17.428,18.236,17.291,17.563,16.584,19.032,18.154,17.331,16.822,16.973,16.929,18.421,17.592,19.158,
282,,,,,,,16.970,,,,17.157,16.329,17.447,17.306,18.067,17.412,17.421,16.117,18.828,18.194,17.349,16.528,16.902,16.518,18.395,17.447,19.127,
283,,,,,,,16.509,,,,17.109,16.276,17.081,16.853,18.048,17.443,17.301,15.888,18.673,18.207,17.360,16.503,16.885,16.001,18.340,17.224,19.024,
284,,,,,,,16.004,,,,17.089,16.004,16.764,16.263,17.743,17.348,17.366,15.710,18.616,18.136,17.297,16.242,16.898,15.775,18.257,16.773,18.861,
285,,,,,,,15.769,,,,17.067,15.808,16.586,15.681,17.278,17.181,17.282,15.510,18.351,17.962,17.032,15.854,16.810,15.530,18.064,16.287,18.652,
286,,,,,,,15.805,,,,17.047,15.818,16.443,15.170,17.269,16.900,17.067,15.384,18.052,17.794,16.760,15.712,16.568,15.455,17.747,16.235,18.644,
287,,,,,,,15.788,,,,17.010,15.783,16.165,14.904,17.222,16.697,16.925,15.406,17.991,17.689,16.629,15.613,16.270,15.298,17.506,16.145,18.609,
288,,,,,,,15.763,,,,16.885,15.660,15.990,14.933,17.001,16.634,16.743,15.361,17.936,17.690,16.538,15.480,15.983,15.270,17.259,16.052,18.578,
289,,,,,,,15.796,,,,16.639,15.438,16.009,15.033,16.765,16.525,16.708,15.169,17.802,17.600,16.360,15.474,15.764,15.190,17.180,16.117,18.573,
290,,,,,,,15.750,,,,16.385,15.196,15.959,15.046,16.678,16.361,16.585,14.997,17.723,17.478,16.295,15.387,15.701,15.044,17.038,16.146,18.510,
291,,,,,,,15.637,,,,16.282,14.941,15.896,14.868,16.495,16.259,16.387,14.802,17.782,17.384,16.250,15.234,15.592,14.850,17.063,15.919,18.438,
292,,,,,,,15.560,,,,16.278,14.832,15.770,14.724,16.316,16.253,15.990,14.616,17.747,17.314,16.138,15.020,15.488,14.632,16.877,15.487,18.351,
293,,,,,,,15.478,,,,16.121,14.797,15.493,14.522,16.232,16.131,15.874,14.628,17.617,17.222,15.863,14.828,15.448,14.280,16.732,15.327,18.267,
294,,,,,,,15.402,,,,15.893,14.617,15.226,14.384,16.078,15.927,15.754,14.779,17.426,17.113,15.720,14.563,15.376,14.036,,15.347,17.937,
295,,,,,,,15.331,,,,15.735,14.504,14.970,14.147,15.917,15.827,15.484,14.859,17.143,17.037,15.597,14.269,15.200,14.040,,15.303,17.503,
296,,,,,,,15.263,,,,15.521,14.618,14.718,13.928,15.718,15.748,15.188,14.836,16.988,16.843,15.413,14.173,15.069,13.985,,15.148,17.007,
297,,,,,,,15.048,,,,15.290,14.696,14.507,13.666,15.584,15.593,15.108,14.732,16.718,16.726,15.254,14.159,14.944,13.960,,14.923,16.754,
298,,,,,,,14.834,,,,14.944,14.537,14.293,13.334,15.338,15.223,14.903,14.635,16.609,16.504,15.133,14.041,14.848,13.897,,14.662,16.626,
299,,,,,,,14.644,,,,14.508,14.226,14.186,13.137,14.952,15.018,14.678,14.572,16.464,16.339,14.983,14.015,14.756,13.718,,14.528,16.367,
300,,,,,,,14.387,,,,14.447,14.030,14.106,12.948,14.673,14.830,14.471,14.461,16.307,16.235,14.857,13.867,14.710,13.461,,14.406,16.179,
301,,,,,,,14.150,,,,14.408,13.784,14.089,12.562,14.792,14.678,14.222,14.246,16.167,16.161,14.786,13.889,14.678,13.153,,14.335,16.004,
302,,,,,,,13.823,,,,14.187,13.604,13.901,12.650,14.865,14.657,14.089,13.894,16.138,16.107,14.634,13.826,14.556,12.700,14.055,14.293,16.128,
303,,,,,,,13.351,,,,13.709,13.528,13.710,12.694,14.766,14.628,14.123,13.663,16.081,16.065,14.517,13.694,14.366,12.211,13.966,14.185,16.106,
304,,,,,,,12.955,,,,13.292,13.498,13.543,12.703,14.605,14.522,14.185,13.524,15.963,16.031,14.380,13.404,14.262,11.927,13.813,13.986,15.920,
305,,,,,,,12.665,,,,13.216,13.327,13.460,12.618,14.452,14.176,13.998,13.480,15.584,15.908,14.167,13.146,14.221,11.793,13.523,13.643,15.446,
306,,,,,,,12.413,,,,12.977,13.035,13.375,12.448,14.437,14.059,13.815,13.537,15.093,15.536,13.983,12.897,14.209,11.703,13.196,13.499,14.979,
307,,,,,,,12.086,,,,12.784,12.956,13.340,12.313,14.338,13.844,13.679,13.368,14.817,15.084,13.919,12.789,14.081,11.660,13.007,13.510,14.595,
308,,,,,,,11.812,,,,12.675,12.994,13.187,12.269,14.060,13.484,13.619,12.866,14.853,14.668,13.944,12.691,13.911,11.628,12.739,13.496,14.292,
309,,,,,,,11.656,,,,12.607,12.988,13.054,12.176,13.713,13.141,13.521,12.692,14.754,14.428,13.926,12.538,13.778,11.513,12.549,13.370,14.019,
310,,,,,,,11.497,,,,12.757,12.842,12.775,12.084,13.439,13.082,13.418,12.736,14.613,14.324,13.796,12.369,13.544,11.348,12.653,13.165,13.499,
311,,,,,,,,,,,12.901,12.510,12.668,11.973,13.346,13.012,13.318,12.562,14.432,14.320,13.647,12.169,13.310,11.089,12.500,12.933,13.127,
312,,,,,,,,,,,12.817,12.327,12.675,11.869,13.210,12.787,13.108,12.379,14.228,14.159,13.629,11.891,13.179,10.773,12.056,12.761,13.013,
313,,,,,,,,,,,12.279,12.222,12.518,11.794,12.909,12.573,12.811,12.175,14.037,13.924,13.632,11.699,13.003,10.605,11.567,12.628,12.755,
314,,,,,,,,,,,11.953,12.167,12.393,11.793,12.656,12.195,12.681,12.163,13.695,13.563,13.597,11.526,12.740,10.606,11.358,12.405,12.291,
315,,,,,,,,,,,11.759,12.212,12.292,11.689,12.466,11.841,12.544,12.171,13.190,13.237,13.529,11.460,12.546,10.524,11.230,12.270,11.830,
316,,,,,,,,,,,11.541,12.128,12.152,11.425,12.281,11.556,12.386,12.053,12.395,12.971,13.434,11.425,12.211,10.309,11.124,12.201,11.544,
317,,,,,,,,,,,11.361,11.915,12.122,11.105,12.138,11.250,12.340,11.818,11.897,12.832,13.370,11.339,11.901,10.052,10.973,12.129,11.410,
318,,,,,,,,,,,11.243,11.550,12.122,10.836,12.213,11.024,12.460,11.523,11.848,12.838,13.289,11.162,11.740,9.861,10.873,12.186,11.146,
319,,,,,,,,,,,11.138,11.319,11.782,10.663,12.281,10.775,12.576,11.257,11.667,12.725,13.284,10.961,11.554,9.842,10.673,12.218,10.827,
320,,,,,,,,,,,11.128,11.240,11.488,10.709,12.139,10.458,12.455,11.041,11.096,12.236,13.395,10.732,11.503,9.865,10.490,11.910,10.430,
321,,,,,,,,,,,11.017,11.273,11.413,10.694,11.882,10.226,12.121,11.012,10.569,12.047,13.257,10.432,11.385,9.953,10.458,11.357,10.122,
322,,,,,,,,,,,10.907,11.171,11.511,10.520,11.618,10.006,11.891,10.969,10.172,11.999,12.998,10.162,11.078,10.082,10.454,11.222,9.765,
323,,,,,,,,,,,10.887,10.923,11.593,10.405,11.410,9.805,11.683,10.901,9.785,11.582,12.877,9.964,10.761,10.196,10.394,11.254,9.458,
324,,,,,,,,,,,10.850,10.623,11.560,10.265,11.289,9.528,11.647,10.687,9.338,11.354,12.704,9.778,10.456,10.262,10.270,11.101,9.134,
325,,,,,,,,,,,10.817,10.460,11.386,10.086,11.109,9.306,11.675,10.288,9.116,11.081,12.618,9.738,10.174,10.123,10.030,10.848,8.909,
326,,,,,,,,,,,10.668,10.287,11.216,9.869,10.841,9.307,11.553,9.950,9.007,10.746,12.442,9.749,9.866,9.880,9.767,10.600,8.663,
327,,,,,,,,,,,10.394,10.028,11.157,9.732,10.385,9.372,11.171,9.701,8.975,10.517,12.231,9.782,9.641,9.741,9.598,10.415,8.579,
328,,,,,,,,,,,10.178,9.850,10.985,9.567,9.881,9.226,10.830,9.480,8.856,10.293,12.032,9.761,9.533,9.783,9.575,10.195,8.558,
329,,,,,,,,,,,9.959,9.674,10.782,9.477,9.557,8.991,10.599,9.297,8.643,10.052,11.766,9.684,9.378,9.762,9.644,10.096,8.416,
330,,,,,,,,,,,9.666,9.467,10.580,9.388,9.187,8.865,10.351,9.156,8.537,9.745,11.596,9.559,9.222,9.570,9.605,10.143,8.264,
331,,,,,,,,,,,9.325,9.307,10.458,9.339,9.018,8.774,10.132,9.037,8.395,9.431,11.485,9.452,9.055,9.223,9.438,10.200,8.163,
332,,,,,,,,,,,8.963,9.109,10.373,9.174,8.931,8.672,9.978,8.944,8.330,9.153,11.226,9.348,8.962,8.988,9.312,10.189,8.028,
333,,,,,,,,,,,8.486,8.884,10.291,8.937,8.744,8.592,9.946,8.664,8.284,8.911,10.909,9.298,8.876,8.828,9.186,10.103,7.779,
334,,,,,,,,,,,8.228,8.757,10.191,8.817,8.292,8.504,9.806,8.309,7.819,8.603,10.601,9.232,8.805,8.618,9.149,9.904,7.633,
335,,,,,,,,,,,8.116,8.554,10.039,8.683,8.020,8.410,9.702,8.121,7.577,8.263,10.463,9.156,8.725,8.336,9.006,9.733,7.650,
336,,,,,,,,,,,7.891,8.306,9.761,8.399,7.742,8.334,9.636,8.144,7.669,7.943,10.203,9.099,8.615,8.185,8.841,9.648,7.538,
337,,,,,,,,,,,7.447,8.203,9.591,8.077,7.455,8.181,9.623,7.981,7.641,7.797,9.897,9.028,8.535,8.011,8.671,9.515,7.316,
338,,,,,,,,,,,7.153,8.200,9.465,7.922,7.153,8.035,9.606,7.559,7.823,7.616,9.813,8.913,8.425,7.783,8.523,9.390,7.220,
339,,,,,,,,,,,6.991,8.192,9.187,7.837,6.880,7.925,9.534,7.150,7.862,7.425,9.642,8.803,8.245,7.634,8.391,9.351,7.107,
340,,,,,,,,,,,6.747,7.997,8.846,7.581,6.626,7.894,9.286,6.661,7.866,7.283,9.309,8.657,8.104,7.359,8.284,9.325,7.007,
341,,,,,,,,,,,6.494,7.828,8.663,6.949,6.391,7.840,8.918,6.313,7.810,7.201,9.047,8.422,7.930,7.174,8.179,9.304,6.888,
342,,,,,,,,,,,6.227,7.710,8.560,6.638,6.200,7.665,8.794,5.875,7.712,7.213,8.836,8.249,7.839,7.146,8.171,9.323,6.745,
343,,,,,,,,,,,5.918,7.487,8.451,6.467,6.175,7.420,8.674,5.601,7.695,7.239,8.369,8.077,7.848,7.133,8.068,9.105,6.758,
344,,,,,,,,,,,5.788,7.293,8.089,6.268,6.224,7.182,8.628,5.550,7.683,7.146,8.049,7.806,7.744,7.014,8.013,8.983,6.753,
345,,,,,,,,,,,5.694,7.134,8.297,5.952,6.251,6.967,8.664,5.309,7.663,6.853,7.989,7.522,7.696,6.878,7.878,9.036,6.713,
346,,,,,,,,,,,5.649,7.076,8.315,5.683,6.182,6.776,8.683,4.869,7.645,6.856,7.800,7.323,7.694,6.738,7.696,9.076,6.558,
347,,,,,,,,,,,5.731,7.089,8.241,5.479,6.219,6.600,8.611,4.717,7.468,6.978,7.618,7.104,7.681,6.597,7.575,8.868,6.309,
348,,,,,,,,,,,5.787,7.060,8.027,5.313,6.305,6.339,8.434,4.694,7.220,6.996,7.382,6.893,7.623,6.525,7.375,8.538,6.067,
349,,,,,,,,,,,5.750,6.838,7.596,4.971,6.200,6.217,8.324,4.575,7.076,6.930,7.018,6.778,7.473,6.491,7.202,8.192,5.933,
350,,,,,,,,,,,5.464,6.676,7.060,4.852,6.162,6.177,8.104,4.539,7.081,7.034,6.603,6.675,7.398,6.459,7.158,7.968,5.717,
351,,,,,,,,,,,5.276,6.561,6.866,4.935,6.157,6.072,7.885,4.324,7.188,7.084,6.367,6.605,7.359,6.332,7.109,7.905,5.601,
352,,,,,,,,,,,5.204,6.549,6.504,4.957,6.139,5.925,7.818,4.112,7.229,7.181,6.047,6.597,7.316,6.247,7.069,7.774,5.429,
353,,,,,,,,,,,5.257,6.578,6.265,4.830,6.081,5.835,7.647,4.051,7.237,7.330,5.701,6.610,7.288,6.230,7.040,7.594,5.376,
354,,,,,,,,,,,5.319,6.492,5.980,4.674,6.041,5.766,7.458,3.929,7.284,7.353,5.425,6.519,7.283,6.264,7.029,7.255,5.227,
355,,,,,,,,,,,5.371,6.213,5.601,4.529,6.081,5.655,7.333,4.082,7.424,7.291,5.247,6.321,7.153,6.355,7.097,7.044,5.020,
356,,,,,,,,,,,5.494,5.936,5.034,4.412,6.235,5.417,7.304,4.341,7.589,7.221,5.019,6.192,6.927,6.523,7.160,6.922,4.469,
357,,,,,,,,,,,5.533,5.810,4.441,4.373,6.379,5.225,7.250,4.544,7.588,7.106,4.702,6.062,6.855,6.560,7.041,6.805,4.088,
358,,,,,,,,,,,5.465,5.772,3.987,4.334,6.373,5.146,7.137,4.690,7.525,6.928,4.579,5.812,6.877,6.445,6.795,6.723,3.918,
359,,,,,,,,,,,5.518,5.570,3.823,4.338,6.319,5.112,6.904,4.629,7.323,6.725,4.464,5.649,6.942,6.320,6.558,6.590,3.818,
360,,,,,,,,,,,5.583,5.384,3.641,4.319,6.254,5.077,6.704,4.544,7.183,6.454,4.306,5.644,6.939,6.275,6.427,6.434,3.810,
361,,,,,,,,,,,5.626,5.273,3.433,4.297,6.218,5.126,6.553,4.498,7.134,6.228,4.193,5.639,6.828,6.181,6.370,6.183,3.883,
362,,,,,,,,,,,5.389,5.298,3.363,4.306,6.183,5.252,6.556,4.506,7.090,6.125,4.260,5.540,6.746,6.088,6.370,5.977,3.921,
363,,,,,,,,,,,5.047,5.287,3.220,4.268,5.994,5.360,6.372,4.499,6.987,6.054,4.293,5.455,6.703,6.004,6.392,5.700,3.846,
364,,,,,,,,,,,4.817,5.212,3.163,4.259,5.551,5.349,6.109,4.490,6.662,5.894,4.322,5.414,6.688,5.999,6.349,5.459,3.504,
365,,,,,,,,,,,4.687,5.039,3.054,4.146,5.290,5.130,5.923,4.498,6.298,5.702,4.421,5.337,6.571,6.032,6.196,5.114,3.365,
366,,,,,,,,,,,,,3.005,,,,5.757,,,,4.472,,,,6.085,,,
Notes:
1996-2023 The Dalles Daily Average Tailrace Temperature (C)
Generated 27 Mar 2023 15:02:33 PDT. DART Columbia Basin Conditions All Years www.cbr.washington.edu/dart/query/basin_conditions_hist.

"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2023). Columbia Basin Conditions All Years. Available from https://www.cbr.washington.edu/dart/query/basin_conditions_hist."
