"","origin","rear","from","to","points_within_CI","total_bias","total","actual_movements","total_expected_count","CI_coverage","overall_bias","model_v_data"
"44","Okanogan River","hatchery",3,8,602,-0.593163319379372,886,1,0.406836680620628,0.679458239277652,-0.00066948455911893,0.406836680620628
"45","Okanogan River","hatchery",8,9,0,-0.239428669075887,1,1,0.760571330924113,0,-0.239428669075887,0.760571330924113
"46","Okanogan River","hatchery",2,10,457,-0.397770960150743,569,31,30.6022290398493,0.803163444639719,-0.000699070228735928,0.987168678704815
"47","Okanogan River","hatchery",9,36,0,0,0,0,0,NA,NA,NA
"48","Okanogan River","hatchery",3,4,861,0.513222134283519,886,866,866.513222134284,0.971783295711061,0.000579257487904649,1.00059263525899
"49","Okanogan River","hatchery",4,5,801,1.59248702496933,866,840,841.592487024969,0.924942263279446,0.00183889956693918,1.00189581788687
"50","Okanogan River","hatchery",5,6,30,19.4623685449836,839,818,837.462368544984,0.0357568533969011,0.0231971019606479,1.02379262658311
"51","Okanogan River","hatchery",6,7,812,8.7249765037002,832,813,821.7249765037,0.975961538461538,0.0104867506054089,1.01073182841784
"52","Okanogan River","hatchery",5,24,420,-1.83131556185347,675,2,0.168684438146533,0.622222222222222,-0.00271306009163477,0.0843422190732664
"53","Okanogan River","hatchery",6,26,0,0,0,0,0,NA,NA,NA
"54","Okanogan River","hatchery",7,28,0,0,0,0,0,NA,NA,NA
"55","Okanogan River","hatchery",7,30,0,0,0,0,0,NA,NA,NA
"56","Okanogan River","hatchery",7,42,0,0,0,0,0,NA,NA,NA
"57","Methow River","hatchery",2,3,93,-378.86585355888,7832,5820,5441.13414644112,0.0118743615934627,-0.0483740875330541,0.934902774302598
"58","Methow River","wild",2,3,20,-26.93571059488,393,304,277.06428940512,0.0508905852417303,-0.0685387038037659,0.911395688832632
"59","Methow River","hatchery",3,8,5881,0.144515979347344,5881,2,2.14451597934734,1,2.45733683637721e-05,1.07225798967367
"60","Methow River","wild",3,8,232,-2.16794796960274,310,3,0.832052030397255,0.748387096774194,-0.00699338054710563,0.277350676799085
"61","Methow River","hatchery",8,9,0,0.499857940838047,3,2,2.49985794083805,0,0.166619313612682,1.24992897041902
"62","Methow River","wild",8,9,3,-0.00922599778823963,3,3,2.99077400221176,1,-0.00307533259607988,0.99692466740392
"63","Methow River","hatchery",2,10,537,-17.4748008866419,1234,79,61.5251991133581,0.43517017828201,-0.0141611028254797,0.778799988776685
"64","Methow River","wild",2,10,148,-0.493349504854205,193,12,11.5066504951458,0.766839378238342,-0.00255621505105806,0.95888754126215
"65","Methow River","hatchery",9,36,0,0,0,0,0,NA,NA,NA
"66","Methow River","wild",9,36,0,0,0,0,0,NA,NA,NA
"67","Methow River","hatchery",3,4,3629,-2.35804222011423,5881,5780,5777.64195777989,0.617071926543105,-0.000400959398080977,0.999592034217973
"68","Methow River","wild",3,4,282,1.94664588279343,310,302,303.946645882793,0.909677419354839,0.00627950284772074,1.00644584729402
"69","Methow River","hatchery",4,5,5763,17.2062657009387,5825,5614,5631.20626570094,0.989356223175966,0.00295386535638433,1.00306488523351
"70","Methow River","wild",4,5,231,1.96065413345982,303,293,294.96065413346,0.762376237623762,0.00647080572098949,1.00669165233263
"71","Methow River","hatchery",5,6,2236,167.718541705,5636,5374,5541.718541705,0.396735273243435,0.0297584353628461,1.03120925599274
"72","Methow River","wild",5,6,270,3.85342200960161,294,288,291.853422009602,0.918367346938776,0.0131068775836789,1.01337993753334
"73","Methow River","hatchery",6,7,4681,138.014441722482,5446,5066,5204.01444172248,0.859529930224018,0.0253423506651637,1.02724327708695
"74","Methow River","wild",6,7,102,2.22732696097304,294,285,287.227326960973,0.346938775510204,0.00757594204412597,1.0078151823192
"75","Methow River","hatchery",5,24,1295,-1.25629450934452,1550,9,7.74370549065548,0.835483870967742,-0.000810512586673882,0.860411721183943
"76","Methow River","wild",5,24,168,-0.670923583635358,245,1,0.329076416364642,0.685714285714286,-0.00273846360667493,0.329076416364642
"77","Methow River","hatchery",6,26,0,0,0,0,0,NA,NA,NA
"78","Methow River","wild",6,26,0,0,0,0,0,NA,NA,NA
"79","Methow River","hatchery",7,28,0,0,0,0,0,NA,NA,NA
"80","Methow River","wild",7,28,0,0,0,0,0,NA,NA,NA
"81","Methow River","hatchery",7,30,0,0,0,0,0,NA,NA,NA
"82","Methow River","wild",7,30,0,0,0,0,0,NA,NA,NA
"83","Methow River","hatchery",7,42,0,0,0,0,0,NA,NA,NA
"84","Methow River","wild",7,42,0,0,0,0,0,NA,NA,NA
"85","Snake River","hatchery",1,2,225,0.369809799156876,225,220,220.369809799157,1,0.00164359910736389,1.00168095363253
"86","Snake River","wild",1,2,31,0.215476954265683,31,30,30.2154769542657,1,0.00695086949244139,1.00718256514219
"87","Snake River","hatchery",2,3,245,-627.824002620737,13575,10159,9531.17599737926,0.0180478821362799,-0.0462485453127615,0.938200216298776
"88","Snake River","wild",2,3,70,-62.3274479070633,1343,1021,958.672552092937,0.0521221146686523,-0.0464091198116629,0.938954507436765
"89","Snake River","hatchery",3,8,10286,-0.855672609752764,10286,4,3.14432739024724,1,-8.31880818348011e-05,0.786081847561809
"90","Snake River","wild",3,8,980,-1.27491089905319,1042,3,1.72508910094681,0.940499040307102,-0.00122352293575162,0.575029700315603
"91","Snake River","hatchery",8,9,2,0.0684636142853086,5,4,4.06846361428531,0.4,0.0136927228570617,1.01711590357133
"92","Snake River","wild",8,9,3,-0.00922599778823963,3,3,2.99077400221176,1,-0.00307533259607988,0.99692466740392
"93","Snake River","hatchery",2,10,1055,-22.1303842633343,2475,145,122.869615736666,0.426262626262626,-0.00894156939932698,0.847376660252867
"94","Snake River","wild",2,10,414,-9.34076478947734,578,42,32.6592352105227,0.716262975778547,-0.0161604927153587,0.777600838345778
"95","Snake River","hatchery",9,36,0,0,0,0,0,NA,NA,NA
"96","Snake River","wild",9,36,0,0,0,0,0,NA,NA,NA
