"","origin","rear","from","to","points_within_CI","total_bias","total","actual_movements","total_expected_count","CI_coverage","overall_bias","model_v_data"
"45","John Day River","wild",2,18,3042,-14.104249950577,3466,32,17.895750049423,0.877668782458165,-0.00406931620039728,0.559242189044469
"46","John Day River","wild",3,20,1624,-0.850392769909962,1845,1,0.149607230090038,0.880216802168022,-0.000460917490466104,0.149607230090038
"47","John Day River","wild",3,22,1253,-1.2560346687031,1845,9,7.7439653312969,0.679132791327913,-0.000680777598213062,0.860440592366322
"48","John Day River","wild",2,41,1301,-2.91189961935406,3537,3,0.0881003806459371,0.367825841108284,-0.00082326819885611,0.0293667935486457
"49","Fifteenmile Creek","wild",4,5,0,0,0,0,0,NA,NA,NA
"50","Fifteenmile Creek","wild",5,6,0,0,0,0,0,NA,NA,NA
"51","Fifteenmile Creek","wild",6,7,0,0,0,0,0,NA,NA,NA
"52","Fifteenmile Creek","wild",8,9,0,1.21395745961878,5,1,2.21395745961878,0,0.242791491923756,2.21395745961878
"53","Fifteenmile Creek","wild",5,24,0,0,0,0,0,NA,NA,NA
"54","Fifteenmile Creek","wild",7,28,0,0,0,0,0,NA,NA,NA
"55","Fifteenmile Creek","wild",7,30,0,0,0,0,0,NA,NA,NA
"56","Fifteenmile Creek","wild",8,32,0,0,0,0,0,NA,NA,NA
"57","Fifteenmile Creek","wild",9,34,0,0,0,0,0,NA,NA,NA
"58","Fifteenmile Creek","wild",9,36,0,0,0,0,0,NA,NA,NA
"59","Fifteenmile Creek","wild",9,37,0,0,0,0,0,NA,NA,NA
"60","Fifteenmile Creek","wild",9,38,0,0,0,0,0,NA,NA,NA
"61","Fifteenmile Creek","wild",9,39,0,0,0,0,0,NA,NA,NA
"62","Fifteenmile Creek","wild",2,3,228,-25.5856018872331,514,45,19.4143981127669,0.443579766536965,-0.0497774355782745,0.431431069172598
"63","Fifteenmile Creek","wild",3,4,0,0,0,0,0,NA,NA,NA
"64","Fifteenmile Creek","wild",3,8,17,-2.70696714660008,43,5,2.29303285339992,0.395348837209302,-0.0629527243395368,0.458606570679984
"65","Fifteenmile Creek","wild",2,10,124,-12.6607876561962,186,64,51.3392123438038,0.666666666666667,-0.0680687508397645,0.802175192871934
"66","Fifteenmile Creek","wild",2,12,0,0,0,0,0,NA,NA,NA
"67","Fifteenmile Creek","wild",2,14,0,0,0,0,0,NA,NA,NA
"68","Fifteenmile Creek","wild",2,16,332,-43.515176951953,364,106,62.484823048047,0.912087912087912,-0.119547189428442,0.589479462717424
"69","Fifteenmile Creek","wild",2,18,0,0,0,0,0,NA,NA,NA
"70","Fifteenmile Creek","wild",3,20,0,0,0,0,0,NA,NA,NA
"71","Fifteenmile Creek","wild",3,22,35,-0.600245588149365,43,1,0.399754411850635,0.813953488372093,-0.0139591997244038,0.399754411850635
"72","Fifteenmile Creek","wild",2,41,27,-7.87660833230861,514,11,3.12339166769139,0.0525291828793774,-0.0153241407243358,0.283944697062853
"73","Umatilla River","hatchery",4,5,0,0.29445465966252,4,1,1.29445465966252,0,0.0736136649156301,1.29445465966252
"74","Umatilla River","wild",4,5,13,1.22317029884171,15,5,6.22317029884171,0.866666666666667,0.0815446865894471,1.24463405976834
"75","Umatilla River","hatchery",5,6,0,0,0,0,0,NA,NA,NA
"76","Umatilla River","wild",5,6,2,-1.43560375633181,6,4,2.56439624366819,0.333333333333333,-0.239267292721969,0.641099060917047
"77","Umatilla River","hatchery",6,7,0,0,0,0,0,NA,NA,NA
"78","Umatilla River","wild",6,7,2,1.26388097317869,4,1,2.26388097317869,0.5,0.315970243294672,2.26388097317869
"79","Umatilla River","hatchery",8,9,7,-1.97237749851972,27,9,7.02762250148028,0.259259259259259,-0.0730510184636934,0.78084694460892
"80","Umatilla River","wild",8,9,28,-2.95139595617968,97,45,42.0486040438203,0.288659793814433,-0.0304267624348421,0.934413423196007
"81","Umatilla River","hatchery",5,24,0,0,0,0,0,NA,NA,NA
"82","Umatilla River","wild",5,24,0,0,0,0,0,NA,NA,NA
"83","Umatilla River","hatchery",7,28,0,0,0,0,0,NA,NA,NA
"84","Umatilla River","wild",7,28,0,0,0,0,0,NA,NA,NA
"85","Umatilla River","hatchery",7,30,0,0,0,0,0,NA,NA,NA
"86","Umatilla River","wild",7,30,0,0,0,0,0,NA,NA,NA
"87","Umatilla River","hatchery",8,32,0,0,0,0,0,NA,NA,NA
"88","Umatilla River","wild",8,32,0,2.33364780379861,93,4,6.33364780379861,0,0.0250929871376195,1.58341195094965
"89","Umatilla River","hatchery",9,34,0,0,0,0,0,NA,NA,NA
"90","Umatilla River","wild",9,34,0,0,0,0,0,NA,NA,NA
"91","Umatilla River","hatchery",9,36,0,0,0,0,0,NA,NA,NA
"92","Umatilla River","wild",9,36,0,0,0,0,0,NA,NA,NA
"93","Umatilla River","hatchery",9,37,0,0,0,0,0,NA,NA,NA
"94","Umatilla River","wild",9,37,0,0,0,0,0,NA,NA,NA
"95","Umatilla River","hatchery",9,38,0,0,0,0,0,NA,NA,NA
"96","Umatilla River","wild",9,38,0,0,0,0,0,NA,NA,NA
"97","Umatilla River","hatchery",9,39,0,0,0,0,0,NA,NA,NA
"98","Umatilla River","wild",9,39,0,0,0,0,0,NA,NA,NA
"99","Umatilla River","hatchery",2,3,575,-39.4329928140495,631,219,179.567007185951,0.911251980982567,-0.0624928570745633,0.819940672081966
"100","Umatilla River","wild",2,3,1213,-98.5628947485432,1470,552,453.437105251457,0.825170068027211,-0.0670495882643151,0.821444031252639
"101","Umatilla River","hatchery",3,4,202,-3.08940231446796,220,4,0.91059768553204,0.918181818181818,-0.0140427377930362,0.22764942138301
"102","Umatilla River","wild",3,4,429,1.57812684523909,555,14,15.5781268452391,0.772972972972973,0.00284347179322359,1.11272334608851
"103","Umatilla River","hatchery",3,8,164,-2.21561074054705,220,32,29.784389259453,0.745454545454545,-0.0100709579115775,0.930762164357905
"104","Umatilla River","wild",3,8,402,5.02900849375347,555,111,116.029008493753,0.724324324324324,0.00906127656532156,1.04530638282661
"105","Umatilla River","hatchery",2,10,137,0.77856383143933,149,12,12.7785638314393,0.919463087248322,0.00522526061368678,1.06488031928661
"106","Umatilla River","wild",2,10,813,10.8293147688117,1046,128,138.829314768812,0.777246653919694,0.0103530733927454,1.08460402163134
"107","Umatilla River","hatchery",2,12,0,0,0,0,0,NA,NA,NA
"108","Umatilla River","wild",2,12,0,0,0,0,0,NA,NA,NA
"109","Umatilla River","hatchery",2,14,0,0,0,0,0,NA,NA,NA
"110","Umatilla River","wild",2,14,1063,1.18219844697775,1295,6,7.18219844697775,0.820849420849421,0.000912894553650772,1.19703307449629
"111","Umatilla River","hatchery",2,16,0,0,0,0,0,NA,NA,NA
"112","Umatilla River","wild",2,16,0,0,0,0,0,NA,NA,NA
"113","Umatilla River","hatchery",2,18,500,-3.76761891015262,622,88,84.2323810898474,0.803858520900322,-0.00605726512886274,0.957186148748266
"114","Umatilla River","wild",2,18,1100,-18.1195079068165,1468,380,361.880492093183,0.749318801089918,-0.0123429890373409,0.952317084455746
"115","Umatilla River","hatchery",3,20,0,0,0,0,0,NA,NA,NA
"116","Umatilla River","wild",3,20,555,-0.341989689569834,555,1,0.658010310430166,1,-0.000616197638864566,0.658010310430166
"117","Umatilla River","hatchery",3,22,182,-1.50983841073133,220,2,0.49016158926867,0.827272727272727,-0.00686290186696059,0.245080794634335
"118","Umatilla River","wild",3,22,418,-0.4461091920005,555,5,4.5538908079995,0.753153153153153,-0.000803800345946846,0.9107781615999
"119","Umatilla River","hatchery",2,41,0,0,0,0,0,NA,NA,NA
"120","Umatilla River","wild",2,41,683,-5.47889056957948,1470,7,1.52110943042052,0.464625850340136,-0.00372713644189081,0.217301347202931
"121","Yakima River","wild",4,5,75,-6.82949774628556,90,35,28.1705022537144,0.833333333333333,-0.0758833082920618,0.80487149296327
"122","Yakima River","wild",5,6,27,-0.202385385310734,38,17,16.7976146146893,0.710526315789474,-0.00532593119238774,0.988094977334663
"123","Yakima River","wild",6,7,16,1.03421350066017,18,9,10.0342135006602,0.888888888888889,0.0574563055922316,1.11491261118446
"124","Yakima River","wild",8,9,18,-1.61512138108341,20,7,5.38487861891659,0.9,-0.0807560690541706,0.769268374130941
"125","Yakima River","wild",5,24,0,1.74480348599354,33,1,2.74480348599354,0,0.0528728329088952,2.74480348599354
"126","Yakima River","wild",7,28,0,0,0,0,0,NA,NA,NA
"127","Yakima River","wild",7,30,0,0,0,0,0,NA,NA,NA
"128","Yakima River","wild",8,32,0,-0.546418487599027,18,1,0.453581512400973,0,-0.0303565826443904,0.453581512400973
"129","Yakima River","wild",9,34,0,0,0,0,0,NA,NA,NA
"130","Yakima River","wild",9,36,0,0,0,0,0,NA,NA,NA
"131","Yakima River","wild",9,37,0,0,0,0,0,NA,NA,NA
"132","Yakima River","wild",9,38,0,0,0,0,0,NA,NA,NA
"133","Yakima River","wild",9,39,0,0,0,0,0,NA,NA,NA
"134","Yakima River","wild",2,3,617,-29.5193870458372,714,542,512.480612954163,0.864145658263305,-0.0413436793359064,0.945536186262293
"135","Yakima River","wild",3,4,470,6.41657423094976,580,84,90.4165742309497,0.810344827586207,0.0110630590188789,1.07638778846369
"136","Yakima River","wild",3,8,281,-6.15330093037513,580,20,13.8466990696249,0.48448275862069,-0.0106091395351295,0.692334953481243
"137","Yakima River","wild",2,10,345,-7.32890631334963,376,40,32.6710936866504,0.917553191489362,-0.0194917721099724,0.816777342166259
"138","Yakima River","wild",2,12,0,0,0,0,0,NA,NA,NA
"139","Yakima River","wild",2,14,0,0,0,0,0,NA,NA,NA
"140","Yakima River","wild",2,16,0,0,0,0,0,NA,NA,NA
"141","Yakima River","wild",2,18,0,0,0,0,0,NA,NA,NA
"142","Yakima River","wild",3,20,369,2.72423839995615,580,413,415.724238399956,0.636206896551724,0.00469696275854508,1.00659621888609
"143","Yakima River","wild",3,22,0,0,0,0,0,NA,NA,NA
"144","Yakima River","wild",2,41,416,-0.986626628582038,714,1,0.0133733714179622,0.582633053221289,-0.00138183001201966,0.0133733714179622
"145","Walla Walla River","hatchery",4,5,52,-1.90596379419239,60,21,19.0940362058076,0.866666666666667,-0.0317660632365398,0.909239819324172
"146","Walla Walla River","wild",4,5,6,-3.54735576618692,13,11,7.45264423381308,0.461538461538462,-0.272873520475917,0.677513112164825
"147","Walla Walla River","hatchery",5,6,10,-0.284816291628672,23,9,8.71518370837133,0.434782608695652,-0.0123833170273336,0.968353745374592
"148","Walla Walla River","wild",5,6,9,0.0151838439651144,12,5,5.01518384396511,0.75,0.0012653203304262,1.00303676879302
"149","Walla Walla River","hatchery",6,7,9,0.299951553058254,12,6,6.29995155305825,0.75,0.0249959627548545,1.04999192550971
"150","Walla Walla River","wild",6,7,2,-0.423856447753977,5,3,2.57614355224602,0.4,-0.0847712895507953,0.858714517415341
"151","Walla Walla River","hatchery",8,9,588,0.814829349404134,1600,549,549.814829349404,0.3675,0.000509268343377584,1.00148420646522
"152","Walla Walla River","wild",8,9,146,7.5658206069624,240,83,90.5658206069624,0.608333333333333,0.03152425252901,1.09115446514413
"153","Walla Walla River","hatchery",5,24,0,0,0,0,0,NA,NA,NA
"154","Walla Walla River","wild",5,24,0,-1.28900513987337,9,2,0.710994860126634,0,-0.143222793319263,0.355497430063317
"155","Walla Walla River","hatchery",7,28,0,0,0,0,0,NA,NA,NA
"156","Walla Walla River","wild",7,28,0,0,0,0,0,NA,NA,NA
"157","Walla Walla River","hatchery",7,30,0,0,0,0,0,NA,NA,NA
"158","Walla Walla River","wild",7,30,0,0,0,0,0,NA,NA,NA
"159","Walla Walla River","hatchery",8,32,308,14.7112891366899,1027,67,81.7112891366899,0.299902629016553,0.0143245269101167,1.21957147965209
"160","Walla Walla River","wild",8,32,35,-15.4966767178481,212,27,11.5033232821519,0.165094339622642,-0.0730975316879627,0.426049010450071
"161","Walla Walla River","hatchery",9,34,0,0,0,0,0,NA,NA,NA
"162","Walla Walla River","wild",9,34,0,0,0,0,0,NA,NA,NA
"163","Walla Walla River","hatchery",9,36,0,0,0,0,0,NA,NA,NA
"164","Walla Walla River","wild",9,36,0,0,0,0,0,NA,NA,NA
"165","Walla Walla River","hatchery",9,37,0,0,0,0,0,NA,NA,NA
"166","Walla Walla River","wild",9,37,0,0,0,0,0,NA,NA,NA
"167","Walla Walla River","hatchery",9,38,0,0,0,0,0,NA,NA,NA
"168","Walla Walla River","wild",9,38,0,0,0,0,0,NA,NA,NA
"169","Walla Walla River","hatchery",9,39,0,0,0,0,0,NA,NA,NA
"170","Walla Walla River","wild",9,39,0,0,0,0,0,NA,NA,NA
"171","Walla Walla River","hatchery",2,3,468,-110.579604384051,2418,1874,1763.42039561595,0.193548387096774,-0.0457318463126762,0.94099274045675
"172","Walla Walla River","wild",2,3,447,-57.1353673152763,796,629,571.864632684724,0.561557788944724,-0.0717780996423069,0.909164757845348
"173","Walla Walla River","hatchery",3,4,2064,4.49154483179361,2160,52,56.4915448317936,0.955555555555556,0.00207941890360815,1.08637586214988
"174","Walla Walla River","wild",3,4,443,-1.28914312907856,598,12,10.7108568709214,0.740802675585284,-0.00215575774093405,0.89257140591012
"175","Walla Walla River","hatchery",3,8,1463,50.3035897376179,2160,1481,1531.30358973762,0.677314814814815,0.0232886989526009,1.03396596201055
"176","Walla Walla River","wild",3,8,333,25.4050263808258,598,252,277.405026380826,0.55685618729097,0.0424833217070666,1.10081359674931
"177","Walla Walla River","hatchery",2,10,715,-10.4088231858319,771,47,36.5911768141681,0.927367055771725,-0.0135004191774732,0.778535676897194
"178","Walla Walla River","wild",2,10,267,-8.25885831557492,309,39,30.7411416844251,0.864077669902913,-0.0267276968141583,0.788234402164746
"179","Walla Walla River","hatchery",2,12,0,0,0,0,0,NA,NA,NA
"180","Walla Walla River","wild",2,12,0,0,0,0,0,NA,NA,NA
"181","Walla Walla River","hatchery",2,14,0,0,0,0,0,NA,NA,NA
"182","Walla Walla River","wild",2,14,0,0,0,0,0,NA,NA,NA
"183","Walla Walla River","hatchery",2,16,0,0,0,0,0,NA,NA,NA
"184","Walla Walla River","wild",2,16,0,0,0,0,0,NA,NA,NA
"185","Walla Walla River","hatchery",2,18,0,0,0,0,0,NA,NA,NA
"186","Walla Walla River","wild",2,18,0,0,0,0,0,NA,NA,NA
"187","Walla Walla River","hatchery",3,20,0,0,0,0,0,NA,NA,NA
"188","Walla Walla River","wild",3,20,522,-0.595222261533067,598,1,0.404777738466933,0.872909698996655,-0.000995354952396434,0.404777738466933
"189","Walla Walla River","hatchery",3,22,689,9.76487848349605,2160,304,313.764878483496,0.318981481481481,0.00452077707569261,1.03212131080097
"190","Walla Walla River","wild",3,22,432,-7.2894551517778,598,205,197.710544848222,0.722408026755853,-0.0121897243340766,0.96444168218645
"191","Walla Walla River","hatchery",2,41,0,0,0,0,0,NA,NA,NA
"192","Walla Walla River","wild",2,41,690,-0.968645532550184,796,1,0.0313544674498157,0.866834170854271,-0.00121689137255048,0.0313544674498157
"193","Snake River","hatchery",4,5,20,17.8228820148088,64,22,39.8228820148088,0.3125,0.278482531481388,1.81013100067313
"194","Snake River","wild",4,5,145,41.1587033353308,147,58,99.1587033353309,0.986394557823129,0.279991179151911,1.70963281612639
"195","Snake River","hatchery",5,6,10,0.148702024175678,24,9,9.14870202417568,0.416666666666667,0.00619591767398658,1.01652244713063
"196","Snake River","wild",5,6,50,0.29455414081452,63,27,27.2945541408145,0.793650793650794,0.00467546255261143,1.01090941262276
"197","Snake River","hatchery",6,7,9,0.299951553058254,12,6,6.29995155305825,0.75,0.0249959627548545,1.04999192550971
"198","Snake River","wild",6,7,25,1.40690496967442,28,14,15.4069049696744,0.892857142857143,0.0502466060598007,1.1004932121196
"199","Snake River","hatchery",8,9,378,-77.0276397309565,1627,558,480.972360269043,0.232329440688384,-0.0473433557043371,0.861957634890759
"200","Snake River","wild",8,9,750,48.8215565509923,765,317,365.821556550992,0.980392156862745,0.0638190281712317,1.15401121940376
"201","Snake River","hatchery",5,24,0,0,0,0,0,NA,NA,NA
"202","Snake River","wild",5,24,30,1.21567040918135,52,3,4.21567040918135,0.576923076923077,0.0233782770996413,1.40522346972712
"203","Snake River","hatchery",7,28,0,0,0,0,0,NA,NA,NA
"204","Snake River","wild",7,28,0,0,0,0,0,NA,NA,NA
"205","Snake River","hatchery",7,30,0,0,0,0,0,NA,NA,NA
"206","Snake River","wild",7,30,0,0,0,0,0,NA,NA,NA
"207","Snake River","hatchery",8,32,643,4.67642129598345,1042,67,71.6764212959834,0.617082533589251,0.00448792830708585,1.06979733277587
"208","Snake River","wild",8,32,519,2.06472196707563,582,36,38.0647219670756,0.891752577319588,0.00354763224583442,1.05735338797432
"209","Snake River","hatchery",9,34,0,0,0,0,0,NA,NA,NA
"210","Snake River","wild",9,34,0,0,0,0,0,NA,NA,NA
"211","Snake River","hatchery",9,36,0,0,0,0,0,NA,NA,NA
"212","Snake River","wild",9,36,0,0,0,0,0,NA,NA,NA
"213","Snake River","hatchery",9,37,0,0,0,0,0,NA,NA,NA
"214","Snake River","wild",9,37,0,0,0,0,0,NA,NA,NA
"215","Snake River","hatchery",9,38,0,0,0,0,0,NA,NA,NA
"216","Snake River","wild",9,38,0,0,0,0,0,NA,NA,NA
"217","Snake River","hatchery",9,39,0,0,0,0,0,NA,NA,NA
"218","Snake River","wild",9,39,0,0,0,0,0,NA,NA,NA
