"","date","mouth to BON","MCN to ICH or PRA (ICH)","ICH to LGR","BON to MCN","MCN to ICH or PRA (PRA)","PRA to RIS","RIS to RRE","RRE to WEL"
"133","1965-05-14",269.7,87,NA,235.7,NA,NA,NA,NA
"134","1965-05-15",295.3,104.3,NA,264.1,NA,NA,NA,NA
"135","1965-05-16",315.6,108.5,NA,273.1,NA,NA,NA,NA
"136","1965-05-17",326.4,111.8,NA,274.5,NA,NA,NA,NA
"137","1965-05-18",324.9,122.1,NA,265.6,NA,NA,NA,NA
"138","1965-05-19",322.6,132.9,NA,268.6,NA,NA,NA,NA
"139","1965-05-20",325.9,117.9,NA,268.8,NA,NA,NA,NA
"140","1965-05-21",317.7,109.2,NA,251.3,NA,NA,NA,NA
"141","1965-05-22",297.1,104.8,NA,260,NA,NA,NA,NA
"142","1965-05-23",306.4,95.8,NA,269.2,NA,NA,NA,NA
"143","1965-05-24",310.8,93.5,NA,259.7,NA,NA,NA,NA
"144","1965-05-25",299.9,95,NA,243.3,NA,NA,NA,NA
"145","1965-05-26",297.6,96.2,NA,245.1,NA,NA,NA,NA
"146","1965-05-27",298.4,91.2,NA,245.8,NA,NA,NA,NA
"147","1965-05-28",295.7,87.8,NA,236.2,NA,NA,NA,NA
"148","1965-05-29",284.2,86.4,NA,238.9,NA,NA,NA,NA
"149","1965-05-30",287.9,90.9,NA,273.6,NA,NA,NA,NA
"150","1965-05-31",320.8,104,NA,311.1,NA,NA,NA,NA
"151","1965-06-01",350.5,120.6,NA,317.3,NA,NA,NA,NA
"152","1965-06-02",367,115.4,NA,324.3,NA,NA,NA,NA
"153","1965-06-03",372.6,116.8,NA,330.5,NA,NA,NA,NA
"154","1965-06-04",375,113.8,NA,329.5,NA,NA,NA,NA
"155","1965-06-05",379.4,119.6,NA,323.4,NA,NA,NA,NA
"156","1965-06-06",378.7,122.5,NA,336.4,NA,NA,NA,NA
"157","1965-06-07",381.9,123.3,NA,347,NA,NA,NA,NA
"158","1965-06-08",388.5,123.8,NA,337,NA,NA,NA,NA
"159","1965-06-09",387.2,130.7,NA,331.1,NA,NA,NA,NA
"160","1965-06-10",387.6,142.6,NA,333.7,NA,NA,NA,NA
"161","1965-06-11",390.6,124.5,NA,336.1,NA,NA,NA,NA
"162","1965-06-12",389.7,127.9,NA,331.3,NA,NA,NA,NA
"163","1965-06-13",389.7,133.1,NA,349.8,NA,NA,NA,NA
"164","1965-06-14",393.8,144.7,NA,363.5,NA,NA,NA,NA
"165","1965-06-15",397.6,127.4,NA,342.8,NA,NA,NA,NA
"166","1965-06-16",384.5,109,NA,312.1,NA,NA,NA,NA
"167","1965-06-17",356,93.5,NA,293.9,NA,NA,NA,NA
"168","1965-06-18",350.5,81.3,NA,293.9,NA,NA,NA,NA
"169","1965-06-19",357.3,86.8,NA,302.7,NA,NA,NA,NA
"170","1965-06-20",363.5,96,NA,323.7,NA,NA,NA,NA
"171","1965-06-21",368.7,99.4,NA,343.3,NA,NA,NA,NA
"172","1965-06-22",369.2,104.4,NA,342,NA,NA,NA,NA
"173","1965-06-23",372,100.3,NA,343.5,NA,NA,NA,NA
"174","1965-06-24",372.2,98.4,NA,344.8,NA,NA,NA,NA
"175","1965-06-25",369.6,91.4,NA,324.5,NA,NA,NA,NA
"176","1965-06-26",364,95.4,NA,317.7,NA,NA,NA,NA
"177","1965-06-27",361.1,95.3,NA,335.5,NA,NA,NA,NA
"178","1965-06-28",358.4,89.4,NA,335.7,NA,NA,NA,NA
"179","1965-06-29",346.8,78.4,NA,289.5,NA,NA,NA,NA
"180","1965-06-30",325.8,71.6,NA,283.3,NA,NA,NA,NA
"181","1965-07-01",297.5,59.5,NA,315.8,NA,NA,NA,NA
"182","1965-07-02",289.6,56.1,NA,257,NA,NA,NA,NA
"183","1965-07-03",279.1,53.8,NA,241.4,NA,NA,NA,NA
"184","1965-07-04",256.8,51.8,NA,246.7,NA,NA,NA,NA
"185","1965-07-05",247.3,49.3,NA,263.4,NA,NA,NA,NA
"186","1965-07-06",252.3,47.1,NA,242.8,NA,NA,NA,NA
"187","1965-07-07",235.9,48.8,NA,191.4,NA,NA,NA,NA
"188","1965-07-08",214.5,43.3,NA,190.8,NA,NA,NA,NA
"189","1965-07-09",219.5,41.5,NA,190.5,NA,NA,NA,NA
"190","1965-07-10",222.9,38.6,NA,187.6,NA,NA,NA,NA
"191","1965-07-11",217.6,37.4,NA,190.8,NA,NA,NA,NA
"192","1965-07-12",217,35,NA,203.6,NA,NA,NA,NA
"193","1965-07-13",218.4,39.4,NA,178.5,NA,NA,NA,NA
"194","1965-07-14",214.9,26.7,NA,188.4,NA,NA,NA,NA
"195","1965-07-15",205,23.1,NA,193.9,NA,NA,NA,NA
"196","1965-07-16",201.7,17.1,NA,189.6,NA,NA,NA,NA
"197","1965-07-17",197.8,10.9,NA,173.3,NA,NA,NA,NA
"198","1965-07-18",176.4,5,NA,190.2,NA,NA,NA,NA
"199","1965-07-19",159.2,9.6,NA,192.7,NA,NA,NA,NA
"200","1965-07-20",151,7.8,NA,158.1,NA,NA,NA,NA
"201","1965-07-21",132.6,6.6,NA,157.6,NA,NA,NA,NA
"202","1965-07-22",99.4,20.5,NA,155.7,NA,NA,NA,NA
"203","1965-07-23",118.2,17.7,NA,157.2,NA,NA,NA,NA
"204","1965-07-24",132.9,15.9,NA,120.5,NA,NA,NA,NA
"205","1965-07-25",131.4,14.4,NA,162.8,NA,NA,NA,NA
"206","1965-07-26",133.5,13.7,NA,168.7,NA,NA,NA,NA
"207","1965-07-27",130.5,11.6,NA,129.3,NA,NA,NA,NA
"208","1965-07-28",105.6,10.4,NA,109.2,NA,NA,NA,NA
"209","1965-07-29",101.7,10.2,NA,99.7,NA,NA,NA,NA
"210","1965-07-30",92.9,11.9,NA,80.6,NA,NA,NA,NA
"211","1965-07-31",72.8,10.9,NA,77.3,NA,NA,NA,NA
"212","1965-08-01",65.6,8.7,NA,77.2,NA,NA,NA,NA
"213","1965-08-02",55.4,6.9,NA,64.2,NA,NA,NA,NA
"214","1965-08-03",40.7,3.5,NA,20.3,NA,NA,NA,NA
"215","1965-08-04",53.6,3.9,NA,33.3,NA,NA,NA,NA
"216","1965-08-05",61.1,9.4,NA,85.2,NA,NA,NA,NA
"217","1965-08-06",61.5,9.7,NA,108,NA,NA,NA,NA
"218","1965-08-07",65.3,7.1,NA,85,NA,NA,NA,NA
"219","1965-08-08",62.9,7.3,NA,77,NA,NA,NA,NA
"220","1965-08-09",64.6,5.5,NA,82.8,NA,NA,NA,NA
"221","1965-08-10",56,2.9,NA,110.9,NA,NA,NA,NA
"222","1965-08-11",61.7,1.4,NA,64.5,NA,NA,NA,NA
"223","1965-08-12",71.3,6.1,NA,61.2,NA,NA,NA,NA
"224","1965-08-13",63.1,6.7,NA,43.9,NA,NA,NA,NA
"225","1965-08-14",59.6,5.8,NA,40.7,NA,NA,NA,NA
"226","1965-08-15",64.8,6.8,NA,95,NA,NA,NA,NA
"227","1965-08-16",51,9.8,NA,88.9,NA,NA,NA,NA
"228","1965-08-17",55.8,8.1,NA,74.4,NA,NA,NA,NA
"229","1965-08-18",55.9,3.3,NA,82.3,NA,NA,NA,NA
"230","1965-08-19",57.5,9.4,NA,69.9,NA,NA,NA,NA
"231","1965-08-20",51.2,7.5,NA,55.7,NA,NA,NA,NA
"232","1965-08-21",47.3,11.2,NA,67.5,NA,NA,NA,NA
"233","1965-08-22",42.1,10.7,NA,81.1,NA,NA,NA,NA
"234","1965-08-23",37.8,1.6,NA,74.5,NA,NA,NA,NA
"235","1965-08-24",30.7,7,NA,15.7,NA,NA,NA,NA
"236","1965-08-25",34.4,NA,NA,16.8,NA,NA,NA,NA
"237","1965-08-26",41,7.9,NA,57.1,NA,NA,NA,NA
"238","1965-08-27",48.4,10.7,NA,67,NA,NA,NA,NA
"239","1965-08-28",42.5,13.4,NA,39.8,NA,NA,NA,NA
"240","1965-08-29",26.4,0.5,NA,66.1,NA,NA,NA,NA
"241","1965-08-30",26.8,8.2,NA,76.1,NA,NA,NA,NA
"242","1965-08-31",31.7,6.3,NA,37.4,NA,NA,NA,NA
"243","1965-09-01",47.1,5.6,NA,24.4,NA,NA,NA,NA
"244","1965-09-02",53.4,5.3,NA,20.3,NA,NA,NA,NA
"245","1965-09-03",46.8,3.6,NA,9.1,NA,NA,NA,NA
"246","1965-09-04",36.9,3.5,NA,24.5,NA,NA,NA,NA
"247","1965-09-05",50.4,3.5,NA,39.7,NA,NA,NA,NA
"248","1965-09-06",39.2,1.6,NA,27.6,NA,NA,NA,NA
"249","1965-09-07",22.6,1.8,NA,17.2,NA,NA,NA,NA
"250","1965-09-08",28.7,2.5,NA,1.6,NA,NA,NA,NA
"251","1965-09-09",18.2,1.1,NA,2,NA,NA,NA,NA
"252","1965-09-10",5.9,1.1,NA,0.7,NA,NA,NA,NA
"253","1965-09-11",1.7,NA,NA,NA,NA,NA,NA,NA
"254","1965-09-12",2.4,NA,NA,NA,NA,NA,NA,NA
"255","1965-09-13",2.4,NA,NA,NA,NA,NA,NA,NA
"256","1965-09-14",2.4,NA,NA,NA,NA,NA,NA,NA
"257","1965-09-15",2.4,NA,NA,NA,NA,NA,NA,NA
"258","1965-09-16",2.4,NA,NA,NA,NA,NA,NA,NA
"259","1965-09-17",2.4,NA,NA,NA,NA,NA,NA,NA
"260","1965-09-18",2.4,NA,NA,NA,NA,NA,NA,NA
"261","1965-09-19",2.5,NA,NA,NA,NA,NA,NA,NA
"262","1965-09-20",2.5,NA,NA,NA,NA,NA,NA,NA
"263","1965-09-21",2.4,NA,NA,NA,NA,NA,NA,NA
"264","1965-09-22",2.4,NA,NA,NA,NA,NA,NA,NA
"265","1965-09-23",2.4,NA,NA,NA,NA,NA,NA,NA
"266","1965-09-24",1.9,NA,NA,NA,NA,NA,NA,NA
"267","1965-09-25",2.4,NA,NA,NA,NA,NA,NA,NA
"268","1965-09-26",2.4,NA,NA,NA,NA,NA,NA,NA
"269","1965-09-27",2.4,NA,NA,NA,NA,NA,NA,NA
"270","1965-09-28",2.4,NA,NA,NA,NA,NA,NA,NA
"271","1965-09-29",2.4,NA,NA,NA,NA,NA,NA,NA
"272","1965-09-30",2.4,NA,NA,NA,NA,NA,NA,NA
"273","1965-10-01",2.4,NA,NA,NA,NA,NA,NA,NA
"274","1965-10-02",2.5,NA,NA,NA,NA,NA,NA,NA
"275","1965-10-03",2.5,NA,NA,NA,NA,NA,NA,NA
"276","1965-10-04",2.5,NA,NA,NA,NA,NA,NA,NA
"277","1965-10-05",2.5,NA,NA,NA,NA,NA,NA,NA
"278","1965-10-06",2.5,NA,NA,NA,NA,NA,NA,NA
"279","1965-10-07",2.5,NA,NA,NA,NA,NA,NA,NA
"280","1965-10-08",2.5,NA,NA,NA,NA,NA,NA,NA
"281","1965-10-09",2.5,NA,NA,NA,NA,NA,NA,NA
"282","1965-10-10",2.5,NA,NA,NA,NA,NA,NA,NA
"283","1965-10-11",2.5,NA,NA,NA,NA,NA,NA,NA
"284","1965-10-12",2.5,NA,NA,NA,NA,NA,NA,NA
"285","1965-10-13",2.5,NA,NA,NA,NA,NA,NA,NA
"286","1965-10-14",2.5,NA,NA,NA,NA,NA,NA,NA
"287","1965-10-15",2.5,NA,NA,NA,NA,NA,NA,NA
"288","1965-10-16",2.5,NA,NA,NA,NA,NA,NA,NA
"289","1965-10-17",2.5,NA,NA,NA,NA,NA,NA,NA
"290","1965-10-18",2.5,NA,NA,NA,NA,NA,NA,NA
"291","1965-10-19",2,NA,NA,NA,NA,NA,NA,NA
"292","1965-10-20",1.2,NA,NA,NA,NA,NA,NA,NA
"293","1965-10-21",1.2,NA,NA,NA,NA,NA,NA,NA
"294","1965-10-22",1.2,NA,NA,NA,NA,NA,NA,NA
"295","1965-10-23",1.2,NA,NA,NA,NA,NA,NA,NA
"296","1965-10-24",1.2,NA,NA,NA,NA,NA,NA,NA
"297","1965-10-25",1.2,NA,NA,NA,NA,NA,NA,NA
"298","1965-10-26",1.2,NA,NA,NA,NA,NA,NA,NA
"299","1965-10-27",1.2,NA,NA,NA,NA,NA,NA,NA
"300","1965-10-28",1.2,NA,NA,NA,NA,NA,NA,NA
"301","1965-10-29",1.2,NA,NA,NA,NA,NA,NA,NA
"302","1965-10-30",1.2,NA,NA,NA,NA,NA,NA,NA
"303","1965-10-31",1.2,NA,NA,NA,NA,NA,NA,NA
"304","1965-11-01",1.2,NA,NA,NA,NA,NA,NA,NA
"305","1965-11-02",1.2,NA,NA,NA,NA,NA,NA,NA
"306","1965-11-03",1.2,NA,NA,NA,NA,NA,NA,NA
"307","1965-11-04",0.4,NA,NA,NA,NA,NA,NA,NA
"308","1965-11-05",NA,NA,NA,NA,NA,NA,NA,NA
"309","1965-11-06",NA,NA,NA,NA,NA,NA,NA,NA
"310","1965-11-07",NA,NA,NA,NA,NA,NA,NA,NA
"311","1965-11-08",NA,NA,NA,NA,NA,NA,NA,NA
"312","1965-11-09",NA,NA,NA,NA,NA,NA,NA,NA
"313","1965-11-10",NA,NA,NA,NA,NA,NA,NA,NA
"314","1965-11-11",NA,NA,NA,NA,NA,NA,NA,NA
"315","1965-11-12",NA,NA,NA,NA,NA,NA,NA,NA
"316","1965-11-13",NA,NA,NA,NA,NA,NA,NA,NA
"317","1965-11-14",NA,NA,NA,NA,NA,NA,NA,NA
"318","1965-11-15",NA,NA,NA,NA,NA,NA,NA,NA
"319","1965-11-16",NA,NA,NA,NA,NA,NA,NA,NA
"320","1965-11-17",NA,NA,NA,NA,NA,NA,NA,NA
"321","1965-11-18",NA,NA,NA,NA,NA,NA,NA,NA
"322","1965-11-19",NA,NA,NA,NA,NA,NA,NA,NA
"323","1965-11-20",NA,NA,NA,NA,NA,NA,NA,NA
"324","1965-11-21",NA,NA,NA,NA,NA,NA,NA,NA
"325","1965-11-22",NA,NA,NA,NA,NA,NA,NA,NA
"326","1965-11-23",NA,NA,NA,NA,NA,NA,NA,NA
"327","1965-11-24",NA,NA,NA,NA,NA,NA,NA,NA
"328","1965-11-25",NA,NA,NA,NA,NA,NA,NA,NA
"329","1965-11-26",NA,NA,NA,NA,NA,NA,NA,NA
"330","1965-11-27",NA,NA,NA,NA,NA,NA,NA,NA
"331","1965-11-28",NA,NA,NA,NA,NA,NA,NA,NA
"332","1965-11-29",NA,NA,NA,NA,NA,NA,NA,NA
"333","1965-11-30",NA,NA,NA,NA,NA,NA,NA,NA
"334","1965-12-01",NA,NA,NA,NA,NA,NA,NA,NA
"335","1965-12-02",NA,NA,NA,NA,NA,NA,NA,NA
"336","1965-12-03",NA,NA,NA,NA,NA,NA,NA,NA
"337","1965-12-04",NA,NA,NA,NA,NA,NA,NA,NA
"338","1965-12-05",NA,NA,NA,NA,NA,NA,NA,NA
"339","1965-12-06",NA,NA,NA,NA,NA,NA,NA,NA
"340","1965-12-07",NA,NA,NA,NA,NA,NA,NA,NA
"341","1965-12-08",NA,NA,NA,NA,NA,NA,NA,NA
"342","1965-12-09",NA,NA,NA,NA,NA,NA,NA,NA
"343","1965-12-10",NA,NA,NA,NA,NA,NA,NA,NA
"344","1965-12-11",NA,NA,NA,NA,NA,NA,NA,NA
"345","1965-12-12",NA,NA,NA,NA,NA,NA,NA,NA
"346","1965-12-13",NA,NA,NA,NA,NA,NA,NA,NA
"347","1965-12-14",NA,NA,NA,NA,NA,NA,NA,NA
"348","1965-12-15",NA,NA,NA,NA,NA,NA,NA,NA
"349","1965-12-16",NA,NA,NA,NA,NA,NA,NA,NA
"350","1965-12-17",7.5,NA,NA,NA,NA,NA,NA,NA
"351","1965-12-18",6.5,NA,NA,NA,NA,NA,NA,NA
"352","1965-12-19",NA,NA,NA,NA,NA,NA,NA,NA
"353","1965-12-20",NA,NA,NA,NA,NA,NA,NA,NA
"354","1965-12-21",NA,NA,NA,NA,NA,NA,NA,NA
"355","1965-12-22",NA,NA,NA,NA,NA,NA,NA,NA
"356","1965-12-23",NA,NA,NA,NA,NA,NA,NA,NA
"357","1965-12-24",NA,NA,NA,NA,NA,NA,NA,NA
"358","1965-12-25",NA,NA,NA,NA,NA,NA,NA,NA
"359","1965-12-26",NA,NA,NA,NA,NA,NA,NA,NA
"360","1965-12-27",NA,NA,NA,NA,NA,NA,NA,NA
"361","1965-12-28",NA,NA,NA,NA,NA,NA,NA,NA
"362","1965-12-29",NA,NA,NA,NA,NA,NA,NA,NA
"363","1965-12-30",NA,NA,NA,NA,NA,NA,NA,NA
"364","1965-12-31",NA,NA,NA,NA,NA,NA,NA,NA
"365","1966-01-01",NA,NA,NA,NA,NA,NA,NA,NA
"366","1966-01-02",NA,NA,NA,NA,NA,NA,NA,NA
"367","1966-01-02",NA,NA,NA,NA,NA,NA,NA,NA
"368","1966-01-03",NA,NA,NA,NA,NA,NA,NA,NA
"369","1966-01-04",NA,NA,NA,NA,NA,NA,NA,NA
"370","1966-01-05",NA,NA,NA,NA,NA,NA,NA,NA
"371","1966-01-06",NA,NA,NA,NA,NA,NA,NA,NA
"372","1966-01-07",NA,NA,NA,NA,NA,NA,NA,NA
"373","1966-01-08",NA,NA,NA,NA,NA,NA,NA,NA
"374","1966-01-09",NA,NA,NA,NA,NA,NA,NA,NA
"375","1966-01-10",NA,NA,NA,NA,NA,NA,NA,NA
"376","1966-01-11",NA,NA,NA,NA,NA,NA,NA,NA
"377","1966-01-12",NA,NA,NA,NA,NA,NA,NA,NA
"378","1966-01-13",NA,NA,NA,NA,NA,NA,NA,NA
"379","1966-01-14",NA,NA,NA,NA,NA,NA,NA,NA
"380","1966-01-15",NA,NA,NA,NA,NA,NA,NA,NA
"381","1966-01-16",NA,NA,NA,NA,NA,NA,NA,NA
"382","1966-01-17",NA,NA,NA,NA,NA,NA,NA,NA
"383","1966-01-18",NA,NA,NA,NA,NA,NA,NA,NA
"384","1966-01-19",NA,NA,NA,NA,NA,NA,NA,NA
"385","1966-01-20",NA,NA,NA,NA,NA,NA,NA,NA
"386","1966-01-21",NA,NA,NA,NA,NA,NA,NA,NA
