day,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
121,124.046,335.950,159.225,264.396,244.117,127.146,404.263,212.450,275.838,102.804,266.775,204.567,272.138,221.204,262.646,288.792,289.017,240.596,262.083,253.525,150.463,226.217,208.275,221.038,187.500,213.263,210.496,225.167,335.563,492.492,241.954,307.579,278.446,144.946,210.246,236.413,165.208,159.563,334.988,245.350,188.463,227.825,179.096,266.313,385.263,245.271,255.888,164.250,278.179,335.225,333.921,258.863,224.717,186.496,155.379,
122,135.921,335.371,147.833,306.213,274.196,145.746,407.567,227.708,274.154,133.329,255.071,242.454,274.196,217.471,281.017,317.492,324.046,225.725,260.054,235.625,142.917,260.125,233.196,250.496,206.300,174.504,203.517,248.996,356.675,476.696,228.983,310.900,283.629,159.517,202.958,197.858,171.800,180.154,365.788,258.258,206.229,208.546,176.229,251.008,399.963,232.104,253.579,185.008,265.863,345.171,336.646,239.863,245.238,184.371,148.783,
123,148.992,330.438,115.525,354.946,270.571,139.442,418.871,255.400,275.129,152.992,281.021,193.308,283.708,237.596,287.138,307.504,277.442,238.175,248.942,242.513,149.750,273.679,225.975,224.704,206.800,184.675,212.008,245.313,355.050,444.163,273.833,307.579,290.329,138.433,247.338,194.933,157.096,173.308,355.004,269.358,214.529,186.650,176.658,258.188,410.104,242.942,265.783,176.521,260.471,331.663,337.221,245.321,269.617,207.200,155.804,
124,127.246,310.346,124.171,414.575,276.663,154.563,410.021,266.863,276.838,154.700,258.679,184.879,261.950,272.721,321.708,321.167,306.721,227.083,216.954,234.554,168.917,308.658,240.300,245.013,193.900,184.963,212.500,227.938,321.463,411.183,299.471,324.388,285.492,137.875,235.913,194.500,163.325,179.825,349.233,278.804,179.204,196.408,185.325,261.396,407.117,231.092,280.308,185.154,249.004,321.183,324.467,242.404,254.842,223.604,156.204,
125,149.617,308.950,142.438,446.942,259.138,124.133,409.258,269.600,301.846,162.617,306.321,228.050,216.950,276.546,335.042,280.425,281.304,216.163,236.492,228.783,187.083,276.221,222.542,239.725,183.400,217.583,215.938,257.279,339.196,396.288,314.750,313.513,300.413,127.921,221.096,216.621,202.379,185.296,307.204,274.629,149.229,194.604,188.367,243.775,406.404,212.842,291.092,165.404,248.354,341.083,351.188,226.546,268.142,220.433,174.346,
126,149.204,308.146,184.200,501.475,261.029,110.550,409.175,255.679,323.579,140.000,293.063,205.233,240.292,275.533,338.129,318.683,266.421,262.475,267.563,255.104,167.996,239.317,225.708,218.063,201.500,214.121,224.317,259.204,330.863,424.413,330.392,283.863,299.479,129.217,216.471,226.863,210.467,188.746,268.179,281.642,189.188,246.325,162.450,260.258,387.654,221.796,328.788,171.288,251.654,388.325,368.483,232.521,273.079,220.321,202.604,
127,150.183,313.908,190.571,510.083,231.063,168.063,419.033,254.163,325.363,134.833,246.921,264.996,264.821,277.296,322.342,329.317,253.254,284.875,249.925,251.633,163.192,233.567,241.546,222.200,207.300,242.813,209.225,236.092,320.071,412.971,363.875,287.950,304.533,132.388,238.350,240.250,215.642,194.408,322.954,242.025,192.817,243.875,193.479,245.588,380.096,233.583,298.258,170.096,274.454,436.529,384.650,235.404,243.546,217.904,214.954,
128,163.396,333.567,190.396,513.750,242.113,138.371,420.213,238.708,333.667,110.538,276.104,267.013,302.163,255.375,289.346,329.908,271.442,257.004,247.567,251.425,171.967,264.596,248.388,236.413,213.300,247.775,196.625,257.375,300.475,417.579,360.158,266.250,269.571,117.008,258.308,209.529,213.258,205.375,316.688,248.317,238.529,219.029,164.267,250.013,359.279,267.138,291.542,170.254,266.558,450.725,424.067,233.792,274.546,217.742,237.188,
129,160.329,363.200,183.613,520.250,267.879,146.192,423.275,235.400,349.742,145.183,275.500,254.721,311.917,204.379,318.900,321.308,285.817,228.933,255.775,270.604,166.275,269.788,263.054,256.021,226.000,264.367,210.796,270.900,303.833,422.021,376.225,261.938,271.904,115.254,206.088,231.696,199.892,238.567,281.508,278.225,229.375,243.333,176.358,279.613,339.667,269.904,284.042,159.792,283.496,439.742,421.396,246.283,285.200,225.325,226.479,
130,155.038,383.083,185.200,522.067,308.338,170.721,408.696,228.125,371.008,146.538,252.771,276.208,299.321,186.642,332.488,320.742,258.742,243.633,258.613,281.400,167.104,290.942,252.404,293.375,219.500,240.708,214.146,259.021,306.042,405.288,362.600,314.567,277.017,96.579,199.675,218.292,200.046,226.008,299.313,274.713,289.546,210.508,178.742,300.092,337.554,320.171,249.850,143.688,280.175,435.529,429.113,253.013,267.163,242.446,226.983,
131,154.271,403.858,182.071,533.175,350.954,145.500,373.700,231.454,394.517,157.067,256.154,300.167,287.054,204.317,343.238,350.100,316.825,275.317,273.029,253.992,177.608,308.042,264.525,263.296,146.900,272.925,222.100,276.238,286.792,393.250,314.217,260.563,260.104,117.000,210.738,168.225,201.421,255.921,267.100,277.513,269.563,232.592,155.588,258.725,344.613,353.083,284.629,142.404,301.038,433.013,454.704,278.046,252.325,236.375,249.892,
132,151.071,422.267,178.563,537.279,353.783,113.008,353.446,255.646,407.750,135.258,282.017,310.621,293.167,228.467,333.967,337.525,349.942,241.004,261.542,260.208,235.213,312.529,221.842,218.900,220.400,274.275,230.350,266.308,256.633,472.371,330.567,236.263,271.588,115.679,174.208,199.533,222.479,260.600,286.142,261.688,209.363,242.867,197.504,288.754,364.771,346.413,291.279,165.150,287.808,440.133,488.488,273.308,285.250,227.517,245.750,
133,150.333,430.979,191.533,540.433,358.021,118.463,309.742,317.754,411.575,140.254,255.850,219.313,259.304,217.938,314.792,309.300,297.629,237.613,274.408,240.863,230.346,296.083,209.400,232.311,210.300,269.233,219.179,248.321,268.788,522.679,320.192,244.796,271.917,99.729,209.263,201.396,221.854,242.213,296.358,254.646,290.575,265.658,205.979,344.275,343.513,318.308,285.725,184.467,273.079,444.279,487.238,272.588,315.392,222.667,239.838,
134,154.275,429.646,166.579,541.071,362.208,155.875,302.050,317.825,412.204,127.883,228.167,248.875,257.063,237.517,318.908,317.500,292.133,279.929,244.554,270.842,223.071,238.883,216.783,224.304,207.900,316.163,212.633,234.513,247.308,515.054,352.942,276.246,236.308,116.992,205.004,262.408,203.904,238.563,255.929,286.429,265.325,224.479,189.475,352.029,318.858,343.808,256.671,192.975,271.238,434.158,480.275,299.808,311.925,218.138,251.625,
135,164.988,440.004,172.692,535.779,363.946,133.908,308.792,351.821,408.483,105.258,279.438,213.754,246.163,213.442,320.192,278.758,292.100,222.779,275.825,257.704,200.396,235.800,226.250,237.375,206.900,345.817,183.217,237.588,292.921,466.758,351.138,257.375,261.354,125.675,219.538,216.263,205.258,228.933,262.725,278.100,237.283,231.929,174.246,381.113,298.629,342.992,262.300,198.608,256.146,434.104,486.163,332.692,341.629,225.688,245.825,
136,163.454,440.746,203.421,531.900,387.113,143.979,299.483,371.088,411.813,158.379,278.725,246.271,228.275,243.254,328.358,297.517,359.833,206.633,277.500,263.696,213.300,261.771,237.433,274.875,215.700,362.533,199.333,270.579,339.100,454.692,325.613,255.363,264.654,141.663,191.433,245.421,191.246,219.554,266.033,246.058,259.083,245.842,181.125,436.667,327.092,340.779,278.200,181.408,247.063,423.688,494.775,327.196,336.658,223.804,234.704,
137,160.742,442.183,216.008,516.817,420.308,158.963,298.292,408.733,408.333,138.525,282.933,220.925,236.754,183.838,348.083,261.729,388.267,236.283,259.583,288.038,193.050,274.225,226.683,276.383,214.000,400.821,209.238,297.150,331.721,500.667,308.325,259.308,240.029,170.292,225.288,235.958,181.588,256.575,303.325,265.625,268.496,238.392,204.146,455.538,323.871,303.992,316.275,167.688,264.046,423.767,498.946,317.742,301.263,206.721,244.683,
138,190.075,441.038,237.863,494.688,462.179,165.779,333.383,405.913,403.425,136.096,302.150,269.250,246.738,200.808,398.938,277.625,379.721,216.358,223.629,268.433,207.963,266.888,201.421,259.967,195.200,390.283,201.696,299.321,350.233,527.538,325.650,269.029,234.654,164.946,206.125,241.858,206.158,286.883,344.229,252.563,266.738,257.746,195.846,457.179,345.267,333.863,330.429,204.063,271.879,436.046,500.538,346.963,308.142,202.950,258.363,
139,187.333,439.433,298.129,479.708,471.883,169.854,322.188,372.658,379.888,117.975,325.746,247.825,249.654,233.213,403.421,267.575,363.921,221.658,240.438,248.563,223.817,260.263,185.542,340.275,192.500,376.900,209.708,306.200,402.208,539.875,314.846,275.325,257.892,116.958,221.417,222.558,198.592,258.788,363.554,257.525,344.513,268.933,248.067,463.517,383.608,326.542,350.079,202.004,230.471,415.308,500.313,354.183,310.442,221.450,262.017,
140,173.950,430.454,309.242,470.188,490.408,157.258,310.625,353.175,378.646,101.063,199.388,263.954,217.658,203.671,396.683,281.613,353.450,238.758,266.654,227.663,222.642,261.146,172.163,341.908,194.100,388.092,205.558,270.333,430.942,539.150,322.513,283.025,240.196,118.629,225.958,213.846,210.654,257.908,371.088,267.092,387.421,303.092,218.758,467.196,379.413,312.992,349.771,192.621,235.946,405.975,499.763,334.646,332.263,220.725,288.575,
141,198.863,440.425,341.417,469.371,490.233,166.171,310.150,351.500,363.550,129.958,235.438,237.733,224.721,202.900,433.779,263.338,316.854,238.233,263.708,202.325,223.079,242.946,180.546,365.208,208.300,385.625,196.950,238.738,429.346,537.438,332.775,284.396,241.100,126.488,261.371,216.975,219.758,270.913,368.171,259.233,384.650,305.554,275.267,473.804,354.100,285.371,329.404,213.083,266.292,389.438,500.879,301.250,356.779,213.025,280.083,
142,222.821,439.150,344.958,446.796,493.004,148.750,304.092,355.979,360.004,125.975,251.858,246.438,239.404,234.283,389.379,253.150,342.804,236.483,318.417,195.742,218.550,253.808,185.892,333.825,219.800,386.221,190.183,257.833,417.338,518.079,298.246,269.421,249.213,142.871,276.692,249.904,212.396,263.983,370.496,260.696,413.967,315.783,244.063,476.625,358.579,285.071,314.233,202.688,233.267,388.696,493.554,299.133,347.367,210.404,270.742,
143,283.004,442.350,366.700,429.129,501.033,151.879,299.900,340.546,360.113,134.342,304.375,242.525,258.438,203.038,369.554,275.904,356.763,237.429,301.379,159.421,198.079,256.821,207.542,349.725,230.800,383.375,196.329,281.725,397.292,518.350,297.192,260.229,240.229,161.954,271.517,248.725,215.050,266.638,367.013,258.958,412.579,284.567,218.554,493.579,358.046,313.500,346.375,203.058,199.417,400.425,497.496,295.296,352.138,201.704,260.083,
144,318.046,438.975,368.658,424.658,500.033,146.688,302.988,314.050,355.738,135.496,313.433,280.196,277.600,234.613,378.508,297.567,373.929,252.442,223.208,177.604,179.796,245.233,203.479,344.796,191.600,370.904,218.800,266.821,414.688,508.979,333.525,247.254,295.183,157.425,274.425,249.296,211.771,250.196,389.767,252.063,394.883,299.388,247.054,495.179,368.208,293.650,355.133,221.513,212.408,401.433,497.413,263.400,340.908,183.242,248.096,
145,313.033,440.608,396.004,423.308,500.054,152.933,320.200,340.771,351.925,143.946,288.675,323.688,294.463,240.925,403.817,310.658,378.613,241.038,220.738,198.321,204.846,221.338,219.442,350.192,165.300,345.963,218.096,276.942,404.483,481.408,309.413,301.754,272.858,151.842,249.229,227.017,226.163,222.754,370.000,252.650,387.038,321.329,225.700,491.121,377.850,293.696,362.117,211.829,228.025,436.788,486.617,276.300,344.358,203.250,271.879,
146,280.721,438.458,401.550,451.017,499.117,149.617,320.829,344.463,353.008,188.879,314.163,280.258,237.558,226.375,389.821,352.067,375.946,257.167,187.121,204.921,226.104,252.758,231.229,354.113,171.500,317.354,222.300,300.317,397.538,477.250,318.204,336.988,276.800,135.033,238.708,247.863,214.558,256.496,367.879,245.154,395.646,338.171,210.442,481.663,358.029,300.692,358.021,210.292,226.450,443.083,480.892,286.200,319.654,200.746,272.788,
147,279.200,433.517,409.967,475.475,490.600,123.392,327.063,340.425,349.538,186.875,293.771,253.975,251.567,299.858,422.363,395.308,383.308,223.883,254.663,181.771,223.658,228.167,168.854,331.813,215.200,313.946,226.863,257.046,368.150,475.638,402.913,376.304,211.883,117.333,244.338,313.775,230.438,254.896,389.238,215.217,363.842,339.271,216.575,502.121,345.758,298.417,375.838,221.267,218.508,427.533,486.338,270.571,311.600,212.242,285.383,
148,285.196,397.604,411.583,494.079,491.667,119.017,363.246,331.479,349.746,157.233,233.163,270.333,236.845,302.075,423.896,403.783,291.896,246.879,299.854,197.504,230.121,222.583,193.600,308.421,215.000,320.975,217.033,226.408,370.963,474.146,422.279,381.958,230.300,111.133,285.150,316.208,240.525,275.783,379.579,254.525,363.188,331.996,185.125,507.688,319.942,298.554,366.646,212.175,227.746,413.733,464.396,292.425,313.379,201.675,294.696,
149,328.317,355.075,401.375,511.843,494.508,152.404,368.079,331.154,352.233,116.629,222.496,275.483,257.608,338.567,384.704,415.250,291.029,256.113,345.863,206.533,192.000,215.446,209.308,312.179,209.100,301.613,182.246,233.713,380.871,474.838,417.958,369.233,234.717,151.429,304.758,266.742,257.671,223.954,399.208,232.271,395.692,345.804,163.717,517.038,317.117,273.238,356.242,203.988,204.300,418.088,453.254,294.971,336.708,202.788,293.329,
150,315.104,350.775,398.425,512.192,493.667,147.817,403.250,327.813,349.583,89.838,268.117,259.508,282.842,384.233,401.371,416.621,356.096,254.996,354.563,219.892,155.733,215.488,252.892,326.442,197.800,288.146,191.454,263.517,420.408,463.950,438.658,370.208,197.725,162.400,303.908,347.054,280.654,177.921,386.767,229.938,398.371,341.983,225.075,510.108,288.617,257.058,357.904,182.321,192.958,428.942,452.246,299.879,366.367,219.663,322.258,
151,312.496,351.571,381.804,511.133,512.883,159.417,369.058,327.071,350.475,130.417,249.592,246.208,316.400,371.579,341.275,419.396,345.175,222.329,371.296,178.325,141.746,222.504,282.921,310.204,181.600,287.567,210.342,297.750,441.779,483.267,419.696,346.404,226.138,163.763,302.779,356.458,233.696,180.242,351.500,240.846,412.063,346.846,198.750,511.533,312.250,252.842,334.550,195.408,217.317,438.708,408.788,327.733,359.975,219.079,312.446,
152,305.238,361.908,383.029,509.267,535.192,161.963,363.096,337.817,350.938,172.896,268.346,265.171,320.646,403.092,308.525,418.354,382.942,253.575,378.742,189.283,183.925,251.571,298.483,308.592,171.600,256.892,212.950,294.904,396.317,503.467,417.225,355.554,244.096,153.675,357.617,323.508,270.846,219.942,324.279,225.592,413.083,344.421,208.429,495.146,279.708,252.167,326.450,195.263,223.863,449.625,393.392,338.325,386.058,225.767,332.817,
153,312.242,369.975,389.563,499.821,549.383,125.946,360.321,359.683,347.696,172.700,254.654,232.375,279.075,414.004,344.183,421.921,375.183,225.617,396.071,178.433,220.317,247.088,329.250,318.246,168.900,295.658,198.900,298.650,414.254,518.138,403.317,374.879,268.504,127.300,312.783,295.258,257.300,234.871,303.838,210.042,394.863,341.988,228.463,490.854,278.646,210.717,355.883,196.958,180.746,458.871,422.708,302.675,401.983,233.725,336.454,
154,303.450,369.763,398.138,498.692,550.504,117.579,356.246,366.300,338.867,163.629,176.071,202.133,302.150,383.100,327.600,414.458,384.033,257.713,396.300,204.421,233.921,215.092,343.475,316.442,169.600,277.146,211.108,296.054,409.729,563.433,415.558,377.408,213.513,100.333,309.958,290.054,246.683,213.438,319.183,224.504,399.829,335.967,294.675,496.425,274.746,266.138,342.204,175.925,207.450,458.879,374.183,303.146,411.400,238.475,344.867,
155,287.079,372.658,387.713,490.067,549.863,187.671,367.104,375.625,332.404,131.733,211.183,176.300,308.600,392.308,347.917,380.783,377.617,243.179,391.221,183.242,225.621,195.371,318.600,321.163,168.600,285.438,208.375,276.363,387.417,556.275,424.479,380.133,187.250,141.129,341.217,302.579,228.771,230.454,324.667,222.750,416.438,337.417,310.808,513.792,285.742,241.704,324.975,186.254,216.413,438.267,365.050,308.954,383.100,297.450,354.321,
156,304.475,371.096,390.488,480.975,551.771,158.200,400.763,360.613,324.342,88.988,226.896,199.525,282.146,397.925,327.033,374.775,348.300,213.221,398.833,181.933,214.342,248.217,286.188,319.750,177.900,274.138,190.596,272.213,403.842,534.508,370.375,367.525,201.129,151.883,376.513,279.254,249.913,162.738,325.054,217.400,417.467,344.688,332.333,502.563,303.108,248.583,330.467,185.488,209.067,453.150,344.529,283.908,348.229,303.900,373.446,
157,350.021,371.133,386.475,482.038,559.733,147.058,400.413,360.517,298.504,110.613,224.958,252.346,276.496,426.475,346.575,360.879,381.054,187.408,343.888,194.900,211.829,234.446,321.908,311.954,176.400,228.958,202.508,294.096,429.900,520.279,384.442,393.067,214.558,147.325,376.075,266.804,262.858,204.404,352.513,245.183,411.975,337.908,346.288,506.008,298.579,265.850,339.196,176.329,236.763,430.425,355.075,295.588,386.279,289.188,384.183,
158,316.071,379.988,390.188,490.258,561.008,153.983,401.008,370.417,289.683,141.246,248.854,224.492,273.329,400.654,351.050,371.013,343.721,210.350,378.542,197.350,197.404,231.179,347.988,326.504,149.100,226.725,205.471,290.017,436.779,527.404,351.067,345.617,248.538,128.317,349.704,274.129,228.313,176.721,350.658,218.300,396.583,348.367,353.708,496.208,338.708,235.321,308.708,176.813,219.608,424.379,325.050,250.304,361.758,293.738,371.665,
159,383.192,377.883,390.504,491.371,562.592,182.300,400.458,374.229,304.158,161.646,269.638,192.183,300.508,398.938,338.975,351.642,341.475,204.196,342.175,210.154,210.229,249.692,345.675,321.267,134.000,278.725,223.579,281.217,418.504,528.708,328.354,353.617,232.054,159.179,376.883,272.108,233.425,182.129,351.442,255.929,372.175,352.229,358.492,505.379,345.621,244.604,300.867,182.217,233.592,427.796,295.608,239.563,359.146,266.838,402.625,
160,376.017,377.396,389.375,500.746,570.942,140.379,400.204,368.729,296.396,158.333,275.442,165.021,298.783,409.358,321.008,349.333,348.658,203.850,333.388,189.217,183.554,280.783,375.654,310.104,156.200,278.654,210.888,273.646,434.425,529.700,354.258,360.963,211.633,143.613,342.792,259.263,240.171,203.017,370.375,274.654,382.575,352.729,385.192,506.483,352.600,239.400,284.700,201.925,215.625,436.983,297.842,242.571,362.663,220.296,423.796,
161,401.679,371.588,378.413,499.908,581.283,119.600,398.975,355.913,301.892,147.896,333.083,169.900,302.671,460.633,316.183,341.471,312.317,228.750,302.021,192.733,210.838,222.433,374.967,294.013,171.800,255.421,214.008,282.004,450.667,529.129,332.721,353.442,212.833,109.658,296.346,265.546,233.254,186.125,363.371,231.900,320.321,309.504,388.517,499.996,345.696,250.858,297.208,169.729,219.433,451.246,292.608,256.788,329.896,210.017,429.738,
162,400.546,368.829,367.254,499.483,580.883,152.167,391.475,350.200,301.467,122.108,294.454,206.129,304.221,457.417,314.471,341.363,309.700,231.438,292.579,197.108,210.642,194.954,336.663,311.096,176.700,231.242,197.692,272.796,464.579,529.600,318.496,313.346,177.692,132.183,350.571,298.629,222.996,191.363,337.896,245.150,342.421,296.146,407.663,499.696,354.779,215.992,279.813,170.063,199.479,406.517,296.517,230.596,287.208,217.200,433.100,
163,402.017,372.992,345.363,500.404,580.404,146.567,401.521,348.392,298.788,95.767,310.175,212.271,289.371,433.863,315.542,342.550,307.421,216.467,273.829,155.379,144.363,247.300,325.358,306.613,180.700,272.292,179.625,284.367,479.729,558.092,309.550,329.283,180.404,166.067,297.446,296.538,250.746,165.304,350.500,233.425,384.329,245.379,402.442,488.608,342.296,245.779,249.646,154.433,207.317,391.892,308.413,229.996,312.333,228.946,442.992,
164,402.146,367.675,325.425,499.771,581.913,148.550,413.025,324.896,280.954,117.338,259.300,173.425,312.283,428.929,327.954,331.813,304.304,194.442,254.883,119.092,130.879,250.579,333.850,329.078,190.800,251.679,204.442,301.404,466.367,580.771,309.450,303.671,184.871,135.646,314.067,260.029,251.883,161.658,336.454,240.908,403.104,254.033,333.079,491.767,341.592,264.233,240.171,161.438,192.788,367.321,245.196,222.129,327.975,189.008,446.672,
165,410.379,364.054,322.313,499.667,580.338,142.833,432.888,323.892,261.708,135.100,267.954,195.800,307.883,421.525,315.425,312.754,329.404,178.379,245.025,116.800,120.929,216.246,363.108,325.163,183.700,222.467,219.408,304.804,452.042,580.654,298.575,324.021,236.663,120.942,279.025,286.763,229.425,176.775,346.500,240.142,367.963,239.754,315.567,501.021,347.963,237.708,241.867,151.425,175.679,399.642,235.113,215.633,282.842,183.904,432.486,
166,410.921,360.058,299.058,499.454,583.604,146.517,454.929,303.767,267.488,162.829,270.667,185.488,299.650,397.579,392.963,273.608,383.367,178.625,227.375,115.225,163.608,196.442,351.625,320.513,162.800,200.217,233.925,300.163,434.613,579.513,280.392,292.275,213.479,128.875,298.279,214.525,239.025,190.104,365.021,225.875,349.075,230.292,326.871,506.629,342.033,240.888,213.092,166.367,198.463,392.142,234.221,209.550,287.179,200.267,437.748,
167,409.646,359.550,301.408,498.738,590.242,126.850,485.217,303.342,267.021,164.217,281.404,135.771,276.300,371.921,405.229,267.300,332.254,174.904,247.871,118.542,148.200,204.158,317.771,271.333,191.000,210.004,200.058,285.846,420.258,579.696,228.200,348.083,229.417,129.358,261.850,250.063,238.700,170.133,346.571,212.783,317.821,243.400,356.629,505.071,353.417,206.971,207.746,167.904,188.196,356.304,214.000,189.717,306.296,204.467,434.375,
168,409.892,339.796,327.113,501.917,590.200,107.571,510.746,302.133,262.642,148.758,255.867,138.763,303.525,350.513,423.854,289.958,372.367,181.208,232.263,115.392,164.071,183.821,318.621,279.792,178.300,201.025,191.550,258.121,445.192,568.417,248.488,379.625,249.100,87.983,304.058,257.392,249.629,178.100,332.429,181.921,320.621,219.246,358.658,500.804,298.750,205.942,228.117,149.963,189.079,326.896,208.146,194.975,269.079,201.300,437.154,
169,408.000,333.821,337.963,500.933,593.213,141.313,551.117,293.029,258.400,125.879,226.300,160.488,316.304,335.071,426.488,263.975,381.792,174.117,247.046,142.613,163.642,157.525,312.658,256.354,206.600,222.921,195.121,248.821,433.175,561.171,253.325,350.038,183.471,120.546,307.688,251.038,191.188,191.450,328.279,221.013,345.617,246.625,357.421,477.946,329.467,220.167,262.796,124.917,199.492,336.483,215.025,185.488,277.983,191.004,436.129,
170,368.992,329.425,330.146,499.488,600.721,123.454,563.413,326.333,277.113,88.367,217.150,163.713,340.913,341.050,441.300,231.396,388.258,200.833,256.708,135.792,151.054,145.546,281.954,262.108,203.600,205.525,167.600,246.229,447.763,544.983,260.771,360.925,183.783,134.425,358.054,234.167,201.858,140.696,293.075,220.563,386.054,264.492,322.058,453.288,325.021,209.633,249.288,123.500,176.600,346.421,224.950,163.463,295.117,196.713,434.204,
171,402.546,290.104,330.079,497.613,602.004,150.475,575.717,324.925,286.008,101.667,246.454,163.358,350.779,363.638,440.600,236.213,378.404,193.942,219.963,125.088,138.692,170.613,282.350,221.917,198.700,200.354,181.900,273.338,419.963,522.492,288.679,352.550,185.179,140.571,370.508,183.317,208.142,179.067,321.179,190.208,371.629,255.321,290.579,442.567,367.650,212.179,240.263,111.996,153.513,312.363,225.063,175.771,307.496,173.696,434.767,
172,399.704,246.904,329.271,474.729,601.796,149.683,575.688,323.671,296.429,102.646,231.296,183.242,306.929,371.450,439.475,254.275,388.688,193.342,199.233,131.292,145.825,165.079,277.846,242.204,189.800,192.225,187.908,281.529,385.433,504.096,238.979,333.100,209.379,138.692,363.358,192.625,165.654,177.396,274.021,175.863,347.179,253.208,306.125,441.692,355.742,223.929,263.342,115.929,191.688,320.275,226.396,198.304,291.304,174.900,429.838,
173,388.588,247.317,329.246,448.071,597.500,145.658,575.300,303.004,297.079,101.275,224.671,180.246,271.100,371.658,438.429,248.321,393.238,179.746,184.275,108.692,151.304,168.508,259.246,217.667,160.100,198.967,194.250,280.967,352.133,483.721,223.188,331.450,213.033,133.663,316.829,173.717,209.442,203.979,258.517,193.417,315.963,224.704,363.367,454.113,355.533,264.000,300.058,112.604,198.875,321.213,205.733,194.100,276.638,179.742,415.082,
174,412.979,255.479,319.596,439.892,575.563,130.971,575.246,286.233,304.013,116.317,212.329,135.988,283.442,373.475,437.050,251.775,392.371,151.733,189.017,111.538,134.975,157.467,275.275,198.642,202.800,210.213,182.158,283.571,301.354,467.629,211.808,356.975,203.600,129.996,296.879,173.975,194.783,230.725,293.267,196.333,331.375,279.517,344.875,448.600,349.392,263.996,276.267,114.021,186.983,307.996,231.208,153.863,293.525,186.233,412.671,
175,389.467,272.354,318.388,458.667,548.379,101.642,575.563,300.729,318.946,131.646,206.117,149.725,294.492,364.079,439.408,243.213,367.975,153.533,196.571,137.204,156.425,143.508,255.621,204.596,207.600,204.108,185.838,283.367,290.563,470.642,271.279,359.658,203.996,100.342,328.883,189.571,208.558,200.383,279.688,160.992,294.904,278.383,342.079,495.463,364.425,248.888,268.467,132.417,195.550,294.463,252.246,173.867,296.583,196.738,406.100,
176,378.554,281.296,314.379,461.542,541.004,127.363,576.133,316.067,328.996,108.796,179.050,130.425,303.713,340.704,437.250,202.304,365.742,155.767,181.467,130.796,159.975,122.417,264.783,216.971,196.000,210.904,181.129,275.696,297.004,416.100,278.913,324.567,183.217,101.754,285.217,202.096,166.025,211.158,213.313,192.363,327.092,246.746,325.479,465.579,355.704,268.025,282.633,137.525,163.900,302.108,248.425,171.800,290.004,196.783,406.783,
177,367.642,284.950,299.463,460.292,538.208,130.767,576.567,324.692,309.171,93.717,234.192,159.975,295.704,334.175,420.329,194.421,352.000,148.642,190.025,129.088,162.567,122.588,255.704,232.333,205.400,160.054,152.271,269.338,294.992,387.788,274.871,351.858,196.163,121.475,294.317,230.813,170.254,190.242,254.421,189.038,349.483,220.908,332.150,440.092,417.858,268.321,259.092,142.975,197.946,270.142,259.646,174.346,300.067,218.342,402.854,
178,351.508,289.850,284.633,460.063,519.667,137.346,574.746,323.325,283.313,102.500,231.346,163.342,300.083,315.692,422.250,205.054,367.621,144.625,177.813,114.054,135.917,128.529,262.071,237.817,202.300,160.704,173.708,275.300,333.829,397.267,276.925,317.808,180.508,118.517,313.808,218.338,172.117,210.967,262.058,166.588,329.725,241.521,326.529,417.013,396.267,267.575,267.504,152.513,195.192,268.125,266.792,171.667,302.592,190.200,402.371,
179,335.346,291.571,266.563,460.388,497.638,152.700,568.500,309.925,280.600,112.404,230.875,192.583,269.875,283.571,421.196,221.379,385.892,138.058,157.054,100.967,149.896,143.754,295.438,272.600,189.300,176.296,160.742,273.954,318.242,388.817,257.621,299.438,184.225,123.467,334.063,163.858,175.504,180.517,220.842,164.150,358.233,238.525,305.967,409.263,430.350,264.842,263.371,149.254,194.058,259.142,253.021,177.796,294.154,208.121,395.783,
180,330.683,306.813,252.138,455.692,495.808,145.321,534.708,295.725,279.988,102.800,241.242,169.221,213.763,275.771,421.508,212.963,386.750,118.125,154.638,102.017,136.979,129.750,284.808,269.554,162.100,197.221,156.288,281.463,322.188,364.242,247.658,303.138,211.542,140.167,358.458,186.200,179.542,193.625,257.842,168.613,339.104,223.408,302.908,394.600,395.100,301.633,284.950,160.450,195.642,264.008,256.596,162.492,315.125,219.096,375.546,
181,330.713,311.938,249.933,424.613,494.871,113.763,506.446,276.379,282.304,127.575,227.067,143.563,193.425,257.800,421.046,207.283,405.354,116.567,147.967,123.267,122.413,138.354,273.500,253.842,181.500,189.250,174.417,298.371,334.000,315.867,248.613,319.033,212.329,103.929,303.458,171.750,171.621,200.113,217.629,181.004,330.225,218.879,329.900,403.967,392.646,264.763,298.742,151.371,187.121,259.196,225.938,155.554,305.833,212.758,365.822,
182,330.363,328.267,251.700,398.996,494.633,94.708,497.975,242.921,278.704,79.200,216.808,137.671,179.558,236.733,422.350,191.542,373.017,133.258,137.517,124.071,118.713,123.854,247.775,252.546,154.500,196.500,165.083,228.833,307.513,299.338,267.296,288.208,202.388,83.692,316.650,172.663,203.596,212.900,188.300,147.450,319.629,197.275,272.121,434.967,394.967,281.950,282.300,140.904,181.296,236.988,204.621,163.725,313.225,184.833,335.558,
