"","from","to","mean","q5","q95","origin"
"42","mainstem, RIS to RRE","mainstem, RRE to WEL",0.980887115,0.96806145,0.99007325,"Entiat_River"
"43","mainstem, RIS to RRE","mainstem, RRE to WEL",0.9734796,0.9641113,0.98238175,"Okanogan_River"
"44","mainstem, RIS to RRE","mainstem, RRE to WEL",0.95372533,0.94931845,0.9577642,"Methow_River"
"45","mainstem, RIS to RRE","Wenatchee River",0.31899085,0.30678975,0.3311748,"Wenatchee_River"
"46","mainstem, RIS to RRE","Wenatchee River",0.0069447048,0.0016279125,0.015295905,"Entiat_River"
"47","mainstem, RIS to RRE","Wenatchee River",0.002298942951,0.0004222387,0.005223094,"Okanogan_River"
"48","mainstem, RIS to RRE","Wenatchee River",0.001810479925,0.0009687115,0.00273723,"Methow_River"
"49","mainstem, RIS to RRE","loss",0.0851109905,0.077842985,0.092266565,"Wenatchee_River"
"50","mainstem, RIS to RRE","loss",0.0027112973925,0.0003027575,0.0078033225,"Entiat_River"
"51","mainstem, RIS to RRE","loss",0.0198021129,0.012162765,0.02717908,"Okanogan_River"
"52","mainstem, RIS to RRE","loss",0.034142758,0.029953515,0.037873685,"Methow_River"
"53","mainstem, RRE to WEL","mainstem, RIS to RRE",0.22836901,0.21284905,0.2426542,"Wenatchee_River"
"54","mainstem, RRE to WEL","mainstem, RIS to RRE",0.0268771205,0.015840765,0.038723165,"Entiat_River"
"55","mainstem, RRE to WEL","mainstem, RIS to RRE",0.00212802517,0.0005016353,0.004620782,"Okanogan_River"
"56","mainstem, RRE to WEL","mainstem, RIS to RRE",0.00605367895,0.004499274,0.0079768795,"Methow_River"
"57","mainstem, RRE to WEL","mainstem, upstream of WEL",0.564099225,0.5476154,0.57859955,"Wenatchee_River"
"58","mainstem, RRE to WEL","mainstem, upstream of WEL",0.36197917,0.32988145,0.39452045,"Entiat_River"
"59","mainstem, RRE to WEL","mainstem, upstream of WEL",0.97805517,0.9692856,0.98530225,"Okanogan_River"
"60","mainstem, RRE to WEL","mainstem, upstream of WEL",0.92958283,0.92438855,0.9351968,"Methow_River"
"61","mainstem, RRE to WEL","Entiat River",0.032137094,0.027234545,0.037492105,"Wenatchee_River"
"62","mainstem, RRE to WEL","Entiat River",0.584546625,0.55212195,0.6233792,"Entiat_River"
"63","mainstem, RRE to WEL","Entiat River",8.55431568569758e-05,5.2035035e-12,0.0005501233,"Okanogan_River"
"64","mainstem, RRE to WEL","Entiat River",7.45224063095779e-06,1.086049225e-18,3.95919899999999e-05,"Methow_River"
"65","mainstem, RRE to WEL","loss",0.175394635,0.1655372,0.1875637,"Wenatchee_River"
"66","mainstem, RRE to WEL","loss",0.0265971205,0.015963525,0.037641485,"Entiat_River"
"67","mainstem, RRE to WEL","loss",0.0197312909,0.012671225,0.02791838,"Okanogan_River"
"68","mainstem, RRE to WEL","loss",0.064356021,0.059339465,0.06911109,"Methow_River"
"69","mainstem, upstream of WEL","mainstem, RRE to WEL",0.205422555,0.19223325,0.2188157,"Wenatchee_River"
"70","mainstem, upstream of WEL","mainstem, RRE to WEL",0.61800039,0.5709245,0.6658002,"Entiat_River"
"71","mainstem, upstream of WEL","mainstem, RRE to WEL",0.0220053865,0.01483267,0.0312727,"Okanogan_River"
"72","mainstem, upstream of WEL","mainstem, RRE to WEL",0.0288492795,0.025812925,0.03214802,"Methow_River"
"73","mainstem, upstream of WEL","Okanogan River",0.001794581115,0.0004227344,0.0040108585,"Wenatchee_River"
"74","mainstem, upstream of WEL","Okanogan River",0.004607700879,0.0006700754,0.013616735,"Entiat_River"
"75","mainstem, upstream of WEL","Okanogan River",0.66661843,0.6390032,0.6916225,"Okanogan_River"
"76","mainstem, upstream of WEL","Okanogan River",0.024575222,0.02102231,0.02828321,"Methow_River"
"77","mainstem, upstream of WEL","Methow River",0.1235284425,0.1088621,0.14007405,"Wenatchee_River"
"78","mainstem, upstream of WEL","Methow River",0.202281895,0.16332355,0.2449255,"Entiat_River"
"79","mainstem, upstream of WEL","Methow River",0.050158356,0.03878314,0.06419637,"Okanogan_River"
"80","mainstem, upstream of WEL","Methow River",0.232459265,0.22259305,0.24344495,"Methow_River"
"81","mainstem, upstream of WEL","Upstream WEL other tributaries",0.003025318575,0.001073714,0.0060757515,"Wenatchee_River"
"82","mainstem, upstream of WEL","Upstream WEL other tributaries",0.0043786561045,0.0003073949,0.01420339,"Entiat_River"
"83","mainstem, upstream of WEL","Upstream WEL other tributaries",0.0022555483,0.00046614245,0.004907869,"Okanogan_River"
"84","mainstem, upstream of WEL","Upstream WEL other tributaries",0.0003510325075,6.855717e-05,0.000735701499999999,"Methow_River"
"85","mainstem, upstream of WEL","loss",0.666229115,0.6443236,0.68654075,"Wenatchee_River"
"86","mainstem, upstream of WEL","loss",0.1707313835,0.12947715,0.21083635,"Entiat_River"
"87","mainstem, upstream of WEL","loss",0.25896226,0.23215765,0.2813735,"Okanogan_River"
"88","mainstem, upstream of WEL","loss",0.713765245,0.7034359,0.7237343,"Methow_River"
"89","Wenatchee River","mainstem, RIS to RRE",0.0433113405,0.03427475,0.052417685,"Wenatchee_River"
"90","Wenatchee River","mainstem, RIS to RRE",0.977461655,0.8561398,1,"Entiat_River"
"91","Wenatchee River","mainstem, RIS to RRE",0.9626164085,0.8032877,1,"Okanogan_River"
"92","Wenatchee River","mainstem, RIS to RRE",0.90548096,0.742174,0.9857971,"Methow_River"
"93","Wenatchee River","loss",0.956688675,0.9475826,0.9657248,"Wenatchee_River"
"94","Wenatchee River","loss",0.022538354478958,1.3645085e-10,0.1438602,"Entiat_River"
"95","Wenatchee River","loss",0.0373835822473304,7.204744e-12,0.196712299999999,"Okanogan_River"
"96","Wenatchee River","loss",0.0945190277,0.0142032,0.257826,"Methow_River"
"97","Entiat River","mainstem, RRE to WEL",0.116209185,0.06602425,0.1801433,"Wenatchee_River"
"98","Entiat River","mainstem, RRE to WEL",0.0267888811,0.01420788,0.04265937,"Entiat_River"
"99","Entiat River","mainstem, RRE to WEL",0.411648355488344,2.389017e-09,1,"Okanogan_River"
"100","Entiat River","mainstem, RRE to WEL",0.519684556651262,3.4379365e-14,1,"Methow_River"
"101","Entiat River","loss",0.883790815,0.8198567,0.93397535,"Wenatchee_River"
"102","Entiat River","loss",0.97321113,0.95734035,0.9857922,"Entiat_River"
"103","Entiat River","loss",0.58835165585376,3.2248865e-07,1,"Okanogan_River"
"104","Entiat River","loss",0.480315457053025,7.4607e-15,1,"Methow_River"
"105","Okanogan River","mainstem, upstream of WEL",0.0224004120993431,2.917105e-11,0.11923955,"Wenatchee_River"
"106","Okanogan River","mainstem, upstream of WEL",0.8871675365,0.33669755,1,"Entiat_River"
"107","Okanogan River","mainstem, upstream of WEL",0.0035930151,0.00065839135,0.008268839,"Okanogan_River"
"108","Okanogan River","mainstem, upstream of WEL",0.000630863052393246,2.00839e-18,0.002785589,"Methow_River"
"109","Okanogan River","loss",0.97759962,0.88076045,1,"Wenatchee_River"
"110","Okanogan River","loss",0.11283245891349,9.1800925e-10,0.66330245,"Entiat_River"
"111","Okanogan River","loss",0.996407,0.9917309,0.99934205,"Okanogan_River"
"112","Okanogan River","loss",0.99936915,0.9972144,1,"Methow_River"
"113","Methow River","mainstem, upstream of WEL",0.1276305075,0.095363555,0.16542375,"Wenatchee_River"
"114","Methow River","mainstem, upstream of WEL",0.61527392,0.47966175,0.7308103,"Entiat_River"
"115","Methow River","mainstem, upstream of WEL",0.02318965423,0.00094018055,0.07040325,"Okanogan_River"
"116","Methow River","mainstem, upstream of WEL",0.00706382535,0.0038198415,0.01096626,"Methow_River"
"117","Methow River","loss",0.872369485,0.83457625,0.90463645,"Wenatchee_River"
"118","Methow River","loss",0.38472608,0.2691897,0.52033825,"Entiat_River"
"119","Methow River","loss",0.97681037,0.92959695,0.9990596,"Okanogan_River"
"120","Methow River","loss",0.99293617,0.98903385,0.99618,"Methow_River"
"121","Upstream WEL other tributaries","mainstem, upstream of WEL",0.00580685684290398,7.343685e-14,0.031769665,"Wenatchee_River"
"122","Upstream WEL other tributaries","mainstem, upstream of WEL",0.0323229913070399,6.175568e-14,0.2102442,"Entiat_River"
"123","Upstream WEL other tributaries","mainstem, upstream of WEL",0.0187444560762201,7.676461e-13,0.1231247,"Okanogan_River"
"124","Upstream WEL other tributaries","mainstem, upstream of WEL",0.0258289318054059,1.36604125e-18,0.215197499999999,"Methow_River"
"125","Upstream WEL other tributaries","loss",0.994193165,0.9682307,1,"Wenatchee_River"
"126","Upstream WEL other tributaries","loss",0.9676770185,0.7897558,1,"Entiat_River"
"127","Upstream WEL other tributaries","loss",0.98125556,0.8768753,1,"Okanogan_River"
"128","Upstream WEL other tributaries","loss",0.97417109,0.7848025,1,"Methow_River"
